group,quantity,Index,date,name
VEGETABLES,973.21,22015,2018-01-09,KT ZIEMNIAK WCZESNY KG
DAIRY_CHESSE,15,6842,2018-01-03,HOCHL PIECZARKA 100G TOP BLOK
VEGETABLES,1,21783,2018-01-06,SMAK MAK SURÓWKA TRIO 350 G
ICE_CREAMS_FROZEN,27,15337,2018-01-06,LODY ROZKI CYTRYNA 110 ML
POULTRY,0.23,16937,2018-01-01,SMAKOSZKI KG
GROATS_RICE_PASTA,8,14269,2018-01-05,MAKARON SPAGHETI 400G SULMA
ALCOHOL,10,285,2018-01-03,PIWO WARKA 0_5L PUSZKA
CHEMISTRY,3,3015,2018-01-08,E DO PLUKANIA 0_9 L
SPICES,1,18218,2018-01-04,GALEO PRZYPRAWA DO RYB CYTRYNA
ICE_CREAMS_FROZEN,1,15445,2018-01-07,LODY KUBUS PLAY 55 ML
CIGARETTES,18,5257,2018-01-06,PAP PS BLACK 100
GROATS_RICE_PASTA,2,14162,2018-01-03,MAKARON IRWEGA 500G KOLANKO
DRINK_JUICE,11,8851,2018-01-01,WODA ZYWIEC 1_5 L N/G JABLKO
TABLETS,3,21125,2018-01-03,TABLETKI SYROP PRAWOSLAZOWY 100 ML
GENERAL_FOOD,1,13801,2018-01-11,SUCHARKI MAMUT 235 G GRAHAM
SWEETS,1,20912,2018-01-12,CHRUPKI KUKURYDZIANE OWOCOWE 80 G
SWEETS,2,20554,2018-01-10,CUKIERKI LODOWE JUMI 100 G
ALCOHOL,2,22664,2018-01-08,RUM GOLD 0_2
GENERAL_FOOD,2,12248,2018-01-02,GELLWE GALARETKA AGREST 79G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16212,2018-01-04,KAMIS MUSZTARDA FRANCUSKA 185 G
POULTRY,3,10849,2018-01-02,TUNCZYK W OLEJU ORKA 170 G
DRINK_JUICE,13,9384,2018-01-05,NAP AQA 1_5 L N/G TRUSKAWKA
DRINK_JUICE,62,8928,2018-01-02,NAP TIGER PUSZKA 0_25
POULTRY,1,1517,2018-01-02,KAMIS PRZYPRAWA DO RYB 20 G
DAIRY_CHESSE,2,7141,2018-01-04,SMIETANA 18% BEZ LAKTOZY
CIGARETTES,5,5286,2018-01-07,CYGARETKI 1 SZT
CHEMISTRY,3,3977,2018-01-12,WKLADKI PANTY INTIMA
ICE_CREAMS_FROZEN,3,15389,2018-01-07,FRYTKI 750 G DOMOWE
SPICES,11,18557,2018-01-09,KNOR ROSOL Z KURY 3LX6 KOSTKI
GENERAL_FOOD,1,12662,2018-01-04,TYMBARK 0_5 L SMAKOWE
SWEETS,8,19205,2018-01-03,MILKA CZEK.TRUSKAW 100G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16106,2018-01-02,PUDL KETCHUP LAGODNY 480 G
GENERAL_FOOD,10,12845,2018-01-05,WIN GALARETKA WISNIOWY 79G WINIARY
CHEMISTRY,3,2551,2018-01-05,PLYN AJAX 1L CZERWONY
GENERAL_FOOD,5,12201,2018-01-01,WIN POMYSL..ZAPIEKANKE Z SZYNKA
SPICES,3,18108,2018-01-02,KREM DO TORTOW SMIETANA 100G CYKORIA
DRINK_JUICE,1,8931,2018-01-02,NAP TYMBARK 0_25 L JAB/BRZOSK
SWEETS,3,19115,2018-01-03,BOMBONIERA   BARON 115 G
DAIRY_CHESSE,73,7549,2018-01-06,TWAROG SREMSKI 250G TLUSTY
ICE_CREAMS_FROZEN,3,15331,2018-01-06,LODY ROZEK MIX
ICE_CREAMS_FROZEN,2,15671,2018-01-08,WARZYWA NA PETELNIE Z ZIEMNIAKAMI 500G
POULTRY,0.49,17127,2018-01-06,SMAKOSZKI KG
ALCOHOL,7,23082,2018-01-09,NAP SPIR SOPLICA WISNIA 0_2
SWEETS,2,20328,2018-01-09,CIASTKA SONATA 125 G DESEROWA
DAIRY_CHESSE,6,7749,2018-01-08,DA ALE PITNY 290 G
ICE_CREAMS_FROZEN,1,15852,2018-01-10,NORDIS FASOLA SZPARAG.CIETA 450G
CHEMISTRY,1,3809,2018-01-12,CHUSTECZKI CHIGIENICZNE 100+50 GRATIS
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16281,2018-01-05,KETCHUP LAGODNY 250G TORTEX
SWEETS,10,19599,2018-01-05,PRINCESSA CYTRYNOWA 33G
DAIRY_CHESSE,1,6453,2018-01-01,GOS.MLEKO ZAGESZCZ/SLODZONE 533G
BREAD,418.7,1459,2018-01-12,C CHLEB KROJONY 0_6 KG
COFFEE TEA,2,5941,2018-01-07,HERB RUMIANEK 20 EX POSTI
SWEETS,3,20571,2018-01-10,GOFRY KOKOS 100
DAIRY_CHESSE,2,6426,2018-01-01,DA FANTASIA Z PLATKAMI CZEK.107G
GENERAL_FOOD,1,12314,2018-01-02,SKORUPKA SALATKA WARZYWNA 500 G
DAIRY_CHESSE,62,6433,2018-01-01,DESER JANA CZEKOLADOWY 120G
SWEETS,1,19786,2018-01-06,PIANKA TWISTER
GROATS_RICE_PASTA,24,14073,2018-01-01,RYZ SONKO  4X100G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16164,2018-01-03,PAPRYKA KONS.SLONECZNY OGROD 650G
CHEMISTRY,1,3675,2018-01-11,ODSWIEZACZ ZAPAS
POULTRY,0.725,17283,2018-01-11,KRAKOWSKA SUCHA KG
CHEWING_GUM_LOLIPOPS,5,4169,2018-01-06,GUMA ORBIT BAG WINTERFRESH
CIGARETTES,7,5194,2018-01-05,PAP ROTHMANS BLU LINK
DAIRY_CHESSE,12,7470,2018-01-06,MASLANKA NATURALNA MRAGOWSKA
ALCOHOL,1,22738,2018-01-09,WODKA WYBOROWA 0_7L
VEGETABLES,11,21608,2018-01-04,SKORUPKA BURACZKI 500G
CHEMISTRY,3,3644,2018-01-11,KREM BAMBINO 75ML
GENERAL,3,11537,2018-01-06,CZEK.ALPEN GOLD 90G TRUS.
CIGARETTES,16,4882,2018-01-01,PAP PS  BLU 100
CHIPS_FLAKES,22,4492,2018-01-04,PALUSZKI BESKIDZKIE 60G SER+CEBULA
CHEMISTRY,5,2855,2018-01-07,MASZYNKA JEDNORAZOWA WIKINSON
POULTRY,1,1653,2018-01-07,BRZOSKWINIE SANDRA 820G
SWEETS,17,20899,2018-01-12,BATON KINDER CANTRY
DRINK_JUICE,12,10443,2018-01-10,WODA AQA 0_5 L N/G CYTRYNA
ICE_CREAMS_FROZEN,1,14776,2018-01-02,LODY TOP MILK LIMON
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,7,16455,2018-01-07,SER BRIE PRESI NATURALNY 125G
SPICES,1,18465,2018-01-08,CYKORIA PRZYPRAWA DO KWASZENIA OGOR.45 G
GENERAL_FOOD,8,12538,2018-01-03,WIN BUDYN WANILIOWY 60G
SWEETS,8,20617,2018-01-10,NAP AQA PLUS 1_5 L GAZ JAB+PIGWA
POULTRY,1,1615,2018-01-05,PROFI PASZTET 250G FIRMOWY
POULTRY,0.2,17003,2018-01-03,OGONOWKA WEDZONA  KG
ALCOHOL,1,22991,2018-01-05,WINO FRESCO CZER/P SLOD
SWEETS,2,20154,2018-01-08,LIZAK BALWANEK
COFFEE TEA,1,5763,2018-01-02,JACOBS CRONAT GOLD 75G UZUPELNIACZ
BREAD,68.5,1313,2018-01-08,C CHLEB WIEJSKI 0.6
CHEMISTRY,5,3194,2018-01-09,BRAIT KULKI DO WC
GENERAL_FOOD,66,13277,2018-01-08,OCET 0_5L 10% PEGAZ
COOKIES_BULK,0.13,6307,2018-01-09,CUKIERKI MINI MIESZANKA
DAIRY_CHESSE,9,7031,2018-01-04,HOCHL PIECZARKA 100G TOP BLOK
GROATS_RICE_PASTA,8,14242,2018-01-05,MAK ZLOTY LAN MUSZELKA 500 G
GENERAL_ITEMS,1,8707,2018-01-09,BEBIKO 2
VEGETABLES,0.86,22210,2018-01-12,KT CUKINIA KG
SWEETS,3,19389,2018-01-04,MILKA CZEK OREO 92 G
CHEMISTRY,1,3548,2018-01-10,SZAMPON PALMOLIVE MATURA P/?UPIERZ 350ML
DAIRY_CHESSE,1,6610,2018-01-02,DESER RISO 175 G GRUSZKA
POULTRY,1,1678,2018-01-08,DAMIE KACHNY MEKSYKANSKIE 500 GR
ICE_CREAMS_FROZEN,1,14801,2018-01-02,WLOSZCZYZNA
POULTRY,4,10968,2018-01-07,FILETY SLEDZIOWE OPIEKANE 800G
GENERAL_FOOD,37,12515,2018-01-03,SOL KUJAWSKA 1 KG JODOWANA
DRINK_JUICE,6,9017,2018-01-03,KUBUS 0_9 L MAR/MALIN/JABLKO
POULTRY,11,1547,2018-01-03,BRZOSKWINIE SANDRA 820G
GENERAL_FOOD,4,12606,2018-01-04,KLUSKI SLASKIE 400G GRZESKOWIAK
GENERAL,3,11816,2018-01-09,SMAK MAK GALARETKA Z KURCZAKA 200G
CHEMISTRY,1,2111,2018-01-02,TOREBKA
CHEMISTRY,3,2414,2018-01-04,WKLADKI BELLA PANTY 20SZT
DAIRY_CHESSE,19,8640,2018-01-12,SER MLEKPOL KROLEWSKI Z KOLNA 150G PLAS
SWEETS,2,20389,2018-01-09,MILKA 100GR YOGHURT
DAIRY_CHESSE,5,6889,2018-01-03,MLEKO MULLER SMAKOWE 400G
CHEMISTRY,4,2110,2018-01-02,TOREBKA
ICE_CREAMS_FROZEN,5,15266,2018-01-06,LODY ICE FRESH 200 ML
DAIRY_CHESSE,2,6671,2018-01-02,KASZKA MANNA Z JAGODAMI CZARNKOW 150 G
ICE_CREAMS_FROZEN,83,15696,2018-01-09,LODY BAJKA W CZEKOLADZIE
GENERAL_FOOD,19,12384,2018-01-03,CYKORIA BUDYN SMIETANKOWY B/C 40 G
CHEMISTRY,6,3611,2018-01-11,DLUGOPIS NIEBIESKI 1 SZT
VEGETABLES,3.03,21837,2018-01-07,KT POMARANCZA LUZ
GENERAL_FOOD,1,13550,2018-01-10,CUKIER BIALY 1KG
GENERAL_FOOD,4,13103,2018-01-07,NAP AQA 1_5 L GAZ ZURAWINA
GENERAL_FOOD,8,12855,2018-01-05,WIN SOS GRZYBOWY 34G
POULTRY,0.4,10990,2018-01-08,FILET Z MINTAJA MROZONY
POULTRY,2.8,17008,2018-01-03,PAROWKOWA Z SZYNKI  KG
VEGETABLES,75,21493,2018-01-03,KT KIWI
SWEETS,21,20429,2018-01-09,PRINCE POLO XXL ORZECHOWE 50G
BREAD,20.12,1436,2018-01-11,ROGALE MARCINKOWSKIE  KG
DAIRY_CHESSE,4,6533,2018-01-01,SER SMAZONY 200G KOWALEW
ALCOHOL,6,1012,2018-01-12,PIWO WARKA RADLER 0_5 L BUT.
SPICES,6,18350,2018-01-06,GELLWE SODA OCZYSZCZONA 80G
GENERAL_FOOD,2,13175,2018-01-07,WIN POMYSL...ZAPIEKANKE SEROWA
POULTRY,1,11130,2018-01-12,FILETY SLEDZIOWE 400G W SOSIE SMIET.
GENERAL_FOOD,12,12378,2018-01-03,CUKIER BIALY 1KG
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,7,16579,2018-01-09,JAJKO Z NIESPODZIANKA FERRERO 20G
DRINK_JUICE,4,8857,2018-01-01,ZBYSZKO 3 CYTRYNY  1_5  GAZ
GENERAL_FOOD,3,12381,2018-01-03,CUKIER PUDER KROS.400G
CHEMISTRY,2,3290,2018-01-09,PASTA COLODENT SUP.SWIEZOSC 100G
SPICES,3,18515,2018-01-08,PRYMAT PIETRUSZKA NATKA
SWEETS,21,20354,2018-01-09,GRZESKI MEGA KAKAO
DAIRY_CHESSE,5,7954,2018-01-09,BAKOMA BAKUS DO KIESZONKI TRUSKAW.
CHIPS_FLAKES,4,4751,2018-01-10,CHRUPKI CELKA 160 G BIS/12/
CHEMISTRY,1,2335,2018-01-04,HELP 1 L Z LANOLINA
CHIPS_FLAKES,9,4362,2018-01-01,LAYS ZIELONA CEBULKA 140 G
GENERAL,2,11226,2018-01-01,SZNURA ZAPIEKANKA  250 G
GENERAL,26,11768,2018-01-09,AMINO BLYSK .POMIDOROWA Z PIETRUSZKA
GENERAL_FOOD,1,12879,2018-01-06,CAPPUCCINO ORZECHOWE MOKATE 110GR
SWEETS,12,20646,2018-01-10,PRINCESSA CHERRY 33 G
CHEMISTRY,2,2280,2018-01-03,ZAROWKA 75
POULTRY,2.83,17129,2018-01-06,SZYNKA CHLEBOWA KG
SWEETS,9,20767,2018-01-11,GOPL.CUKIERKI MIETA 90G
DAIRY_CHESSE,8,8553,2018-01-12,DESER JANA WANILIOWY 120GR
ALCOHOL,1,22548,2018-01-05,WODKA ZUBROWKA 0_2 L Z TRAWA
SPICES,4,18131,2018-01-02,WIORKI KOKOSOWE  100 G KRESTO
SPICES,2,18246,2018-01-04,PRYMAT GRILL PIKANTNT 20G
CIGARETTES,38,5389,2018-01-08,PAP PAL MAL LINK BLU
ICE_CREAMS_FROZEN,1,15468,2018-01-07,LODY PRINCESSA ORZECH 95 ML
ICE_CREAMS_FROZEN,1,15988,2018-01-12,ZUPA WEGIERSKA  450 G
SWEETS,13,20650,2018-01-10,ROGAL 7 DAYS CHIPICAO MINI 60 G
GENERAL_FOOD,1,13752,2018-01-11,LAKIER SPRAY 120ML ATOMIZER FIOLETOWY
ICE_CREAMS_FROZEN,6,15333,2018-01-06,LODY ROZEK MLYNARCZYK
DRINK_JUICE,1,8833,2018-01-01,WODA JURAJSKA Z JODEM 1_5 L GAZ
CHEWING_GUM_LOLIPOPS,2,4219,2018-01-08,GUM TROLLS GIGA
GENERAL_FOOD,5,13400,2018-01-09,GELLWE GALARETKA POMARAN.79G
POULTRY,3,16929,2018-01-01,PAROWKOWA KG
DAIRY_CHESSE,1,6943,2018-01-03,SMIETANA 18% BEZ LAKTOZY
GENERAL_ITEMS,2,17914,2018-01-06,SKARPETY
ICE_CREAMS_FROZEN,108,14972,2018-01-04,LODY PINGWINY  MLYNARCZYK B/POL
GENERAL,7,11884,2018-01-10,PASZTET PODLASKI 50 G
ALCOHOL,2,400,2018-01-05,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR
SPICES,2,18717,2018-01-12,CYKORIA PRZYPRAWA DO PIERNIKA
GENERAL_ITEMS,3,17941,2018-01-09,RAJSTOPY 20 DEN  XXL
DAIRY_CHESSE,1,7781,2018-01-08,GOS MLEKO ZAGESZCZ/NIES? 500 ML
GENERAL_ITEMS,4,17899,2018-01-05,RAJSTOPY DZIECIECE
GENERAL,2,11228,2018-01-01,TABLETKI PIEC ZIÓL GARD?O
SWEETS,2,19570,2018-01-05,MILKA CZEK. 250 G WHOLE NUTS
DRINK_JUICE,3,9646,2018-01-06,NAP TYMBARK 1 L GRAPEFRUIT
DRINK_JUICE,1,9193,2018-01-04,NAP ALOE VERA 0_5 L
ALCOHOL,22,22522,2018-01-05,NAP SPIR ZO?ADKOWA GORZKA 0_1 36%
VEGETABLES,3.74,21895,2018-01-08,KT CUKINIA KG
POULTRY,0.63,17020,2018-01-03,SZYNKA SW BIALA KG
COOKIES_BULK,7,6229,2018-01-04,CUKIERKI VALENTINO SZT
BREAD,6,1374,2018-01-10,B ROGAL MLECZNY 0_1KG
DAIRY_CHESSE,3,8247,2018-01-10,KASZKA MANNA Z JAGODAMI CZARNKOW 150 G
DAIRY_CHESSE,6,7199,2018-01-05,DESER MONTE 150 WHITE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16179,2018-01-03,SOS PUDL SOS  SLODKO-KWASNY LAGOD.500G
ICE_CREAMS_FROZEN,3,15677,2018-01-08,ZAPIEKANKA Z PIECZAR_235 G
CHIPS_FLAKES,7,4808,2018-01-12,CATERING SANDWICH Z CZOSNKOWYM
ICE_CREAMS_FROZEN,2,15801,2018-01-10,BARSZCZ UKRAINSKI 450 G
ICE_CREAMS_FROZEN,7,15329,2018-01-06,LODY ROZEK MIX
CIGARETTES,45,4969,2018-01-02,PAP ROTMANSY  20 RED
POULTRY,1,17128,2018-01-06,SPRAYS FUNY
CHEWING_GUM_LOLIPOPS,24,4116,2018-01-04,LIZAK CHUPA CHUPS
SPICES,2,18435,2018-01-07,KNORR ROSOL Z KURY Z LUBCZ.60G
POULTRY,1,11116,2018-01-11,SLEDZ W POMIDORACH 170 G EVRA
GENERAL,1,11796,2018-01-09,KRATKA DO WYSMAZENIA 200G
ALCOHOL,4,387,2018-01-05,PIWO DLA PANA TO 0_5 L B/BEZW
COFFEE TEA,3,5991,2018-01-08,KAWA ASTRA 100G MIELONA
SWEETS,15,19154,2018-01-03,DROPS HALLS MIOD CYTRYNA 33_5G
ALCOHOL,3,22616,2018-01-07,NAP SPIR SOPLICA WISNIOWA 0_5 L
VEGETABLES,97.872,22148,2018-01-11,KT MARCHEW LUZ
ICE_CREAMS_FROZEN,26,15129,2018-01-05,LODY OREO KANAPKA 135 ML
CHEMISTRY,1,2373,2018-01-04,PASTA DO ZEB COLODENT STRONG
COFFEE TEA,5,5915,2018-01-06,JACOBS KRONUNG 250G
CHEMISTRY,2,2972,2018-01-08,BELLA CHUSTECZKI ODSWIEZAJACE 10
SPICES,4,18165,2018-01-03,KAMIS ZIELE ANGIELSKIE 15G
VEGETABLES,0.99,21729,2018-01-06,KT KAPUSTA BIALA KG
CHEMISTRY,1,2563,2018-01-05,PUR ACTION 900 ML LEMON
GROATS_RICE_PASTA,1,14400,2018-01-08,MAKA WROCLAWSKA 1KG STOISLAW
CHIPS_FLAKES,13,4835,2018-01-12,STAR CHIPS KEBAB 130 G
COFFEE TEA,9,5724,2018-01-01,KAWA WOSEBA RODZINNA 80G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16713,2018-01-10,WODA STAROPOLANKA 2000 N/GAZ.1_5L
POULTRY,2,10932,2018-01-05,SZPROT W POMID.175 G LISNER
ALCOHOL,322,810,2018-01-09,PIWO WOJAK 0_5 L BUTELKA JASNE
ALCOHOL,4,501,2018-01-06,PIWO LWOWEK MALINA 0_5 L B/ZW
ICE_CREAMS_FROZEN,1,14993,2018-01-04,LODY ROZEK MIX
DRINK_JUICE,12,9454,2018-01-05,NAP TYMBARK 1 L JABLKO/MIETA 1L
CHIPS_FLAKES,1,4819,2018-01-12,LAYS PAPRYKA 150G
DAIRY_CHESSE,5,6973,2018-01-04,BAKOMA SATINA WANILIA 170 G
DAIRY_CHESSE,16,7346,2018-01-05,SMIETANA 18 % MLEKOWITA GESTA
POULTRY,6,1508,2018-01-01,PROFI SZYNKA MIELONA 110G
GENERAL,1,11256,2018-01-02,KAPARY 125 G OLE
GENERAL,1,11886,2018-01-10,PIEROGI Z MIESEM 400 G KOTWICA
CHIPS_FLAKES,1,4415,2018-01-02,PLATKI LION 250 G
CHEMISTRY,1,2927,2018-01-07,SILAN 925 ML ORANGE
CHEMISTRY,6,3033,2018-01-08,KLEJ KROPELKA
ALCOHOL,3,777,2018-01-09,PIWO LWOWEK MALINA 0_5 L B/ZW
DRINK_JUICE,2,10509,2018-01-11,KUBUS WATERRR ICE WISNIA LIMON 0_5L
GROATS_RICE_PASTA,5,14296,2018-01-06,MAK ZLOTY LAN SWIDEREK 400G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,11,16014,2018-01-01,KNORR NUDLE SER W ZIOLACH
GENERAL,1,11828,2018-01-09,VITAFIZZ WIT C
CHIPS_FLAKES,2,4543,2018-01-05,LAYS ZIELONA CEBULKA 140 G
DRINK_JUICE,11,9812,2018-01-07,NAP MIRINDA ORANGE GAZ.1L
CHEMISTRY,1,3776,2018-01-11,ZESZYT 96 W SZER LINIE
ICE_CREAMS_FROZEN,5,15212,2018-01-05,WODA DOBROWIANKA1_5 L GAZ LEKKI
CHEMISTRY,3,3709,2018-01-11,PLYN AJAX FDF FIOLETOWY 1L
POULTRY,4,1782,2018-01-11,KONSERWA TYROLSKA 300 G LAUR
DAIRY_CHESSE,0.675,7800,2018-01-08,GOS.TWAROG POLTLUSTY/CHUDY LUZ
GENERAL,5,11906,2018-01-10,WIN BUDYN CZEKOLADOWY B/CUKRU 38 G
POULTRY,3,11080,2018-01-10,SLEDZIK NA RAZ 100G PIKANTNY
GENERAL_FOOD,8,13659,2018-01-10,WAFLE RYZOEE Z PESTKAMI DYNI 130 G SONKO
DAIRY_CHESSE,7,6727,2018-01-02,SEREK DO CHLEB.SZCZYP.WLOSZCZOWA
POULTRY,3,10888,2018-01-04,FILETY SLEDZIOWE W POMIDZ.170 G
ICE_CREAMS_FROZEN,7,15397,2018-01-07,LODY BIG MILK 180 G KOSTKA
SWEETS,30,19234,2018-01-03,PRINCESSA 36G ORZECH
DAIRY_CHESSE,0.1,8106,2018-01-09,SER RYCKI /RADAMER/CYGANSKI/JAGRAMER
ICE_CREAMS_FROZEN,1,14673,2018-01-01,LODY BAKALIOWE 1 L ALGIDA
ALCOHOL,1,336,2018-01-04,PIWO LWOWEK  JANKES 0_5 L B/ZWROT
VEGETABLES,16.76,21666,2018-01-05,KT POR KG
ALCOHOL,1,22391,2018-01-03,METAXSA 0_7 L 38%
ALCOHOL,3,840,2018-01-10,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR
ICE_CREAMS_FROZEN,10,15877,2018-01-11,BUKIET KROLEWSKI 450G NORDIS
DAIRY_CHESSE,1,6442,2018-01-01,GOS.MLEKO KAJMAK WANILIOWE 510 G
SPICES,1,18508,2018-01-08,PRYMAT GALKA MUSZKATALOWA 10G
DRINK_JUICE,7,10135,2018-01-08,ZBYSZKO TONIC 1_50L GAZ
DRINK_JUICE,12,10041,2018-01-08,NAP TYMBARK 0_5 L JAB+MIETA
GENERAL_FOOD,4,12925,2018-01-06,KNORR SOS SEROWY 34 G
CIGARETTES,21,5070,2018-01-04,PAP CHESTERFILD RED
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16193,2018-01-03,WINO CARLO ROSSI ROZOWE P/WYT.9_5% 0_75L
GENERAL_FOOD,3,12640,2018-01-04,PIWO BOJAN TRADYCYJNE 0_5 B/ZWR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,8,16584,2018-01-09,KETCHUP LAGODNY 470 G TORTEX
ICE_CREAMS_FROZEN,1,14725,2018-01-01,ZUPA OGORKOWA
ALCOHOL,1,842,2018-01-10,PIWO LECH  MOITO 0_5 L B/ZW
ALCOHOL,156,795,2018-01-09,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T
POULTRY,82,10785,2018-01-11,JAJKA 10 SZT LIPOWCZYK
CHEMISTRY,1,1885,2018-01-01,KOMFORT PLYN DO PRANIA 500 ML
SWEETS,27,20640,2018-01-10,PRINCE POLO XXL MLECZNE
GENERAL_ITEMS,3,17726,2018-01-01,KARMA CHAPPI  WOLOW/WARZYWA 500G
DRINK_JUICE,4,10446,2018-01-10,WODA ARCTIC 0_75 ML CYNK
POULTRY,3.79,17222,2018-01-09,PAROWKOWA Z  DROBIEM KG
DAIRY_CHESSE,3,8122,2018-01-09,SEREK TOP.150 G MLEKOPOL
SWEETS,1,19844,2018-01-06,WEDEL PTASIE KARMEL  380 G
POULTRY,1,1697,2018-01-08,PROFI PASZTET 250G FIRMOWY
SWEETS,1,19245,2018-01-03,SUPER SPRAY
CHEMISTRY,3,3504,2018-01-10,PIEPRZ CZARNY ZIARNO 15GR
CHEMISTRY,1,3805,2018-01-12,BREF KULKI WC CHLORINE
DRINK_JUICE,6,8807,2018-01-01,NAP TYMBARK 1L POMARANCZ 100%
DRINK_JUICE,13,10469,2018-01-10,WODA ZYWIEC 1_5 L N/G JABLKO
SWEETS,1,19394,2018-01-04,MILKA CZEKOLADA BAKALIE 100G
DRINK_JUICE,14,9179,2018-01-04,KUBUS MAR.BRZOS.JAB.0_33L
POULTRY,1.02,10821,2018-01-02,FILET  ZAPIEKANY SEREM ZOLTYM
SWEETS,0.49,18817,2018-01-01,CUKIERKI PUDROWE LUZ
GENERAL_ITEMS,8,17817,2018-01-08,POMPKA ERA TAK TAK 5 ZL
DAIRY_CHESSE,7,6501,2018-01-01,MASLANKA NATURALNA MRAGOWSKA
GENERAL_FOOD,9,13196,2018-01-07,ZUPA VIVON KURCZAK PIKANTNY 70 G
SWEETS,79,20290,2018-01-09,BATON MILKY WAY 21 5
ALCOHOL,1,22365,2018-01-02,WODKA KRUPNIK GRAPEFRUIT.0_5 L
GROATS_RICE_PASTA,3,14137,2018-01-03,MAK SULMA NITKA ROSOLOWA 400G
CHEMISTRY,4,3944,2018-01-12,REX 300 G 3*SWIEZOSC
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,51,16353,2018-01-06,KONCENTRAT POMIDOROWY 190 G SLON.OGROD
GROATS_RICE_PASTA,2,14602,2018-01-11,WAFLE SUNNY 60G Z CEBULA
TABLETS,1,21330,2018-01-12,TABLETKI STREPSILIS 12 SZT
DRINK_JUICE,3,9896,2018-01-07,WODA ZYWIEC 0_33 N/G ANG_
ALCOHOL,1,22298,2018-01-01,WHISKY HIGHLANDER 0_5 L
POULTRY,1,1769,2018-01-10,PRZYSMAK TURYSTYCZNY 110 G DROSED
POULTRY,0.77,17290,2018-01-11,PAROWKOWA Z SZYNKI  KG
ICE_CREAMS_FROZEN,2,14875,2018-01-03,SZPINAK LISC 450 G
CIGARETTES,11,4891,2018-01-01,PAP RGD  MINT
POULTRY,0.28,17046,2018-01-04,PAROWKA HOT-DOG KG
DRINK_JUICE,5,9601,2018-01-06,NAP HORTEX 0_2 L SCOOBY-DOO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,16327,2018-01-05,WINO KADARKA P/SLD.BARTEX 11% 0_75L
ICE_CREAMS_FROZEN,18,15772,2018-01-09,LODY TORTUFFO CZEKOLADA
ICE_CREAMS_FROZEN,3,15964,2018-01-12,LODY ROZEK NORDIS
GENERAL,3,11597,2018-01-06,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G
CHEMISTRY,19,2240,2018-01-03,RECZNIK PAPIER.MEA 2WARSTWY
VEGETABLES,73.04,22139,2018-01-11,KT KAPUSTA BIALA KG
POULTRY,2,1510,2018-01-01,ROLNIK SELER WYBORNY 370G
DRINK_JUICE,95,10075,2018-01-08,PEPSI COLA PUSZKA
SPICES,1,18163,2018-01-03,KAMIS PRZYPRAWA DO WIEPRZOWN
COFFEE TEA,2,5847,2018-01-04,KAWA MK CAFE PREMIUM 80 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16333,2018-01-06,BULION KNORR GRZYBOWY (3L)60G KOSTKI
ALCOHOL,6,460,2018-01-06,PIWO BOJAN  WIELKOP.0_5 L B/ZW
SPICES,7,18337,2018-01-06,DR O PROSZEK DO PIECZENIA  30G
GENERAL_FOOD,3,13072,2018-01-07,KAKAO DEKOMORENO 80 G
CHEMISTRY,1,2018,2018-01-02,CHUSTECZKI HAPPY NAS. 64 SZT
ICE_CREAMS_FROZEN,1,15234,2018-01-06,KOPYTKA 450 G
GROATS_RICE_PASTA,38,14406,2018-01-08,MAKARON CZANIECKI 250G SWOJSKI
OCCASIONAL,48,17514,2018-01-12,BATERIA VARTA RL 6 PALUSZEK SUPERLIFE
POULTRY,5,1794,2018-01-11,PIEROGI Z MI?SEM 400GR GRZESKOWIAK
CHIPS_FLAKES,12,4649,2018-01-07,PRAZYNKI SPOKO 60 G
ICE_CREAMS_FROZEN,19,15980,2018-01-12,WODA AQA 0_7 L SPORT N/G
SWEETS,8,20534,2018-01-10,CIASTKA DESIMO ZBO?OWE 200G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16240,2018-01-04,PIWO KARMI 0_4 BUT CLASSIC
GROATS_RICE_PASTA,3,14638,2018-01-12,MAKARON NITKA CIETA 500G LUBELLA
GENERAL_FOOD,0.155,13413,2018-01-09,KIELBASA BIA?A PARZONA KG
