original_title,production_companies
The Sisterhood of the Traveling Pants," Alloy Entertainment,  Alcon Entertainment, DiNovi Pictures"
The Sitter,Twentieth Century Fox Film Corporation
The Skeleton Key," MFPV Film,  ShadowCatcher Entertainment,  Double Feature Films, Universal Pictures,  Daniel Bobker Productions"
The Skulls," Original Film, Universal Pictures,  Newmarket Capital Group,  Cranium Films"
The Smurfs," Kerner Entertainment Company, Columbia Pictures,  Sony Pictures Animation"
The Smurfs 2," Kerner Entertainment Company,  Hemisphere Media Capital,  Sony Pictures Animation, Columbia Pictures,  NeoReel"
The Social Network," Scott Rudin Productions,  Relativity Media, Columbia Pictures"
The Soloist,DreamWorks
The Sorcerer's Apprentice," Junction Entertainment,  Jerry Bruckheimer Films,  Broken Road Productions, Walt Disney Pictures,  Saturn Films"
The Spiderwick Chronicles," The Kennedy/Marshall Company, Paramount Pictures"
The Spirit," Dark Lot Entertainment, DC Comics,  Media Magik Entertainment,  Lionsgate,  Odd Lot Entertainment"
The SpongeBob Movie: Sponge Out of Water," Disruption Entertainment, Paramount Pictures,  Nickelodeon Movies,  United Plankton Pictures,  Nickelodeon Animation Studios"
The SpongeBob SquarePants Movie," Nickelodeon Movies,  Paramount Animation, Paramount Pictures"
The Spy Next Door," Relativity Media,  Spy Next Door, Robert Simonds Productions"
The Stepford Wives," DreamWorks Pictures, Paramount Pictures,  De Line Pictures"
The Strangers,"Rogue Pictures,  Vertigo Entertainment"
The Sweetest Thing,Konrad Pictures
The Switch," Bona Fide Productions, Mandate Pictures,  Echo Films"
The Tailor of Panama,"Columbia Pictures,  Merlin Films"
The Taking of Pelham 1 2 3," Escape Artists,  Scott Free Productions,  Relativity Media, Columbia Pictures,  Metro-Goldwyn-Mayer (MGM)"
The Tale of Despereaux,Universal Pictures Corporation
The Terminal," Amblin Entertainment, DreamWorks SKG,  Parkes/MacDonald Productions"
The Texas Chainsaw Massacre," Next Entertainment, New Line Cinema,  Focus Features,  Platinum Dunes,  Radar Pictures"
The Theory of Everything,Working Title Films
The Thing," Morgan Creek Productions, Universal Pictures,  Strike Entertainment"
The Three Burials of Melquiades Estrada," EuropaCorp, The Javelina Film Company"
The Three Musketeers,"Impact Pictures,  Constantin Film Produktion,  Studio Babelsberg,  New Legacy,  Nouvelles Ã‰ditions de Films (NEF)"
The Three Stooges,Wessler Entertainment
The Time Machine,"DreamWorks SKG,  Warner Bros."
The Tourist," GK Films,  Peninsula Films,  StudioCanal,  Italian Tax Credit, Spyglass Entertainment"
The Town,"Legendary Pictures,  Thunder Road Pictures,  GK Films,  Warner Bros."
The Transporter," Canal+, TF1 Films Productions,  EuropaCorp,  Current Entertainment"
The Transporter Refueled,EuropaCorp
The Tree of Life,Fox Searchlight
The Twilight Saga: Breaking Dawn - Part 1," Zohar International,  TSBD Canada Productions, Summit Entertainment,  Sunswept Entertainment,  Total Entertainment"
The Twilight Saga: Breaking Dawn - Part 2," Temple Hill Entertainment, Summit Entertainment,  Sunswept Entertainment"
The Twilight Saga: Eclipse,"Summit Entertainment,  Maverick Films,  Imprint Entertainment,  Temple Hill Entertainment,  Sunswept Entertainment"
The Twilight Saga: New Moon," Maverick Films,  Imprint Entertainment,  Temple Hill Entertainment, Summit Entertainment,  Sunswept Entertainment"
The Ugly Truth," Relativity Media, Lakeshore Entertainment"
The Unborn," Platinum Dunes,  Relativity Media,  Phantom Four, Rogue Pictures"
The Village," Touchstone Pictures,  Blinding Edge Pictures, Scott Rudin Productions"
The Visit," Blinding Edge Pictures, Blumhouse Productions"
The Vow," Screen Gems, Spyglass Entertainment"
The Walk,"TriStar Pictures,  ImageMovers,  Sony Pictures Entertainment"
The Wash,Lionsgate
The Water Diviner," Seven Group Holdings,  RatPac Entertainment,  Fear of God Films,  Seven West Media, Hopscotch Features"
The Water Horse," Ecosse Films,  Beacon Pictures,  Walden Media, Revolution Studios"
The Way Back," Exclusive Films,  On the Road,  Monolith Films, Polish Film Institute,  Imagenation Abu Dhabi FZ"
The Weather Man," Escape Artists, Paramount Pictures,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG"
The Wedding Date," 26 Films, Universal Pictures"
The Wedding Planner,"Columbia Pictures Corporation,  Dee Gee Entertainment,  Intermedia Films,  Prufrock Pictures,  Tapestry Films"
The Wedding Ringer," LStar Capital,  Screen Gems, Miramax Films"
The Whole Nine Yards," Morgan Creek Productions,  Rational Packaging Company,  Nine Yards Productions,  Warner Bros., Franchise Pictures"
The Whole Ten Yards," Nine Yards Two Productions,  MHF Zweite Academy Film, Cheyenne Enterprises,  Eclipse Catering,  Franchise Pictures"
The Wild," Nigel Productions,  C.O.R.E. Feature Animation,  Contrafilm,  Hoytyboy Pictures, Walt Disney Pictures"
The Wolf of Wall Street," Sikelia Productions, Paramount Pictures,  EMJAG Productions,  Appian Way,  Red Granite Pictures"
The Wolverine," Big Screen Productions,  Bad Hat Harry Productions,  Donners' Company, Twentieth Century Fox Film Corporation,  Marvel Entertainment"
The Woman in Black," Alliance Films,  Film i VÃ¤st, Hammer Film Productions,  UK Film Council,  Talisman Productions"
The Words,"Serenade Films,  CBS Films,  Also Known As Pictures"
The Wrestler,"Saturn Films,  Wild Bunch,  Top Rope,  Protozoa Pictures"
The X Files: I Want to Believe," Dune Entertainment III, Twentieth Century Fox Film Corporation,  Crying Box Productions,  Ten Thirteen Productions"
The Young Victoria,GK Films
There Will Be Blood,"Miramax Films,  Ghoulardi Film Company,  Paramount Vantage"
Things We Lost in the Fire," Province of British Columbia Production Services Tax Credit,  DreamWorks Pictures,  Neal Street Productions, DreamWorks SKG"
Think Like a Man," Screen Gems,  Studio Mir, Rainforest Films"
Thirteen Days,"New Line Cinema,  Tig Productions"
This Is 40,Apatow Productions
This Is Where I Leave You," 21 Laps Entertainment,  Warner Bros., Spring Creek Productions"
This Is the End," Point Grey Pictures, Columbia Pictures,  Mandate Pictures,  Sony Pictures Entertainment (SPE)"
This Must Be the Place," France 2 CinÃ©ma, ARP SÃ©lection,  Indigo Film,  Lucky Red,  Medusa Film"
Thor," Marvel Entertainment, Marvel Studios"
Thor: The Dark World,Marvel Studios
Timeline,"Paramount Pictures,  Mutual Film Company,  Donners' Company,  Cobalt Media Group,  Artists Production Group (APG)"
Titan A.E.," Fox Animation Studios,  David Kirschner Productions, Twentieth Century Fox Film Corporation"
Tomcats," Revolution Studios, Columbia Pictures"
"Tomorrow, When the War Began"," Ambience Entertainment, Omnilab Media"
Tomorrowland," A113, Walt Disney Pictures,  Babieka"
Tooth Fairy," Walden Media,  Twentieth Century Fox,  Dune Entertainment III,  Mayhem Pictures, Dune Entertainment"
Torque," Original Film,  Warner Bros., Village Roadshow Pictures"
Total Recall,Columbia Pictures
Tower Heist," Image Entertainment, Universal Pictures,  Rat Entertainment,  Relativity Media"
Toy Story 3,"Walt Disney Pictures,  Pixar Animation Studios"
Traffic," Initial Entertainment Group (IEG),  Compulsion Inc.,  The, USA Films,  Bedford Falls Company,  Splendid Medien AG"
Training Day," Outlaw Productions (I), Village Roadshow Pictures,  Warner Bros.,  NPV Entertainment,  WV Films II"
Trainwreck,"Universal Pictures,  Fuji Television Network,  Dentsu,  Apatow Productions"
Trance,"Cloud Eight Films,  Film4,  PathÃ©,  Decibel Films"
Transcendence," Syncopy,  Straight Up Films,  DMG Entertainment, Alcon Entertainment"
Transformers," Platinum Dunes, Paramount Pictures,  Amblin Entertainment,  Di Bonaventura Pictures,  DreamWorks SKG"
Transformers: Age of Extinction," Hasbro,  Di Bonaventura Pictures,  Amblin Entertainment, Paramount Pictures,  Platinum Dunes"
Transformers: Dark of the Moon," Di Bonaventura Pictures, Paramount Pictures,  Hasbro,  Indochina Productions"
Transformers: Revenge of the Fallen," Di Bonaventura Pictures,  Platinum Dunes, Paramount Pictures,  DreamWorks SKG,  Amblin Entertainment"
Transporter 2," TF 1 Film Productions, Canal Plus,  Current Entertainment,  TPS Star,  Twentieth Century Fox Film Corporation"
Transporter 3," TF1 Films Production,  Grive Productions,  EuropaCorp, Europa Corp"
Transsiberian,"Lietuvos Kinostudija,  Scout Productions,  Castelao Producciones,  Canal+ EspaÃ±a,  Telecinco Cinema"
Trapped,"Senator Film Produktion,  Colombia Pictures,  Propaganda Films"
Treasure Planet," Walt Disney Feature Animation, Walt Disney Pictures"
Trespass," Winkler Films,  Millennium Films, Nu Image Films"
Tristan & Isolde," Scott Free Productions,  World 2000 Entertainment,  Franchise Pictures, Twentieth Century Fox Film Corporation,  Epsilon Motion Pictures"
Tropic Thunder," Internationale Filmproduktion Stella-del-Sud Second, DreamWorks SKG,  Red Hour Films,  Goldcrest Pictures"
Troy," Nimar Studios, Plan B Entertainment,  Helena Productions,  Warner Bros.,  Radiant Productions"
True Grit," Scott Rudin Productions, Paramount Pictures,  Skydance Productions,  Mike Zoss Productions"
Trumbo,"Groundswell Productions,  Inimitable Pictures,  ShivHans Pictures"
Turbo,DreamWorks Animation
Twilight," Temple Hill Entertainment,  Goldcrest Pictures,  Imprint Entertainment,  Maverick Films, Summit Entertainment"
Twisted," Blackout Productions Inc.,  Kopelson Entertainment,  Intertainment AG, Paramount Pictures,  Harlequin Pictures"
Two Weeks Notice,"Village Roadshow Pictures,  Fortis Films,  NPV Entertainment,  Castle Rock Entertainment"
Two for the Money," Morgan Creek Productions, Universal Pictures"
U-571," Dino De Laurentiis Company,  Canal Plus, Universal Pictures"
Unbreakable," Touchstone Pictures,  Blinding Edge Pictures,  Barry Mendel Productions, Limited Edition Productions Inc."
Unbroken," 3 Arts Entertainment,  Jolie Pas, Legendary Pictures"
Under the Skin," FilmNation Entertainment,  Creative Scotland, Scottish Screen,  UK Film Council,  Nick Wechsler Productions"
Undercover Brother,Universal Pictures
Underworld,"Lakeshore Entertainment,  Underworld Produktions GmbH,  Subterranean Productions LLC,  Subterranean Productions UK Ltd.,  Laurinfilm"
Underworld: Awakening," Screen Gems,  Sketch Films, Lakeshore Entertainment,  Saturn Films,  UW4 Productions"
Underworld: Evolution," Screen Gems, Lakeshore Entertainment"
Underworld: Rise of the Lycans,"Lakeshore Entertainment,  Screen Gems,  UW3 Film Productions,  Sketch Films"
Undisputed," Amen Ra Films, Miramax Films"
Unfaithful," Fox 2000 Pictures,  Unfaithful Filmproduktion GmbH & Co. KG,  Epsilon Motion Pictures, Regency Enterprises"
Unfinished Business,"Studio Babelsberg,  Escape Artists,  Regency Enterprises,  New Regency Pictures"
United 93," StudioCanal,  Working Title Films,  Sidney Kimmel Entertainment, Universal Pictures"
Unknown,"Studio Babelsberg,  TF1 Films Production,  Dark Castle Entertainment,  Canal+,  StudioCanal"
Unleashed,"Canal Plus,  EuropaCorp,  Current Entertainment,  Clubdeal,  TF1 Films Production"
Unstoppable," Firm Films,  Millbrook Farm Productions,  Prospect Park,  Scott Free Productions, Twentieth Century Fox Film Corporation"
Untraceable,"Lakeshore Entertainment,  Screen Gems,  Cohen/Pearl Productions"
Up," Pixar Animation Studios, Walt Disney Pictures"
Up in the Air,Paramount Pictures
Upside Down," Transfilm,  Jouror Productions,  France 2 CinÃ©ma,  Studio 37, Onyx Films"
Uptown Girls," Metro-Goldwyn-Mayer (MGM), GreeneStreet Films"
V for Vendetta," Anarchos Productions,  DC Comics,  Silver Pictures,  Virtual Studios, Studio Babelsberg"
Vacancy,"Screen Gems,  Hal Lieberman Company"
Vacation,"New Line Cinema,  BenderSpink,  David Dobkin Productions"
Valentine's Day," Rice Films, New Line Cinema,  Karz Entertainment"
Valiant," Scanbox, Vanguard Films"
Valkyrie," Bad Hat Harry Productions,  Metro-Goldwyn-Mayer (MGM),  Achte Babelsberg Film, United Artists"
Vampires Suck," Regency Enterprises, 20th Century Fox"
Van Helsing," Stillking Films,  Sommers Company, Universal Pictures,  The"
Vanilla Sky,"Paramount Pictures,  Cruise-Wagner Productions,  Vinyl Films"
Vanity Fair,"Alliance Films,  Focus Features"
Vantage Point," Original Film,  Art In Motion,  Relativity Media, Columbia Pictures,  Kanzaman"
Veronica Mars,"Warner Bros.,  Rob Thomas Productions,  Warner Bros. Interactive Entertainment"
Vertical Limit," Global Entertainment Productions GmbH & Company Medien KG, Columbia Pictures Corporation"
Vicky Cristina Barcelona,"The Weinstein Company,  Antena 3 TelevisiÃ³n,  Gravier Productions,  TelevisiÃ³ de Catalunya (TV3),  Antena 3 Films"
Victor Frankenstein,"Twentieth Century Fox Film Corporation,  Davis Entertainment,  TSG Entertainment,  Moving Picture Company (MPC)"
Virgin Territory," Red Lion Sarl,  Zephyr Films, Ingenious Film Partners,  Dino De Laurentiis Company,  Dino de Laurentiis Cinematografica"
W.," Global Entertainment Group, Ixtlan Productions,  Emperor Motion Pictures"
WALLÂ·E,"Walt Disney Pictures,  Pixar Animation Studios"
Walk Hard: The Dewey Cox Story,"Columbia Pictures Corporation,  Apatow Productions"
Walk the Line," Fox 2000 Pictures,  Konrad Pictures,  Mars Media Beteiligungs,  Catfish Productions, Tree Line Films"
Walking With Dinosaurs,20th Century Fox
Wall Street: Money Never Sleeps," Dune Entertainment III, Twentieth Century Fox Film Corporation,  Edward R. Pressman Film,  Dune Entertainment"
Wanderlust," Apatow Productions,  A Hot Dog, Relativity Media"
Wanted," Marc Platt Productions,  Bazelevs Production, Universal Pictures,  Kickstart Productions,  Spyglass Entertainment"
War," Province of British Columbia Production Services Tax Credit,  Lionsgate,  Fierce Entertainment, Mosaic Media Group,  Current Entertainment"
War Horse," Reliance Entertainment,  Kennedy/Marshall Company,  Amblin Entertainment,  The, DreamWorks SKG"
War of the Worlds," Cruise/Wagner Productions,  Amblin Entertainment,  DreamWorks SKG, Paramount Pictures"
Warm Bodies,Summit Entertainment
Watchmen," Legendary Pictures,  DC Comics,  Warner Bros., Paramount Pictures,  Lawrence Gordon Productions"
Water for Elephants," Big Screen Productions,  Flashpoint Entertainment, Ingenious Media,  Dune Entertainment,  Fox 2000 Pictures"
We Are Marshall," Thunder Road Pictures,  Wonderland Sound and Vision, Legendary Pictures,  Warner Bros."
We Are Your Friends,Working Title Films
We Bought a Zoo," LBI Entertainment,  Dune Entertainment,  Vinyl Films, Twentieth Century Fox Film Corporation"
We Own the Night," Industry Entertainment,  2929 Productions, Columbia Pictures"
We Were Soldiers," Wheelhouse Entertainment,  Icon Entertainment International, Paramount Pictures,  Motion Picture Production GmbH & Co. Erste KG"
Wedding Crashers,"New Line Cinema,  Avery Pix,  Tapestry Films"
Welcome Home Roscoe Jenkins,"Universal Pictures,  Spyglass Entertainment"
What Happens in Vegas," Penn Station Entertainment,  21 Laps Entertainment,  Regency Enterprises,  Mosaic Media Group, Twentieth Century Fox Film Corporation"
What If,"Fastnet Films,  No Trace Camping,  Caramel Film"
What Just Happened," Tribeca Productions, 2929 Productions,  Art Linson Productions,  Linson Entertainment"
What Lies Beneath,"DreamWorks SKG,  ImageMovers,  Twentieth Century Fox Film Corporation"
What Women Want," Wind Dancer Productions,  Icon Entertainment International,  Centropolis Entertainment, Paramount Pictures"
What to Expect When You're Expecting,"Alcon Entertainment,  Phoenix Pictures,  What to Expect Productions,  Lionsgate"
What's Your Number?,"Regency Enterprises,  Contrafilm,  New Regency Pictures"
Whatever It Takes,Columbia Pictures Corporation
When a Stranger Calls,"Davis Entertainment,  Screen Gems"
When the Game Stands Tall,"Mandalay Pictures,  Affirm Films"
While We're Young," A24, Scott Rudin Productions"
Whisper,"Universal Pictures,  Canadian Film or Video Production Tax Credit (CPTC),  Gold Circle Films,  Province of British Columbia Production Services Tax Credit,  H2F Entertainment"
White Chicks," Revolution Studios,  Gone North Productions,  Wayans Bros. Entertainment, Columbia Pictures"
White House Down," Mythology Entertainment (II), Columbia Pictures,  Iron Horse Entertainment (II),  Centropolis Entertainment"
White Noise,"Universal Pictures,  The Movie Network (TMN),  Canadian Film or Video Production Tax Credit (CPTC),  Endgame Entertainment,  Brightlight Pictures"
Whiteout," Dark Castle Entertainment,  Warner Bros., StudioCanal,  Don Carmody Productions,  Canadian Film or Video Production Tax Credit (CPTC)"
Why Did I Get Married Too?," The Tyler Perry Company, Lions Gate Films"
Why Did I Get Married?,Lions Gate Films
Wicker Park," Metro-Goldwyn-Mayer (MGM), Lakeshore Entertainment,  Mel's Cite du Cinema"
Wild Target," Cinema Four,  CinemaNX,  Isle of Man Film, Matador Pictures,  Magic Light Pictures"
Wimbledon,Universal Pictures
Windtalkers," Metro-Goldwyn-Mayer (MGM), Lion Rock Productions"
Winnie the Pooh,"Walt Disney Pictures,  Walt Disney Animation Studios"
Winter's Tale,"Village Roadshow Pictures,  Weed Road Pictures,  Warner Bros."
Without a Paddle," De Line Pictures, Paramount Pictures"
Woman in Gold,"BBC Films,  Origin Pictures"
Wonderland,Lions Gate Films
World Trade Center," Double Feature Films,  Intermedia Films, Paramount Pictures,  Kernos Filmproduktionsgesellschaft & Company"
World War Z,"Paramount Pictures,  GK Films,  Skydance Productions,  Apparatus Productions,  Hemisphere Media Capital"
Wrath of the Titans," Thunder Road Pictures,  Cott Productions,  A.I.E., Legendary Pictures,  Furia de Titanes II,  Warner Bros."
Wreck-It Ralph,Walt Disney Animation Studios
Wrong Turn," Stan Winston Studio,  Constantin Film Produktion, Summit Entertainment,  Newmarket Capital Group,  Regency Enterprises"
X-Men," Marvel Enterprises,  Bad Hat Harry Productions,  Springwood Productions, Twentieth Century Fox Film Corporation,  Donners' Company"
X-Men Origins: Wolverine," Twentieth Century Fox Film Corporation,  Donners' Company, Ingenious Film Partners,  Seed Productions,  Dune Entertainment"
X-Men: Days of Future Past," Marvel Entertainment,  Bad Hat Harry Productions, Twentieth Century Fox Film Corporation,  TSG Entertainment,  Donners' Company"
X-Men: First Class," Ingenious Media,  Dune Entertainment,  Twentieth Century Fox Film Corporation, Ingenious Film Partners,  Donners' Company"
X-Men: The Last Stand,20th Century Fox
X2," Marvel Enterprises, Twentieth Century Fox Film Corporation,  Bad Hat Harry Productions,  XM2 Productions,  Donners' Company"
Xin shao lin si,"Emperor Motion Pictures,  China Film Group Corporation (CFGC)"
Year One,"Columbia Pictures,  Apatow Productions,  Ocean Pictures"
Yes Man,"The Zanuck Company,  Heyday films,  Warner Bros."
Yogi Bear," Rhythm and Hues, De Line Pictures,  Sunswept Entertainment,  Picnic Basket,  Warner Bros. Animation"
You Again," Frontier Pictures, Oops Doughnuts Productions,  Touchstone Pictures"
You Don't Mess With the Zohan,"Columbia Pictures,  Sony Pictures Releasing,  Happy Madison Productions"
"You, Me and Dupree"," Kaplan/Perrone Entertainment, Universal Pictures,  MMCB Film Produktion 2004"
Young Adam,Recorded Picture Company (RPC)
Young Adult,"Paramount Pictures,  Indian Paintbrush,  Denver and Delilah Productions"
Your Highness," Stuber Productions, Universal Pictures"
"Yours, Mine & Ours"," O.N.C. Entertainment,  Columbia Pictures Corporation,  Robert Simonds Productions,  Nickelodeon Movies, Paramount Pictures"
Zack and Miri Make a Porno," View Askew Productions, Blue Askew"
Zero Dark Thirty," First Light Production,  Annapurna Pictures, Columbia Pictures"
Zodiac," Warner Bros., Paramount Pictures,  Phoenix Pictures"
Zombieland,Columbia Pictures
Zookeeper," Metro-Goldwyn-Mayer (MGM), Columbia Pictures,  Broken Road Productions,  Happy Madison Productions,  Sony Pictures Releasing"
Zoolander," Village Roadshow Pictures,  Red Hour Productions, Paramount Pictures,  NPV Entertainment,  Scott Rudin Productions"
Zoom,"Columbia Pictures,  Revolution Studios"
xXx," Original Film, Columbia Pictures,  Revolution Studios"
xXx: State of the Union," Revolution Studios, Original Film,  Columbia Pictures Corporation"
Ã†on Flux," Valhalla Motion Pictures,  MTV Films, Paramount Pictures,  Lakeshore Entertainment,  Colossal Pictures"
Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Art Pictures Studio
