id,title,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4
10191,How to Train Your Dragon,flying,blacksmith,arena,island,night
10192,Shrek Forever After,ogre,3d,,,
10193,Toy Story 3,hostage,college,toy,barbie,animation
10195,Thor,new mexico,banishment,shield,marvel comic,hammer
10196,The Last Airbender,fire,ice,war ship,prince,kingdom
10197,Nine,memory,sidewalk cafe,room key,driving a car,coastline
10198,The Princess and the Frog,based on novel,voodoo,kiss,princess,animation
10199,The Tale of Despereaux,loyalty,totalitarian regime,mouse,forgiveness,honor
10200,The Day the Earth Stood Still,extraterrestrial technology,spacecraft,ultimatum,evacuation,panic
10201,Yes Man,bungee-jump,scooter,,,
10202,Bedtime Stories,wishes come true,escapade,disorder,imaginary,miraculous event
10204,Around the World in 80 Days,paris,london england,new york,jules verne,san francisco
10207,Message in a Bottle,sailboat,anonymous letter,sailing,love letter,bottle
10208,Muppets from Space,puppet,the muppets,,,
10212,Ravenous,winter,cliff,cooking,cave,nudity
10214,Son of the Mask,baby,mask,viking,,
10215,Sliding Doors,double life,commercial,fantasy,chance,marketing
10217,The Sweet Hereafter,canada,suffering,village,paralysis,independent film
10218,Swingers,independent film,stuffed animal,hollywood,drink,swinger
10219,Snow Falling on Cedars,journalist,japanese,wife,fisherman,war
10220,Rounders,gambling,law,compulsive gambling,roulette,gain
10223,A Simple Plan,brother brother relationship,money delivery,airplane,greed,friendship
10225,Friday the 13th Part VI: Jason Lives,lightning,cemetery,mask,slasher,jason vorhees
10226,High Tension,mass murder,insanity,gore,survival,farmhouse
10229,A Walk to Remember,based on novel,theatre group,north carolina,theatre milieu,high school
10238,Cries and Whispers,sister sister relationship,sweden,dying and death,,
10246,Porky's,male nudity,female nudity,sex,florida,virgin
10253,Dragon Wars: D-War,giant snake,korea,building,dagger,south korea
10269,Yentl,studies,music,disguise,unhappiness,boys' school
10279,Summer of Sam,distrust,intolerance,punk rock,italian american,summer
10280,Thinner,blow job,curse,fat suit,steven king,
10281,Friday the 13th Part VII: The New Blood,lake,mask,telekinesis,psychopath,slasher
10283,Friday the 13th Part VIII: Jason Takes Manhattan,new york,boat,mask,psychopath,high school
10285,Jason Goes to Hell: The Final Friday,male nudity,female nudity,waitress,camping,nudity
10288,Fido,vororte,black humor,satire,dark comedy,gore
10306,Poltergeist III,chicago,religion and supernatural,supernatural powers,devil,demon
10307,Stigmata,vatican,miracle,christian,faith,clergyman
10312,Patch Adams,nurse,hospital,doctor,laughter,
10313,The Men Who Stare at Goats,vietnam veteran,kuwait,new age,staring contest,drug use
10314,She's All That,tv star,jeep,volleyball,misfit,teen angst
10315,Fantastic Mr. Fox,fox,tree,peasant,revenge,cider
10316,The Ides of March,ohio,politics,dirty tricks,presidential campaign,endorsement
10317,Our Brand Is Crisis,bolivia,woman,political campaign,south america,year 2002
10320,The Ring Two,nun,based on novel,bath tub,nightmare,son
10327,"Legally Blonde 2: Red, White & Blonde",washington d.c.,boston,chambers of a barrister,tierversuch,lawyer
10329,Congo,gorilla,kongo,diamond mine,diamond,
10330,Freaky Friday,single parent,brother sister relationship,mistake in person,bride,talk show
10331,Night of the Living Dead,brother sister relationship,cemetery,gun,gas station,loss of father
10333,The Prince of Tides,american football,trainer,twin sister,suppressed past,psychiatrist
10336,Spawn,anti hero,secret agent,fistfight,based on comic book,burn victim
10339,Moby Dick,based on novel,captain,boat,obsession,shipwreck
10350,Wing Commander,fight,pilot,outer space,based on video game,space opera
10353,The Visitors II: The Corridors of Time,mephisto,french revolution,time travel,leap in time,knight
10357,Volcano,subway,lava,volcano,volcanologist,los angeles
10358,Zack and Miri Make a Porno,pornography,love of one's life,platonic love,pornographic video,best friend
10362,Two Lovers,love of one's life,neighbor,,,
10364,Catch-22,world war ii,island,bomber,pianosa,american
10366,Universal Soldier: The Return,super computer,computer program,destiny,timebomb,
10368,Tea with Mussolini,italy,hotel,loss of mother,ambassador,world war ii
10375,D-Tox,alcoholism,serial killer,hospital,police officer,detox
10377,My Cousin Vinny,prison,southern usa,suspicion,cousin,court
10383,Lost Souls,pedophilia,daughter,anti-christ,incest,
10384,Supernova,black people,starships,future,star,supernova
10385,Hanging Up,sister sister relationship,cheating,amnesia,crisis line,telephone
10386,The Iron Giant,cold war,friendship,giant robot,sitting on a toilet,fear of unknown
10388,The Limey,prison,release from prison,suitcase,record producer,investigation
10390,For Love of the Game,baseball,trainer,career,legend,training
10391,Bless the Child,sister sister relationship,autism,mephisto,satanism,ersatz
10393,The Replacements,american football,strike,sport,coach,misfit
10395,Wolf,adultery,heal,bite,werewolf,
10397,Angela's Ashes,emigration,irish-american,hunger,socially deprived family,famine
10398,Double Jeopardy,prison,sailboat,sailing trip,new orleans,women's prison
10400,The Hurricane,prison,boxer,boxing match,boxing school,biography
10402,Deuce Bigalow: Male Gigolo,fish,aquarium,carnival,house,callboy
10410,Hoffa,policy and organisations,power,trade union,gangster,
10413,Nowhere to Run,prisoner,fight,liberation,shelter,
10414,The Mighty Ducks,sports team,sport,ice hockey,hockey game,winning
10416,What Planet Are You From?,noises,alien life-form,erection,neue frau,alien
10425,The Death and Life of Bobby Z,vineyard,rifle,drug trade,violence,shot in the stomach
10426,Friday After Next,guard,shopping mall,thief,drug,
10428,Hackers,female nudity,hacker,nudity,computer virus,virtual reality
10431,War,fbi,revenge,fbi agent,,
10436,The Age of Innocence,upper class,new york,lover,countess,lawyer
10437,The Muppet Christmas Carol,holiday,future,musical,past,scrooge
10439,Hocus Pocus,witch,halloween,salem,trick or treating,spellcasting
10445,Shadowlands,bachelor,stroke of fate,brother,oxford,author
10448,Rapa Nui,in love with enemy,indigenous,island,,
10461,Get Carter,ritual,pornographic video,car crash,dvd,
10468,28 Days,alcoholism,urteil,car crash,wedding,withdrawal
10471,Next Friday,prison,repayment,gang war,boy gang,revenge
10472,Down to You,lovesickness,new love,love of one's life,relocation,man-woman relation
10476,Hustle & Flow,rap music,hip-hop,baby,midlife crisis,drug dealer
10477,Driven,competition,running,career,idol,racing car
10478,Tin Cup,lover (female),golf,man-woman relation,sport,woman between two men
10480,Nurse Betty,independent film,native american,violence,soap opera,used car dealer
10481,102 Dalmatians,london england,prison,release from prison,women's prison,society for the prevention of cruelty to animals
10483,Death Race,car race,dystopia,matter of life and death,prison guard,car set on fire
10488,Nim's Island,fictional place,exotic island,shipwreck,cruise,volcano
10490,Drop Dead Gorgeous,minnesota,mother role,beauty contest,girl from the province,hicktown
10496,Bats,mutation,bat,attack,closed mine,bat attack
10501,The Road to El Dorado,gold,horse,sword fight,,
10514,The Andromeda Strain,nasa,new mexico,biological weapon,epilepsy,secret lab
10521,Bride Wars,bride,friendship,engagement,rivalry,wedding
10523,W.,usa,white house,usa president,george w. bush,president
10527,Madagascar: Escape 2 Africa,africa,jealousy,dance,hunger,lion
10528,Sherlock Holmes,detective,scotland yard,coffin,black magic,arrest
10530,Pocahontas,culture clash,settler,forbidden love,colony,musical
10533,The Scarlet Letter,based on novel,burning of witches,puritan,pregnancy,period drama
10534,White Squall,sailing trip,diary,sailing,survival,coming of age
10535,Spy Hard,atomic bomb,spoof,james bond spoof,,
10537,The Doors,hippie,poetry,sex,rock and roll,nudity
10545,The Hunchback of Notre Dame,paris,based on novel,judge,obsession,dance
10549,Hamlet,mother,shakespeare,denmark,loss of father,prince
10550,Ballistic: Ecks vs. Sever,loss of family,enemy,adversary,agent,
10555,Shark Tale,fish,hero,mission of murder,threat to death,secret love
10557,East Is East,islam,hippie,father son relationship,muslim,jealousy
10559,Frequency,new york,mother,detective,baseball,radio
10560,Center Stage,new york,competition,dancer,dance,ball
10563,Three to Tango,gay,dance,architect,artist,tango
10564,Where the Heart Is,california,baby,supermarket,oklahoma,pregnancy and birth
10567,Dinosaur,cataclysm,asteroid,leader,comet,animation
10569,Small Time Crooks,bank,restaurant,role of women,bank robber,wife
10571,Boys and Girls,soulmates,new love,platonic love,lovers,girlfriend
10577,Dracula 2000,vampire,dracula,bite,blood,vlad
10585,Child's Play,gun,birthday,voodoo,toy,stalker
10586,The Ghost and the Darkness,africa,lion,bridge,based on true story,kenya
10588,The Cat in the Hat,cat,brother sister relationship,boredom,chaos,step father
10589,After the Sunset,bahamas,master thief,crook couple,,
10590,We Were Soldiers,vietnam veteran,missile,vietnam war,army,major
10591,The Girl Next Door,porn actor,pornographic video,high school,school party,blonde
10592,Hart's War,black people,world war ii,prisoners of war,u.s. army,war
10603,George of the Jungle,africa,san francisco,gorilla,lion,feral child
10610,The Medallion,detective,medallion,leather jacket,wretch,fighter
10611,Barbershop,hairdresser,shop,neighbor,debt,meeting
10615,Pootie Tang,ladykiller,musical,belt,police officer,drug lord
10622,Mr. Nice Guy,journalist,martial arts,cook,drug dealer,
10623,Cradle 2 the Grave,robbery,diamant,intelligence,bank robber,thief
10625,Mean Girls,female friendship,high school,fish out of water,best friend,teenager
10628,Kangaroo Jack,money delivery,fool,australia,hoodlum,kangaroo
10629,Veronica Guerin,journalism,police,drug scene,murder,drug lord
10632,The Hunted,hunter,fbi,knife,balkan war,woods
10634,Friday,rap music,parents kids relationship,rapper,job,
10637,Remember the Titans,ku klux klan,american football,trainer,sports team,race politics
10641,Autumn in New York,new love,love of one's life,unexpected happiness,dying and death,success
10642,Loser,college,lost and found,older brother younger sister,woman director,young adult
10643,Godzilla 2000,japan,monster,flying saucer,godzilla,city
10646,Tomcats,compulsive gambling,roulette,stag night,group of friends,
10647,Pay It Forward,child's point of view,candlelight vigil,good deed,exotic dancer,schoolteacher
10655,Gettysburg,civil war,independence,troops,army,battle
10656,Subway,paris,culture clash,subway,metropolis,blackmail
10658,Howard the Duck,duck,physicist,extraterrestrial,anthropomorphism,alien invasion
10661,You Don't Mess with the Zohan,new york,israel,middle east,hairdresser,ladykiller
10663,The Waterboy,sport,social outcast,ridicule,lawn mower,deserted by husband
10664,[REC]²,religion and supernatural,blood sample,occult,swat team,gas mask
10673,Wall Street,power,fraud,broker,wall street,finances
10674,Mulan,homeland,musical,training,daughter,cricket
10676,Halloween III: Season of the Witch,commercial,factory,gas station,curfew,mask
10678,Bringing Down the House,prison,ex-boyfriend,support,escape,lawyer
10681,WALL·E,romantic comedy,,,,
10683,Happiness,rape,sister sister relationship,lover (female),pedophilia,sister
10684,Courage Under Fire,gulf war,pilot,u.s. army,praise,rescue mission
10685,The Watcher,chicago,fbi,menace,covered investigation,state of emergency
10691,Crazy/Beautiful,lovesickness,jealousy,parents kids relationship,love of one's life,cutting the cord
10696,Glitter,talent,career woman,talent show,movie star,
10705,Henry V,shakespeare,hero,kingdom,war,based on play
10707,The Squid and the Whale,childhood memory,uniform,independent film,private,tryst
10708,Daddy Day Care,competition,success,kindergarten,children,unemployment
10710,Envy,jealousy,inventor,neighbor,best friend,milliionaire
10712,Far from Heaven,black people,wife husband relationship,botanist,homosexuality,
10715,Looney Tunes: Back in Action,spy,duck,bunny,wretch,film industry
10718,Torque,ex-girlfriend,drug dealer,gang,motorcyclist,
10719,Elf,holiday,elves,santa claus,looking for  birth parents,romance
10724,Firefox,flying,pilot,kampfjet,false identity,assault
10727,Darkness Falls,witch,loss of mother,small town,death penalty,lighthouse
10731,The Client,suicide,brother brother relationship,witness protection,principal witness ,brother
10733,The Alamo,texas,officer,uprising,alamo,mexican
10734,Escape from Alcatraz,prison,based on novel,island,mouse,alcatraz
10735,What a Girl Wants,london england,england,daughter,politician,teenage girl
10739,Anything Else,psychoanalysis,comedian,relationship problems,advice,experience
10740,Birth,loss of husband,reincarnation,friends,little boy,independent film
10741,Bobby,hotel,senator,kitchen,marriage crisis,politics
10743,Confidence,grifter,con,big con,con game,premarital sex
10744,The Cooler,casino,jinx,bad luck,,
10748,St. Trinian's,solidarity,snake,exhibit,musical,shenanigan
10756,The Haunted Mansion,secret passage,magic,estate agent,haunted house,family vacation
10758,Waitress,waitress,unwillingly pregnant,woman director,,
10760,Sydney White,college,romance,sorority,student,snow white
10761,Made of Honor,scotland,love of one's life,ladykiller,one-night stand,bridesmaid
10762,Without a Paddle,death of a friend,treasure hunt,,,
10764,Quantum of Solace,killing,undercover,secret agent,british secret service,
10765,Private Benjamin,paris,role of women,,,
10771,The Tuxedo,bomb,intelligence,chauffeur,wound,secret agent
10773,Mrs Henderson Presents,world war ii,widow,musical,theatre milieu,nacktrevue
10774,Network,corruption,sex,adultery,television,profit
10776,Little Shop of Horrors,flower,solar eclipse,florist,assistant,plants
10781,The Texas Chainsaw Massacre: The Beginning,mass murder,planned murder,chain saw,sadism,knife
10782,Basic,drug addiction,military court,panama,military service,court
10783,Lucky Numbers,weather forecast,tv station,weather,lottery,wettermann
10786,Robin and Marian,england,crusade,robin hood,king richard,
