id,title,cast_0,cast_1,cast_2
10034,High Heels and Low Lifes,Minnie Driver,Mary McCormack,Kevin McNally
10040,Miss Congeniality 2: Armed and Fabulous,Sandra Bullock,Regina King,Enrique Murciano
10045,District B13,David Belle,Cyril Raffaelli,Tony D'Amario
10047,The Messenger: The Story of Joan of Arc,Milla Jovovich,Dustin Hoffman,Faye Dunaway
10048,Stealth,Josh Lucas,Jessica Biel,Jamie Foxx
10050,Get Over It,Kirsten Dunst,Ben Foster,Melissa Sagemiller
10052,Dragonfly,Kevin Costner,Joe Morton,Ron Rifkin
10053,When a Stranger Calls,Camilla Belle,Katie Cassidy,Tommy Flanagan
10054,Spy Kids,Alexa PenaVega,Daryl Sabara,Antonio Banderas
10060,Get Rich or Die Tryin',50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje
10061,Escape from L.A.,Kurt Russell,Stacy Keach,Steve Buscemi
10065,The Amityville Horror,Ryan Reynolds,Melissa George,Jesse James
10066,House of Wax,Elisha Cuthbert,Paris Hilton,Brian Van Holt
10067,The Shaggy Dog,Tim Allen,Kristin Davis,Danny Glover
10068,Nine 1/2 Weeks,Mickey Rourke,Kim Basinger,Margaret Whitton
10069,Stay Alive,Jon Foster,Samaire Armstrong,Frankie Muniz
10070,Feast,Balthazar Getty,Henry Rollins,Navi Rawat
10071,The Brothers Solomon,Will Arnett,Will Forte,Kristen Wiig
10072,A Nightmare on Elm Street 3: Dream Warriors,Robert Englund,Patricia Arquette,Heather Langenkamp
10073,Date Movie,Alyson Hannigan,Adam Campbell,Sophie Monk
10074,Hot Rod,Andy Samberg,Isla Fisher,Bill Hader
10075,Blood and Chocolate,Agnes Bruckner,Hugh Dancy,Katja Riemann
10077,A Sound of Thunder,Heike Makatsch,Armin Rohde,David Oyelowo
10090,Reno 911!: Miami,Lennie Loftin,Danny DeVito,Ben Garant
10092,Cry_Wolf,Julian Morris,Lindy Booth,Jared Padalecki
10096,13 Going on 30,Jennifer Garner,Mark Ruffalo,Judy Greer
10105,Saints and Soldiers,Larry Bagby,Alexander Polinsky,Kirby Heyborne
10115,Stick It,Jeff Bridges,Missy Peregrym,Vanessa Lengies
10117,Action Jackson,Carl Weathers,Craig T. Nelson,Vanity
10131,A Nightmare on Elm Street 4: The Dream Master,Robert Englund,Tuesday Knight,Ken Sagoes
10132,Talk Radio,Eric Bogosian,Ellen Greene,Leslie Hope
10133,Cypher,Jeremy Northam,Lucy Liu,Nigel Bennett
10135,Road House,Patrick Swayze,Kelly Lynch,Sam Elliott
10136,The Golden Child,Eddie Murphy,Charles Dance,Charlotte Lewis
10137,Stuart Little,Michael J. Fox,Geena Davis,Hugh Laurie
10138,Iron Man 2,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle
10139,Milk,Sean Penn,Emile Hirsch,James Franco
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes,Georgie Henley,Simon Pegg
10147,Bad Santa,Billy Bob Thornton,Tony Cox,Brett Kelly
10152,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers,Eric Christian Olsen,Luis Guzmán
10153,Sphere,Dustin Hoffman,Sharon Stone,Samuel L. Jackson
10154,Mickey Blue Eyes,Hugh Grant,James Caan,Jeanne Tripplehorn
10156,History of the World: Part I,Mel Brooks,Dom DeLuise,Madeline Kahn
10159,The Rundown,Dwayne Johnson,Seann William Scott,Rosario Dawson
10160,A Nightmare on Elm Street 5: The Dream Child,Robert Englund,Lisa Wilcox,Erika Anderson
10162,Waking Ned,Ian Bannen,David Kelly,Fionnula Flanagan
10163,The Lawnmower Man,Jeff Fahey,Pierce Brosnan,Jenny Wright
10167,Half Past Dead,Steven Seagal,Morris Chestnut,Ja Rule
10179,The Ice Pirates,Robert Urich,Mary Crosby,Michael D. Roberts
10183,Frozen River,Melissa Leo,Misty Upham,Charlie McDermott
10184,He's Just Not That Into You,Ben Affleck,Jennifer Aniston,Drew Barrymore
10185,The Midnight Meat Train,Bradley Cooper,Vinnie Jones,Brooke Shields
10186,The Rocker,Rainn Wilson,Josh Gad,Christina Applegate
10187,Swing Vote,Kevin Costner,Madeline Carroll,Paula Patton
10188,The Sisterhood of the Traveling Pants 2,Alexis Bledel,Amber Tamblyn,America Ferrera
10189,Pineapple Express,Seth Rogen,James Franco,Danny McBride
10191,How to Train Your Dragon,Jay Baruchel,Gerard Butler,Craig Ferguson
10192,Shrek Forever After,Mike Myers,Eddie Murphy,Cameron Diaz
10193,Toy Story 3,Tom Hanks,Tim Allen,Ned Beatty
10195,Thor,Chris Hemsworth,Natalie Portman,Tom Hiddleston
10196,The Last Airbender,Noah Ringer,Nicola Peltz,Jackson Rathbone
10197,Nine,Judi Dench,Daniel Day-Lewis,Marion Cotillard
10198,The Princess and the Frog,Anika Noni Rose,Bruno Campos,Keith David
10199,The Tale of Despereaux,Matthew Broderick,Dustin Hoffman,Emma Watson
10200,The Day the Earth Stood Still,Keanu Reeves,Jennifer Connelly,Kathy Bates
10201,Yes Man,Jim Carrey,Zooey Deschanel,Rhys Darby
10202,Bedtime Stories,Adam Sandler,Keri Russell,Guy Pearce
10204,Around the World in 80 Days,Jackie Chan,Steve Coogan,Cécile de France
10207,Message in a Bottle,Kevin Costner,Robin Wright,Paul Newman
10208,Muppets from Space,Steve Whitmire,Dave Goelz,Bill Barretta
10212,Ravenous,Guy Pearce,Robert Carlyle,David Arquette
10214,Son of the Mask,Jamie Kennedy,Alan Cumming,Traylor Howard
10215,Sliding Doors,Gwyneth Paltrow,John Hannah,John Lynch
10217,The Sweet Hereafter,Ian Holm,Caerthan Banks,Sarah Polley
10218,Swingers,Jon Favreau,Vince Vaughn,Ron Livingston
10219,Snow Falling on Cedars,Ethan Hawke,Youki Kudoh,Reeve Carney
10220,Rounders,Matt Damon,John Turturro,Gretchen Mol
10223,A Simple Plan,Bill Paxton,Bridget Fonda,Billy Bob Thornton
10225,Friday the 13th Part VI: Jason Lives,Thom Mathews,Jennifer Cooke,David Kagen
10226,High Tension,Cécile de France,Maïwenn,Philippe Nahon
10229,A Walk to Remember,Mandy Moore,Shane West,Peter Coyote
10238,Cries and Whispers,Harriet Andersson,Ingrid Thulin,Kari Sylwan
10246,Porky's,Dan Monahan,Mark Herrier,Wyatt Knight
10253,Dragon Wars: D-War,Jason Behr,Robert Forster,Aimee Garcia
10269,Yentl,Barbra Streisand,Mandy Patinkin,Amy Irving
10279,Summer of Sam,John Leguizamo,Adrien Brody,Mira Sorvino
10280,Thinner,Robert John Burke,Joe Mantegna,Lucinda Jenney
10281,Friday the 13th Part VII: The New Blood,Kane Hodder,Lar Park Lincoln,Susan Jennifer Sullivan
10283,Friday the 13th Part VIII: Jason Takes Manhattan,Kane Hodder,Jensen Daggett,Scott Reeves
10285,Jason Goes to Hell: The Final Friday,Kane Hodder,John D. LeMay,Kari Keegan
10288,Fido,Billy Connolly,Carrie-Anne Moss,Dylan Baker
10306,Poltergeist III,Tom Skerritt,Nancy Allen,Heather O'Rourke
10307,Stigmata,Patricia Arquette,Gabriel Byrne,Jonathan Pryce
10312,Patch Adams,Robin Williams,Philip Seymour Hoffman,Bob Gunton
10313,The Men Who Stare at Goats,George Clooney,Ewan McGregor,Jeff Bridges
10314,She's All That,Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard
10315,Fantastic Mr. Fox,George Clooney,Meryl Streep,Jason Schwartzman
10316,The Ides of March,Ryan Gosling,George Clooney,Philip Seymour Hoffman
10317,Our Brand Is Crisis,Sandra Bullock,Anthony Mackie,Billy Bob Thornton
10320,The Ring Two,Naomi Watts,Simon Baker,Elizabeth Perkins
10327,"Legally Blonde 2: Red, White & Blonde",Reese Witherspoon,Sally Field,Regina King
10329,Congo,Laura Linney,Dylan Walsh,Ernie Hudson
10330,Freaky Friday,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon
10331,Night of the Living Dead,Duane Jones,Judith O'Dea,Karl Hardman
10333,The Prince of Tides,Nick Nolte,Barbra Streisand,Blythe Danner
10336,Spawn,Michael Jai White,Martin Sheen,John Leguizamo
10339,Moby Dick,Gregory Peck,Richard Basehart,Leo Genn
10350,Wing Commander,Freddie Prinze Jr.,Saffron Burrows,Matthew Lillard
10353,The Visitors II: The Corridors of Time,Christian Clavier,Jean Reno,Marie-Anne Chazel
10357,Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann
10358,Zack and Miri Make a Porno,Seth Rogen,Elizabeth Banks,Jennifer Schwalbach Smith
10362,Two Lovers,Joaquin Phoenix,Gwyneth Paltrow,Isabella Rossellini
10364,Catch-22,Alan Arkin,Martin Balsam,Richard Benjamin
10366,Universal Soldier: The Return,Jean-Claude Van Damme,Kiana Tom,Bill Goldberg
10368,Tea with Mussolini,Cher,Judi Dench,Joan Plowright
10375,D-Tox,Sylvester Stallone,Courtney B. Vance,Tom Berenger
10377,My Cousin Vinny,Joe Pesci,Ralph Macchio,Marisa Tomei
10383,Lost Souls,Winona Ryder,Ben Chaplin,Sarah Wynter
10384,Supernova,James Spader,Angela Bassett,Robert Forster
10385,Hanging Up,Meg Ryan,Diane Keaton,Lisa Kudrow
10386,The Iron Giant,Eli Marienthal,Jennifer Aniston,Vin Diesel
10388,The Limey,Terence Stamp,Lesley Ann Warren,Luis Guzmán
10390,For Love of the Game,Kevin Costner,Kelly Preston,John C. Reilly
10391,Bless the Child,Kim Basinger,Angela Bettis,Holliston Coleman
10393,The Replacements,Keanu Reeves,Gene Hackman,Brooke Langton
10395,Wolf,Jack Nicholson,Christopher Plummer,James Spader
10397,Angela's Ashes,Emily Watson,Robert Carlyle,Joe Breen
10398,Double Jeopardy,Tommy Lee Jones,Ashley Judd,Bruce Greenwood
10400,The Hurricane,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger
10402,Deuce Bigalow: Male Gigolo,Rob Schneider,William Forsythe,Eddie Griffin
10410,Hoffa,Jack Nicholson,Danny DeVito,Armand Assante
10413,Nowhere to Run,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin
10414,The Mighty Ducks,Emilio Estevez,Joss Ackland,Lane Smith
10416,What Planet Are You From?,Garry Shandling,Annette Bening,John Goodman
10425,The Death and Life of Bobby Z,Paul Walker,Laurence Fishburne,Olivia Wilde
10426,Friday After Next,Ice Cube,Mike Epps,John Witherspoon
10428,Hackers,Jonny Lee Miller,Angelina Jolie,Jesse Bradford
10431,War,Jet Li,Jason Statham,John Lone
10436,The Age of Innocence,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder
10437,The Muppet Christmas Carol,Michael Caine,Don Austen,Meredith Braun
10439,Hocus Pocus,Bette Midler,Sarah Jessica Parker,Kathy Najimy
10445,Shadowlands,Anthony Hopkins,Debra Winger,John Wood
10448,Rapa Nui,Jason Scott Lee,Esai Morales,Sandrine Holt
10461,Get Carter,Sylvester Stallone,Miranda Richardson,Rachael Leigh Cook
10468,28 Days,Sandra Bullock,Viggo Mortensen,Dominic West
10471,Next Friday,Ice Cube,Mike Epps,Justin Pierce
10472,Down to You,Freddie Prinze Jr.,Julia Stiles,Selma Blair
10476,Hustle & Flow,Terrence Howard,Anthony Anderson,Taryn Manning
10477,Driven,Kip Pardue,Robert Sean Leonard,Til Schweiger
10478,Tin Cup,Kevin Costner,Don Johnson,Cheech Marin
10480,Nurse Betty,Renée Zellweger,Morgan Freeman,Chris Rock
10481,102 Dalmatians,Glenn Close,Ioan Gruffudd,Alice Evans
10483,Death Race,Jason Statham,Joan Allen,Ian McShane
10488,Nim's Island,Abigail Breslin,Jodie Foster,Gerard Butler
10490,Drop Dead Gorgeous,Kirsten Dunst,Ellen Barkin,Denise Richards
10496,Bats,Lou Diamond Phillips,Dina Meyer,Bob Gunton
10501,The Road to El Dorado,Kenneth Branagh,Kevin Kline,Rosie Perez
10514,The Andromeda Strain,Arthur Hill,David Wayne,James Olson
10521,Bride Wars,Anne Hathaway,Kate Hudson,Bryan Greenberg
10523,W.,Josh Brolin,Elizabeth Banks,Ellen Burstyn
10527,Madagascar: Escape 2 Africa,Ben Stiller,Jada Pinkett Smith,David Schwimmer
10528,Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams
10530,Pocahontas,Irene Bedard,Mel Gibson,David Ogden Stiers
10533,The Scarlet Letter,Demi Moore,Gary Oldman,Robert Duvall
10534,White Squall,Jeff Bridges,Caroline Goodall,John Savage
10535,Spy Hard,Leslie Nielsen,Nicollette Sheridan,Charles Durning
10537,The Doors,Val Kilmer,Meg Ryan,Kyle MacLachlan
10545,The Hunchback of Notre Dame,Tom Hulce,Demi Moore,Tony Jay
10549,Hamlet,Kenneth Branagh,Derek Jacobi,Julie Christie
10550,Ballistic: Ecks vs. Sever,Antonio Banderas,Lucy Liu,Gregg Henry
10555,Shark Tale,Will Smith,Robert De Niro,Renée Zellweger
10557,East Is East,Om Puri,Linda Bassett,Ian Aspinall
10559,Frequency,Dennis Quaid,Jim Caviezel,Andre Braugher
10560,Center Stage,Amanda Schull,Zoe Saldana,Susan May Pratt
10563,Three to Tango,Matthew Perry,Neve Campbell,Dylan McDermott
10564,Where the Heart Is,Natalie Portman,Ashley Judd,Stockard Channing
10567,Dinosaur,D. B. Sweeney,Alfre Woodard,Ossie Davis
10569,Small Time Crooks,Woody Allen,Carolyn Saxon,Tracey Ullman
10571,Boys and Girls,Freddie Prinze Jr.,Claire Forlani,Jason Biggs
10577,Dracula 2000,Gerard Butler,Christopher Plummer,Jonny Lee Miller
10585,Child's Play,Catherine Hicks,Chris Sarandon,Alex Vincent
10586,The Ghost and the Darkness,Michael Douglas,Val Kilmer,Tom Wilkinson
10588,The Cat in the Hat,Mike Myers,Dakota Fanning,Spencer Breslin
10589,After the Sunset,Pierce Brosnan,Salma Hayek,Woody Harrelson
10590,We Were Soldiers,Mel Gibson,Greg Kinnear,Madeleine Stowe
10591,The Girl Next Door,Emile Hirsch,Elisha Cuthbert,Timothy Olyphant
10592,Hart's War,Bruce Willis,Colin Farrell,Terrence Howard
10603,George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church
10610,The Medallion,Jackie Chan,Lee Evans,Claire Forlani
10611,Barbershop,Ice Cube,Anthony Anderson,Cedric the Entertainer
10615,Pootie Tang,Jennifer Coolidge,Lance Crouther,J.B. Smoove
10622,Mr. Nice Guy,Jackie Chan,Richard Norton,Miki Lee
10623,Cradle 2 the Grave,Jet Li,DMX,Kelly Hu
10625,Mean Girls,Lindsay Lohan,Rachel McAdams,Tim Meadows
10628,Kangaroo Jack,Jerry O'Connell,Anthony Anderson,Estella Warren
10629,Veronica Guerin,Cate Blanchett,Gerard McSorley,Ciarán Hinds
10632,The Hunted,Tommy Lee Jones,Benicio del Toro,Connie Nielsen
10634,Friday,Ice Cube,Chris Tucker,Nia Long
10637,Remember the Titans,Denzel Washington,Will Patton,Ryan Hurst
10641,Autumn in New York,Richard Gere,Winona Ryder,Anthony LaPaglia
10642,Loser,Jason Biggs,Mena Suvari,Zak Orth
10643,Godzilla 2000,Takehiro Murata,Naomi Nishida,Mayu Suzuki
10646,Tomcats,Jerry O'Connell,Shannon Elizabeth,Jake Busey
10647,Pay It Forward,Kevin Spacey,Helen Hunt,Haley Joel Osment
10655,Gettysburg,Jeff Daniels,Tom Berenger,Martin Sheen
10656,Subway,Isabelle Adjani,Christopher Lambert,Richard Bohringer
10658,Howard the Duck,Lea Thompson,Jeffrey Jones,Tim Robbins
10661,You Don't Mess with the Zohan,Adam Sandler,John Turturro,Emmanuelle Chriqui
10663,The Waterboy,Adam Sandler,Kathy Bates,Fairuza Balk
10664,[REC]²,Manuela Velasco,Ferran Terraza,Claudia Silva
10673,Wall Street,Charlie Sheen,Michael Douglas,Martin Sheen
10674,Mulan,Eddie Murphy,Jackie Chan,Ming-Na Wen
10676,Halloween III: Season of the Witch,Tom Atkins,Stacey Nelkin,Dan O'Herlihy
10678,Bringing Down the House,Steve Martin,Queen Latifah,Eugene Levy
10681,WALL·E,Ben Burtt,Elissa Knight,Jeff Garlin
10683,Happiness,Jane Adams,Jon Lovitz,Philip Seymour Hoffman
10684,Courage Under Fire,Denzel Washington,Meg Ryan,Lou Diamond Phillips
10685,The Watcher,James Spader,Keanu Reeves,Marisa Tomei
10691,Crazy/Beautiful,Kirsten Dunst,Jay Hernandez,Bruce Davison
10696,Glitter,Mariah Carey,Max Beesley,Terrence Howard
10705,Henry V,Kenneth Branagh,Derek Jacobi,Brian Blessed
10707,The Squid and the Whale,Jeff Daniels,Laura Linney,Jesse Eisenberg
10708,Daddy Day Care,Eddie Murphy,Jeff Garlin,Steve Zahn
10710,Envy,Ben Stiller,Jack Black,Rachel Weisz
10712,Far from Heaven,Julianne Moore,Dennis Quaid,Dennis Haysbert
10715,Looney Tunes: Back in Action,Brendan Fraser,Jenna Elfman,Steve Martin
10718,Torque,Martin Henderson,Ice Cube,Monet Mazur
10719,Elf,Will Ferrell,James Caan,Zooey Deschanel
10724,Firefox,Clint Eastwood,Freddie Jones,David Huffman
10727,Darkness Falls,Chaney Kley,Emma Caulfield,Lee Cormie
10731,The Client,Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker
10733,The Alamo,Dennis Quaid,Billy Bob Thornton,Jason Patric
10734,Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom
10735,What a Girl Wants,Amanda Bynes,Colin Firth,Kelly Preston
10739,Anything Else,Woody Allen,Jason Biggs,Christina Ricci
10740,Birth,Nicole Kidman,Cameron Bright,Danny Huston
10741,Bobby,Anthony Hopkins,Heather Graham,Ashton Kutcher
10743,Confidence,Edward Burns,Rachel Weisz,Morris Chestnut
10744,The Cooler,William H. Macy,Alec Baldwin,Maria Bello
10748,St. Trinian's,Talulah Riley,Rupert Everett,Gemma Arterton
10756,The Haunted Mansion,Eddie Murphy,Terence Stamp,Nathaniel Parker
10758,Waitress,Keri Russell,Nathan Fillion,Andy Griffith
10760,Sydney White,Amanda Bynes,Sara Paxton,Matt Long
10761,Made of Honor,Patrick Dempsey,Michelle Monaghan,Kevin McKidd
10762,Without a Paddle,Seth Green,Matthew Lillard,Dax Shepard
10764,Quantum of Solace,Daniel Craig,Olga Kurylenko,Mathieu Amalric
10765,Private Benjamin,Goldie Hawn,Eileen Brennan,Armand Assante
10771,The Tuxedo,Jackie Chan,Jennifer Love Hewitt,Jason Isaacs
10773,Mrs Henderson Presents,Judi Dench,Bob Hoskins,Will Young
10774,Network,Faye Dunaway,William Holden,Peter Finch
10776,Little Shop of Horrors,Rick Moranis,Ellen Greene,Vincent Gardenia
10781,The Texas Chainsaw Massacre: The Beginning,Jordana Brewster,Taylor Handley,Diora Baird
10782,Basic,John Travolta,Connie Nielsen,Samuel L. Jackson
10783,Lucky Numbers,John Travolta,Lisa Kudrow,Tim Roth
10786,Robin and Marian,Sean Connery,Audrey Hepburn,Robert Shaw
10796,The One,Jet Li,Jason Statham,Carla Gugino
10800,Dragon Hunters,Vincent Lindon,Patrick Timsit,Philippe Nahon
10802,Showgirls,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon
10803,Logan's Run,Michael York,Richard Jordan,Jenny Agutter
10806,In & Out,Kevin Kline,Joan Cusack,Tom Selleck
10808,Dr. Dolittle 2,Eddie Murphy,Kristen Wilson,Raven-Symoné
10822,Savage Grace,Julianne Moore,Stephen Dillane,Eddie Redmayne
10833,Heartbreakers,Sigourney Weaver,Jennifer Love Hewitt,Gene Hackman
10844,Out of the Blue,Karl Urban,Tandi Wright,Simon Ferry
10858,Nixon,Anthony Hopkins,Joan Allen,Powers Boothe
10861,Maximum Risk,Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade
10865,Atlantis: The Lost Empire,Michael J. Fox,Corey Burton,Claudia Christian
10866,Joy Ride,Steve Zahn,Paul Walker,Leelee Sobieski
10871,Switchback,Dennis Quaid,Danny Glover,R. Lee Ermey
10873,Shadow of the Vampire,John Malkovich,Willem Dafoe,Udo Kier
10876,Quills,Geoffrey Rush,Kate Winslet,Joaquin Phoenix
10877,Exit Wounds,Steven Seagal,DMX,Isaiah Washington
10878,Saving Silverman,Jason Biggs,Steve Zahn,Jack Black
10885,Shutter,Joshua Jackson,Rachael Taylor,Megumi Okina
10890,Stripes,Bill Murray,Harold Ramis,Warren Oates
10894,May,Angela Bettis,Jeremy Sisto,Anna Faris
10895,Pinocchio,Mel Blanc,Don Brodie,Walter Catlett
10913,Dear Wendy,Jamie Bell,Bill Pullman,Michael Angarano
10914,All Hat,Rachael Leigh Cook,Luke Kirby,Keith Carradine
10923,Agent Cody Banks,Frankie Muniz,Hilary Duff,Angie Harmon
10925,The Return of the Living Dead,Clu Gulager,James Karen,Don Calfa
10929,Willard,Crispin Glover,R. Lee Ermey,Laura Harring
10930,The Flower of Evil,Benoît Magimel,Mélanie Doutey,Suzanne Flon
10934,Under the Tuscan Sun,Diane Lane,Sandra Oh,Lindsay Duncan
10935,Heaven's Gate,Kris Kristofferson,Christopher Walken,John Hurt
10944,In the Cut,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh
10947,High School Musical,Zac Efron,Vanessa Hudgens,Ashley Tisdale
10950,I Am Sam,Sean Penn,Michelle Pfeiffer,Dianne Wiest
10955,Ripley's Game,John Malkovich,Ray Winstone,Uwe Mansshardt
10956,Joe Dirt,David Spade,Brittany Daniel,Dennis Miller
10970,Silent Movie,Mel Brooks,Marty Feldman,Dom DeLuise
10972,Session 9,Peter Mullan,David Caruso,Stephen Gevedon
10981,Nothing,David Hewlett,Andrew Miller,Gordon Pinsent
10982,Hoodwinked!,Anne Hathaway,Glenn Close,Jim Belushi
10984,Valentine,Denise Richards,David Boreanaz,Marley Shelton
10985,The New Guy,DJ Qualls,Eliza Dushku,Zooey Deschanel
10987,Halloween: The Curse of Michael Myers,Donald Pleasence,Paul Rudd,Marianne Hagan
10991,Pokémon: Spell of the Unknown,Veronica Taylor,Rachael Lillis,Eric Stuart
10992,Cats & Dogs,Jeff Goldblum,Elizabeth Perkins,Alexander Pollock
10994,White Oleander,Alison Lohman,Michelle Pfeiffer,Cole Hauser
10996,Stuart Little 2,Michael J. Fox,Geena Davis,Hugh Laurie
10998,Fatal Attraction,Michael Douglas,Glenn Close,Anne Archer
10999,Commando,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya
11001,Blue Streak,Martin Lawrence,Luke Wilson,Dave Chappelle
11004,Wonder Boys,Michael Douglas,Tobey Maguire,Frances McDormand
11007,Cheaper by the Dozen,Steve Martin,Bonnie Hunt,Piper Perabo
11011,Ri¢hie Ri¢h,Macaulay Culkin,John Larroquette,Edward Herrmann
11013,Secretary,James Spader,Maggie Gyllenhaal,Jeremy Davies
11015,The Relic,Penelope Ann Miller,Tom Sizemore,Linda Hunt
11022,Narc,Jason Patric,Ray Liotta,Chi McBride
11023,Thirteen,Evan Rachel Wood,Nikki Reed,Vanessa Hudgens
11024,Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard
11025,New York Minute,Ashley Olsen,Mary-Kate Olsen,Eugene Levy
11026,Exorcist: The Beginning,Stellan Skarsgård,Izabella Scorupco,James D'Arcy
11027,The Postman Always Rings Twice,Jack Nicholson,Jessica Lange,John Colicos
11033,Dressed to Kill,Michael Caine,Angie Dickinson,Nancy Allen
11036,The Notebook,Rachel McAdams,Ryan Gosling,Gena Rowlands
11042,The Barbarian Invasions,Rémy Girard,Stéphane Rousseau,Marie-Josée Croze
11051,The Last Temptation of Christ,Willem Dafoe,Harvey Keitel,Barbara Hershey
11056,Darkness,Anna Paquin,Lena Olin,Iain Glen
11058,Godsend,Greg Kinnear,Rebecca Romijn,Robert De Niro
11062,City Hall,Al Pacino,John Cusack,Bridget Fonda
11065,O,Mekhi Phifer,Josh Hartnett,Andrew Keegan
11066,Boomerang,Eddie Murphy,Robin Givens,Halle Berry
11072,Blazing Saddles,Cleavon Little,Gene Wilder,Harvey Korman
11086,The Majestic,Jim Carrey,Martin Landau,Laurie Holden
11090,The Animal,Rob Schneider,Colleen Haskell,John C. McGinley
11091,Riding in Cars with Boys,Drew Barrymore,Steve Zahn,Adam Garcia
11093,House of Sand and Fog,Jennifer Connelly,Ben Kingsley,Ron Eldard
11096,Hide and Seek,Robert De Niro,Dakota Fanning,Famke Janssen
11109,Vera Drake,Imelda Staunton,Sally Hawkins,Richard Graham
11113,My Fair Lady,Audrey Hepburn,Rex Harrison,Stanley Holloway
11128,Ladder 49,Joaquin Phoenix,John Travolta,Jacinda Barrett
