city,cuisine_style,ranking,rating,reviews_number
Paris, Sushi,824.0,4.5,363.0
Athens,Italian,1492.0,4.0,2.0
Munich, Contemporary,1527.0,5.0,NaN
Munich, International,1242.0,4.0,36.0
Paris, Sushi,10716.0,4.0,NaN
Warsaw,Italian,1571.0,4.0,6.0
Stockholm, Pizza,2293.0,3.0,42.0
Warsaw, Mediterranean,1316.0,4.0,25.0
London, Healthy,4836.0,4.5,38.0
Paris,unknown,12760.0,2.5,22.0
Paris,Italian,7891.0,3.5,38.0
Warsaw, Central European,32.0,4.5,732.0
Berlin, Vegan Options,1032.0,4.0,77.0
Vienna, Wine Bar,1432.0,4.5,8.0
Helsinki, Gluten Free Options,103.0,4.0,215.0
Barcelona, Vegan Options,206.0,4.5,613.0
Milan,Turkish,4257.0,3.5,5.0
Budapest, Hungarian,2120.0,4.5,9.0
Oporto,European,1010.0,4.5,8.0
London, Vegan Options,5608.0,4.5,17.0
Rome, International,4638.0,3.5,176.0
London, South American,7845.0,4.0,40.0
Brussels,Italian,684.0,5.0,16.0
Hamburg,unknown,888.0,4.5,12.0
Munich, Central European,621.0,4.0,84.0
Barcelona,Italian,694.0,4.5,297.0
Stockholm, Vegetarian Friendly,521.0,4.0,76.0
Edinburgh,Cafe,733.0,4.5,114.0
Brussels, Japanese,831.0,3.5,82.0
London,Bar,1593.0,4.0,236.0
Hamburg, Pizza,2234.0,3.5,5.0
Oslo, European,973.0,3.5,9.0
London, Gluten Free Options,5980.0,3.5,348.0
Oporto, European,338.0,4.5,68.0
Athens,Mediterranean,639.0,3.5,123.0
London,Bar,4638.0,4.0,175.0
Brussels, Pub,433.0,4.5,93.0
Berlin, Vegetarian Friendly,50.0,5.0,177.0
Paris, European,5305.0,3.5,187.0
Milan,Italian,2601.0,4.5,15.0
Paris, French,6239.0,4.0,130.0
Oslo, Norwegian,127.0,4.0,173.0
Barcelona,Mediterranean,2090.0,4.0,120.0
Paris, Delicatessen,614.0,4.5,85.0
Vienna,Bar,241.0,4.5,86.0
Amsterdam, European,2056.0,3.5,46.0
Warsaw, Central European,543.0,4.0,49.0
Prague, Barbecue,934.0,4.5,76.0
Paris, Vegetarian Friendly,3893.0,4.0,52.0
Milan,unknown,1806.0,4.0,48.0
Barcelona,Spanish,2126.0,4.5,74.0
London,unknown,9339.0,5.0,NaN
Berlin, Vegetarian Friendly,2476.0,4.0,44.0
Rome, Vegetarian Friendly,160.0,4.5,326.0
Milan, Mediterranean,42.0,4.5,1292.0
Amsterdam,Georgian,1640.0,4.0,17.0
London, Grill,3852.0,4.0,132.0
Barcelona, Street Food,399.0,4.5,203.0
Madrid,Mediterranean,738.0,4.5,193.0
Oslo,Pub,834.0,3.5,6.0
Oporto,Mediterranean,7.0,4.5,2088.0
Athens, Barbecue,415.0,4.5,67.0
Lisbon, International,1550.0,3.5,251.0
London, Gluten Free Options,3322.0,3.5,331.0
London, Spanish,7417.0,5.0,5.0
London, Vegetarian Friendly,6135.0,4.0,79.0
London,Bar,9861.0,3.5,190.0
London, Vegan Options,3539.0,5.0,50.0
Prague, European,782.0,4.5,74.0
London,European,11959.0,4.5,7.0
Rome, Mediterranean,655.0,4.0,1448.0
Rome, Vegan Options,3655.0,4.5,26.0
Prague, European,1483.0,4.0,52.0
Brussels,Italian,996.0,4.5,22.0
Madrid,Mediterranean,793.0,3.5,599.0
Berlin, Vegan Options,759.0,4.5,44.0
Stockholm,Seafood,586.0,4.0,85.0
London, Vegetarian Friendly,10147.0,4.0,19.0
Barcelona, Vegetarian Friendly,3169.0,4.0,24.0
Paris,French,9714.0,4.5,63.0
Berlin, Mediterranean,260.0,4.0,219.0
Copenhagen, Bar,403.0,3.5,351.0
Paris,unknown,11116.0,3.5,5.0
Prague, European,307.0,4.0,670.0
London, Vietnamese,2236.0,4.5,65.0
Lisbon, Vegan Options,234.0,4.5,105.0
Munich,Asian,554.0,4.5,25.0
London, Vegetarian Friendly,7215.0,4.0,41.0
Rome,Italian,3789.0,3.5,104.0
Paris,Pizza,11150.0,4.0,8.0
Prague, European,1772.0,4.0,20.0
London,unknown,14623.0,3.0,39.0
London, Mediterranean,2382.0,4.5,163.0
Milan, Bar,925.0,4.0,198.0
Barcelona, Asian,6127.0,3.5,97.0
London,Bar,1243.0,4.0,1157.0
Budapest,European,2102.0,4.0,5.0
Paris, Portuguese,8557.0,4.5,3.0
Barcelona, Spanish,2819.0,3.5,307.0
Zurich, Vegetarian Friendly,589.0,3.5,220.0
Barcelona,Mediterranean,4670.0,3.5,22.0
Amsterdam, Vegetarian Friendly,449.0,4.5,81.0
Madrid, Gluten Free Options,62.0,4.5,3101.0
Prague, Vegetarian Friendly,764.0,4.0,137.0
Paris, Asian,960.0,4.5,95.0
Milan, Vegan Options,263.0,4.5,479.0
London, Argentinean,7035.0,4.0,58.0
London,Cafe,10366.0,4.0,8.0
Geneva,Bar,1321.0,3.5,61.0
Rome, Vegetarian Friendly,1521.0,4.0,265.0
Oporto, Vegetarian Friendly,203.0,4.5,136.0
Warsaw,American,192.0,4.0,377.0
Paris, Mediterranean,7201.0,4.0,32.0
Barcelona, Mediterranean,1925.0,4.0,141.0
London, Contemporary,5200.0,4.0,80.0
Geneva,Asian,81.0,4.0,307.0
Berlin, Egyptian,405.0,4.5,69.0
Vienna,unknown,1528.0,4.0,47.0
Prague, Czech,511.0,4.0,380.0
Barcelona, Fusion,14.0,4.5,1676.0
London,Mediterranean,5180.0,4.0,106.0
Madrid,unknown,8709.0,1.5,7.0
London,unknown,11480.0,4.0,2.0
London, Vegetarian Friendly,3692.0,4.0,168.0
Berlin, Halal,940.0,4.5,72.0
Rome, Contemporary,1343.0,4.0,679.0
Paris, Bar,5060.0,3.5,195.0
Warsaw,Polish,1481.0,4.0,11.0
Amsterdam, European,414.0,4.0,230.0
Paris,French,1013.0,4.5,137.0
Lyon,French,1847.0,4.0,22.0
Paris,Vietnamese,7284.0,4.5,8.0
Madrid,unknown,5469.0,4.0,3.0
Edinburgh,Cafe,1562.0,3.5,10.0
Stockholm,Fast Food,194.0,4.0,92.0
Munich,German,2132.0,4.0,31.0
Copenhagen,American,45.0,4.5,483.0
London,Japanese,8811.0,3.5,37.0
Milan, Mediterranean,2550.0,3.5,162.0
Helsinki, Vegetarian Friendly,305.0,3.5,136.0
Amsterdam, International,15.0,4.5,1246.0
Vienna, Austrian,497.0,4.0,178.0
Paris,French,2107.0,4.5,80.0
Bratislava, Italian,314.0,4.0,24.0
Lisbon,Seafood,146.0,4.5,669.0
Vienna, Vegetarian Friendly,1025.0,4.5,28.0
Paris, Grill,4768.0,4.0,19.0
Prague, Czech,127.0,4.5,537.0
London,Middle Eastern,5362.0,5.0,12.0
Bratislava,International,195.0,4.5,12.0
Ljubljana,Bar,243.0,4.0,61.0
Madrid, Mediterranean,6869.0,3.5,2.0
Barcelona,Mediterranean,97.0,4.5,808.0
Warsaw, German,566.0,4.5,35.0
Stockholm, Gluten Free Options,132.0,4.5,197.0
Paris,French,4499.0,4.0,157.0
Zurich,unknown,1483.0,3.0,NaN
Amsterdam, Italian,1770.0,4.5,29.0
Dublin,Pizza,1022.0,4.0,19.0
Berlin,unknown,5923.0,3.0,2.0
Madrid, Spanish,1401.0,4.0,118.0
Paris, Hungarian,2221.0,4.0,253.0
Rome, European,1659.0,4.5,104.0
Paris, European,145.0,4.5,1077.0
London,Bar,5013.0,4.5,13.0
Athens, Greek,686.0,4.0,29.0
Paris,Cafe,12457.0,3.0,95.0
Munich,Brazilian,688.0,4.0,130.0
Dublin,Irish,740.0,4.0,62.0
Amsterdam, Italian,2021.0,4.5,18.0
Rome, Vegetarian Friendly,1838.0,3.5,1406.0
Rome, Fast Food,1262.0,4.0,822.0
Barcelona,Mediterranean,7012.0,3.0,83.0
Vienna,American,2378.0,4.0,61.0
Madrid,unknown,3358.0,5.0,9.0
Ljubljana, Italian,190.0,5.0,6.0
Paris, Bar,2074.0,4.0,128.0
Barcelona, Mediterranean,1778.0,3.5,763.0
London,unknown,5816.0,4.5,10.0
Madrid, Argentinean,3985.0,5.0,NaN
London, Vegan Options,8436.0,3.5,32.0
Milan, Pizza,4201.0,3.5,206.0
London, Chinese,14358.0,3.5,18.0
London,American,11678.0,3.5,9.0
London, Gluten Free Options,4518.0,4.0,84.0
Rome, Gluten Free Options,607.0,4.0,480.0
Madrid, Seafood,3942.0,4.0,52.0
Prague,unknown,3679.0,3.0,NaN
Amsterdam, Gluten Free Options,744.0,4.5,215.0
Rome, Vegetarian Friendly,3206.0,3.5,524.0
Budapest, Hungarian,866.0,5.0,8.0
Rome, Vegetarian Friendly,2858.0,4.0,112.0
Madrid,Spanish,6711.0,3.5,2.0
Berlin, European,1807.0,3.5,362.0
Luxembourg,Italian,126.0,3.5,174.0
Krakow, European,574.0,3.5,180.0
Paris, Cafe,6539.0,3.5,96.0
London, Gluten Free Options,2365.0,4.0,475.0
Dublin, Vegan Options,23.0,4.5,462.0
Lyon,unknown,359.0,4.0,102.0
Stockholm, Scandinavian,3.0,4.5,359.0
Brussels,Grill,1747.0,3.5,24.0
Rome, Pub,3536.0,4.0,55.0
Barcelona,Italian,326.0,4.5,358.0
Budapest,unknown,1813.0,4.0,9.0
Berlin, European,1825.0,3.5,63.0
Athens, Greek,660.0,4.0,49.0
Luxembourg, Vegetarian Friendly,67.0,4.0,322.0
Barcelona, Vegetarian Friendly,1044.0,3.5,4738.0
Milan, Mediterranean,465.0,4.0,451.0
Amsterdam, European,223.0,4.0,1046.0
Barcelona,Diner,136.0,4.5,597.0
Madrid, Cafe,6749.0,3.5,59.0
Madrid,Spanish,1104.0,4.5,73.0
Vienna, Gluten Free Options,6.0,4.5,430.0
Lyon,French,1589.0,4.5,11.0
Amsterdam, Gluten Free Options,1094.0,4.0,132.0
Munich, Central European,150.0,4.0,991.0
Brussels,Belgian,799.0,4.0,248.0
Edinburgh, European,382.0,4.5,74.0
Vienna, Vegetarian Friendly,172.0,4.0,232.0
Barcelona, Vegetarian Friendly,779.0,4.0,625.0
Amsterdam, Vegetarian Friendly,685.0,4.5,58.0
Madrid, Mediterranean,574.0,4.5,171.0
Rome, Vegetarian Friendly,225.0,4.5,3253.0
London, Healthy,13104.0,3.5,24.0
Vienna,Austrian,3400.0,4.0,NaN
Barcelona,Mediterranean,6011.0,3.5,23.0
Warsaw, International,1742.0,3.5,3.0
Amsterdam, Cafe,1837.0,3.5,130.0
London, Vegetarian Friendly,5977.0,3.5,103.0
Zurich, Vegan Options,55.0,5.0,80.0
Milan, Barbecue,588.0,4.0,659.0
London,Mediterranean,11399.0,4.0,2.0
Athens,Fusion,751.0,4.0,45.0
Milan, Soups,801.0,4.0,347.0
Athens,Pizza,1432.0,3.0,34.0
Paris, European,3111.0,4.0,223.0
Amsterdam, European,668.0,4.5,86.0
Rome, Vegan Options,3518.0,3.5,164.0
Vienna,Austrian,216.0,4.0,320.0
Rome, Fast Food,3599.0,4.5,48.0
Barcelona,Mediterranean,4157.0,5.0,NaN
London, Vegetarian Friendly,689.0,4.0,482.0
Paris, Delicatessen,6703.0,4.5,11.0
Madrid,Mediterranean,5616.0,3.5,10.0
Edinburgh, British,139.0,4.5,963.0
Budapest,Italian,274.0,4.5,80.0
Oslo, Vegetarian Friendly,36.0,4.0,696.0
London, Vegan Options,489.0,4.0,2175.0
Milan, Vegan Options,103.0,4.5,907.0
Barcelona, Mediterranean,1268.0,4.5,129.0
Barcelona,Italian,3757.0,5.0,3.0
Milan, Vegetarian Friendly,765.0,4.5,151.0
Paris, European,349.0,4.5,494.0
Prague, Vegetarian Friendly,541.0,4.0,167.0
Hamburg,Diner,374.0,4.0,33.0
Rome, Wine Bar,4375.0,4.5,46.0
Berlin, Vegan Options,470.0,4.5,69.0
London,Fast Food,5479.0,4.0,61.0
London, Asian,3118.0,4.0,166.0
London,Cafe,14868.0,3.0,20.0
Lisbon, Vegan Options,337.0,4.5,197.0
Rome,Italian,3367.0,4.0,90.0
London,unknown,16182.0,1.5,7.0
Brussels,Steakhouse,284.0,3.5,613.0
Brussels, European,1079.0,3.5,112.0
Lisbon,European,1346.0,4.0,88.0
Rome, Mediterranean,2478.0,4.0,199.0
Copenhagen, Gluten Free Options,299.0,4.0,143.0
Madrid,Mexican,1270.0,4.5,82.0
Paris, European,4427.0,4.0,122.0
Milan,unknown,4011.0,3.5,3.0
Munich, Fusion,303.0,4.0,92.0
Barcelona, Gluten Free Options,273.0,4.5,290.0
Geneva,Asian,251.0,4.5,41.0
Rome,Italian,4455.0,4.0,152.0
Budapest, European,832.0,4.0,70.0
London, Asian,13762.0,3.5,10.0
Zurich,Turkish,1383.0,3.5,36.0
Madrid, Spanish,3331.0,3.5,288.0
Rome,Italian,4442.0,3.5,209.0
London,Italian,16210.0,1.5,73.0
London, Gluten Free Options,1637.0,4.0,814.0
Hamburg, Vegan Options,2180.0,3.5,3.0
Paris,Asian,3200.0,4.5,28.0
Rome, Vegetarian Friendly,615.0,4.0,1001.0
Prague, European,521.0,4.5,74.0
Madrid,unknown,4378.0,3.5,278.0
Madrid, Latin,1218.0,4.5,37.0
London, Gluten Free Options,746.0,4.0,1297.0
Amsterdam, Vegetarian Friendly,100.0,4.5,563.0
Vienna, European,2945.0,3.5,25.0
Prague,unknown,1147.0,5.0,11.0
Barcelona, European,4376.0,4.0,149.0
Madrid,Cafe,8005.0,3.0,705.0
Hamburg, Vegetarian Friendly,181.0,4.0,63.0
London, Fast Food,6976.0,4.5,15.0
Vienna, European,182.0,4.5,133.0
Prague, Central European,327.0,4.0,473.0
Madrid, Spanish,237.0,4.0,570.0
Berlin, Vegetarian Friendly,46.0,4.5,1092.0
Amsterdam, Barbecue,1588.0,3.5,197.0
Krakow, Vietnamese,1121.0,3.0,53.0
London,European,749.0,4.5,314.0
Paris, European,3164.0,4.5,158.0
Berlin,unknown,2380.0,5.0,4.0
Barcelona, European,2599.0,4.0,48.0
Brussels, Vegetarian Friendly,1929.0,4.0,6.0
Dublin, European,229.0,4.5,213.0
Barcelona,Fast Food,1335.0,4.0,214.0
Helsinki, Vegan Options,247.0,4.0,47.0
Athens,Mediterranean,610.0,3.5,77.0
Berlin, Vegetarian Friendly,759.0,4.5,44.0
Vienna,German,836.0,4.5,36.0
Amsterdam, Mediterranean,1218.0,4.0,39.0
London,Brazilian,1749.0,4.5,225.0
Paris,Italian,1264.0,4.0,379.0
Prague, Pub,1777.0,4.5,25.0
Paris, Portuguese,5676.0,4.0,40.0
Lyon,American,2637.0,1.5,36.0
Oporto, Mediterranean,263.0,4.0,149.0
Edinburgh,unknown,1516.0,4.0,6.0
Madrid,unknown,4101.0,5.0,2.0
Warsaw, International,852.0,4.0,25.0
Prague,American,3836.0,3.5,9.0
London, Gluten Free Options,350.0,4.5,811.0
Oporto, Vegan Options,109.0,4.5,198.0
Barcelona,unknown,4338.0,5.0,NaN
Prague, Central European,573.0,4.0,193.0
London, Vegetarian Friendly,5190.0,4.0,174.0
Berlin, Vegetarian Friendly,888.0,4.0,192.0
Rome, Vegetarian Friendly,5012.0,4.0,63.0
Brussels,Italian,2222.0,4.0,NaN
London,American,4258.0,4.0,169.0
Brussels,unknown,1756.0,4.0,7.0
Budapest,unknown,1758.0,4.0,2.0
Edinburgh, Vegetarian Friendly,120.0,4.0,781.0
London,Japanese,16285.0,2.0,2.0
Barcelona, Seafood,6143.0,3.0,112.0
London, Vegetarian Friendly,6903.0,4.5,25.0
Berlin, European,1790.0,4.0,199.0
Berlin, Argentinean,1909.0,4.0,120.0
Munich,Indian,975.0,4.0,73.0
Rome, Gluten Free Options,925.0,4.0,266.0
Copenhagen,unknown,1210.0,4.5,15.0
London, Greek,1994.0,5.0,62.0
Rome,Italian,237.0,4.5,1365.0
Prague,Italian,3357.0,3.5,3.0
Vienna, Vegetarian Friendly,459.0,4.0,162.0
Barcelona,Mediterranean,1020.0,4.0,713.0
Berlin, Bar,6177.0,2.5,457.0
Lisbon, Vegetarian Friendly,687.0,4.0,162.0
Milan, Gluten Free Options,34.0,4.5,587.0
London, Mediterranean,4718.0,5.0,10.0
Helsinki, European,127.0,4.0,155.0
Paris, Vegetarian Friendly,3331.0,3.5,244.0
Rome,Italian,754.0,4.0,892.0
London, Pizza,1600.0,4.0,364.0
Oporto,European,379.0,4.5,40.0
Copenhagen,Italian,1453.0,4.0,3.0
Prague,unknown,3786.0,3.5,8.0
London,Mediterranean,2836.0,4.0,187.0
Zurich, Sushi,336.0,4.0,61.0
Brussels, Belgian,1129.0,4.5,7.0
Milan, Seafood,268.0,4.0,1044.0
Barcelona, Pub,2744.0,4.0,63.0
Warsaw, Bar,788.0,5.0,4.0
Zurich, Mediterranean,790.0,4.0,17.0
Vienna, Mediterranean,1521.0,4.0,17.0
London,Italian,2994.0,4.0,611.0
Oporto,Pizza,123.0,4.0,471.0
Paris,French,2439.0,4.0,208.0
Hamburg, Bar,62.0,4.5,294.0
Milan, Mediterranean,511.0,4.0,866.0
Geneva,unknown,1121.0,4.0,4.0
London, European,4387.0,4.5,20.0
Prague, Eastern European,143.0,4.5,1794.0
Edinburgh,Italian,562.0,3.5,4035.0
Paris,Indian,9901.0,3.5,175.0
Copenhagen,American,1694.0,3.0,84.0
Copenhagen, Vegetarian Friendly,466.0,4.0,76.0
Madrid,unknown,8264.0,3.0,9.0
Paris,African,4263.0,4.5,54.0
Munich,unknown,1887.0,4.5,14.0
Munich, European,232.0,4.0,181.0
Dublin, European,156.0,4.0,1020.0
Barcelona,Italian,233.0,4.5,308.0
London,Asian,4048.0,4.5,56.0
Athens, Asian,674.0,4.0,58.0
London, British,454.0,4.0,1441.0
London, Danish,5922.0,4.5,17.0
Hamburg, Vegan Options,21.0,4.5,492.0
Madrid, Fast Food,7476.0,4.0,5.0
London,Middle Eastern,11821.0,4.0,14.0
Berlin,Bar,5737.0,3.5,6.0
Munich, European,260.0,4.5,92.0
London, Gluten Free Options,56.0,4.5,589.0
Amsterdam, Halal,1303.0,4.0,60.0
Amsterdam, Pub,1719.0,4.0,80.0
Helsinki,unknown,663.0,4.5,4.0
London, International,1229.0,4.5,297.0
Amsterdam, Vegetarian Friendly,802.0,4.5,65.0
London,Indian,12485.0,4.0,NaN
Madrid,American,8236.0,2.5,55.0
Berlin,German,5263.0,3.5,22.0
Barcelona,Cafe,3930.0,3.5,88.0
Madrid,International,776.0,4.0,434.0
Rome, Delicatessen,2732.0,4.5,34.0
Paris, Vegetarian Friendly,2451.0,4.0,179.0
Vienna, Austrian,1049.0,4.5,13.0
Milan, Pub,3618.0,3.0,263.0
Berlin,Bar,3785.0,4.5,8.0
Copenhagen, Vegetarian Friendly,385.0,4.5,40.0
Prague,Bar,297.0,4.0,2057.0
Milan, Sushi,1452.0,3.5,421.0
Zurich,Italian,775.0,4.0,35.0
Krakow,Polish,151.0,4.5,417.0
Krakow, International,484.0,4.5,55.0
Paris,French,10172.0,4.0,9.0
Vienna,Austrian,2639.0,4.0,NaN
Luxembourg, Spanish,128.0,4.5,28.0
Edinburgh,Bar,505.0,4.0,201.0
Paris, Mediterranean,4788.0,5.0,8.0
Madrid, European,1078.0,4.0,202.0
London, Vegetarian Friendly,4749.0,4.0,340.0
Prague, Asian,941.0,4.0,208.0
Barcelona, Japanese,5940.0,3.5,66.0
Brussels, Belgian,213.0,4.0,251.0
Hamburg,Italian,713.0,3.5,117.0
Berlin, European,5234.0,3.5,46.0
Paris,Bar,3966.0,4.0,202.0
London,unknown,8216.0,5.0,2.0
Hamburg,International,341.0,4.5,42.0
Budapest,Bar,124.0,4.5,572.0
Barcelona, Gluten Free Options,833.0,4.0,434.0
Zurich, European,440.0,4.5,40.0
Berlin, Vegan Options,71.0,4.5,1044.0
Budapest,Cafe,906.0,4.0,99.0
Barcelona,Contemporary,1797.0,4.5,152.0
Madrid, European,7603.0,3.0,73.0
Luxembourg, Japanese,189.0,3.5,142.0
Amsterdam,Dutch,1459.0,3.5,200.0
Barcelona,Mediterranean,1221.0,5.0,67.0
Zurich,Swiss,855.0,4.5,12.0
Paris, Soups,6450.0,4.0,53.0
Madrid, Spanish,6570.0,3.0,121.0
Amsterdam,French,960.0,4.0,72.0
London,Fast Food,7823.0,4.0,21.0
London, Turkish,16113.0,2.0,19.0
Vienna,Italian,2748.0,4.0,NaN
Oporto, Vegetarian Friendly,190.0,4.0,256.0
Barcelona,Brew Pub,2639.0,4.5,59.0
Berlin,German,212.0,4.5,264.0
Barcelona,Mediterranean,3534.0,3.5,142.0
Madrid,unknown,7938.0,3.0,57.0
Stockholm, Vegan Options,488.0,4.0,99.0
London, Vegetarian Friendly,52.0,4.5,971.0
London, Mediterranean,4238.0,4.0,179.0
Paris, Japanese,1763.0,3.5,825.0
Madrid, Cafe,3942.0,4.0,52.0
London, Vegan Options,1241.0,4.5,106.0
Budapest, Israeli,123.0,4.5,559.0
Amsterdam, Asian,2581.0,4.0,24.0
London, Gluten Free Options,7182.0,4.0,76.0
Milan,International,5930.0,2.5,51.0
Prague, Italian,1804.0,4.0,31.0
Madrid,unknown,7785.0,3.0,77.0
Milan,Pizza,234.0,4.0,299.0
Budapest,Pizza,2025.0,3.5,3.0
Paris, American,8160.0,5.0,NaN
Prague, Czech,2808.0,3.5,19.0
Oporto, Portuguese,249.0,4.0,145.0
Dublin,Irish,895.0,4.5,56.0
Copenhagen,Italian,1684.0,3.5,84.0
Amsterdam,unknown,2757.0,4.0,NaN
Edinburgh,Italian,102.0,4.5,478.0
Amsterdam, International,326.0,4.0,270.0
Bratislava, Central European,863.0,2.0,28.0
London, Vegetarian Friendly,2115.0,4.0,501.0
Madrid, European,4.0,5.0,302.0
London, Pub,7406.0,4.0,184.0
Rome,Italian,5108.0,4.0,122.0
Lyon,French,1010.0,4.5,12.0
Barcelona, European,4530.0,3.5,73.0
Paris, Bar,12437.0,3.0,122.0
Amsterdam, Pub,502.0,4.5,129.0
Madrid,unknown,3241.0,5.0,13.0
Rome,Italian,1360.0,4.5,90.0
Rome, Vegetarian Friendly,99.0,4.5,611.0
Paris,French,5291.0,4.0,74.0
Ljubljana,Seafood,154.0,4.0,48.0
Rome,Italian,1368.0,4.0,433.0
Madrid,unknown,3913.0,4.5,7.0
Prague, European,2238.0,3.5,36.0
London,Cuban,6580.0,4.0,47.0
Dublin,Bar,211.0,4.5,158.0
London, Mediterranean,9307.0,5.0,3.0
Dublin, Vegetarian Friendly,1323.0,3.5,40.0
Stockholm, Turkish,2229.0,3.0,3.0
London,Seafood,318.0,4.5,2565.0
Milan, Seafood,29.0,4.5,417.0
Budapest, Seafood,2005.0,3.5,13.0
Berlin, Middle Eastern,451.0,4.0,180.0
Edinburgh, Vegetarian Friendly,392.0,4.5,260.0
Berlin, Delicatessen,561.0,4.5,152.0
Berlin, Street Food,5289.0,4.0,4.0
Amsterdam, Mediterranean,249.0,4.5,202.0
Warsaw, Vegan Options,64.0,4.5,93.0
Madrid, Spanish,2036.0,3.5,144.0
London, Gluten Free Options,2066.0,4.5,95.0
Milan,Japanese,245.0,4.5,226.0
Vienna, Vegetarian Friendly,1228.0,4.0,15.0
Edinburgh, Vegetarian Friendly,287.0,4.5,360.0
Paris,unknown,7795.0,4.0,25.0
Budapest, Grill,327.0,4.5,133.0
Berlin, Vegan Options,80.0,4.5,597.0
Brussels,Fast Food,2706.0,3.0,12.0
London, International,11819.0,3.5,44.0
Munich, International,2072.0,3.5,28.0
London, British,739.0,4.0,1984.0
Paris,American,8942.0,3.5,26.0
Barcelona, Pub,6162.0,3.0,56.0
Prague, Czech,4004.0,2.5,46.0
Munich, Grill,538.0,4.5,34.0
Zurich,American,761.0,3.5,20.0
Madrid,American,7053.0,3.5,49.0
Helsinki, Pizza,133.0,3.5,666.0
Athens,International,261.0,5.0,20.0
Budapest, Vegetarian Friendly,152.0,4.5,263.0
Oporto,Mediterranean,228.0,4.0,422.0
Madrid,unknown,7404.0,3.0,NaN
Budapest, Hungarian,427.0,4.0,272.0
Rome,Italian,5440.0,3.5,116.0
Geneva, Asian,590.0,4.0,76.0
Rome, Mediterranean,1416.0,4.5,260.0
London, Vegan Options,1453.0,4.0,221.0
London, Bar,1128.0,4.5,228.0
Stockholm,International,1747.0,4.0,NaN
Brussels, European,2222.0,4.0,NaN
Rome, American,346.0,4.5,242.0
Dublin, Delicatessen,1326.0,3.5,113.0
Berlin, Turkish,1153.0,4.0,127.0
Berlin, Turkish,4680.0,3.5,62.0
Helsinki,unknown,678.0,3.5,20.0
London, Soups,16317.0,1.0,2.0
Berlin,unknown,4377.0,4.5,3.0
Rome, South American,1194.0,4.5,56.0
Zurich,Italian,376.0,4.5,62.0
London, Gluten Free Options,761.0,4.0,962.0
Warsaw,unknown,1730.0,4.0,2.0
Munich, Gluten Free Options,122.0,4.0,281.0
Madrid, Spanish,7450.0,3.0,7.0
Dublin, European,1650.0,3.5,15.0
Athens, Greek,1466.0,4.0,NaN
Madrid, Asian,1451.0,4.0,99.0
Madrid, Spanish,1532.0,4.5,79.0
Warsaw, Central European,1328.0,4.5,3.0
Prague,Fast Food,3902.0,3.5,2.0
Madrid, Diner,8236.0,2.5,55.0
Brussels,African,2274.0,3.5,3.0
Geneva,Japanese,1045.0,3.0,92.0
Dublin, Soups,383.0,4.0,547.0
London,Bar,4316.0,4.5,39.0
Barcelona, International,1923.0,5.0,27.0
Lyon,unknown,1126.0,4.5,24.0
Stockholm,Asian,1352.0,4.5,12.0
Budapest, Eastern European,327.0,4.5,133.0
Paris,unknown,5827.0,4.0,45.0
London, Gluten Free Options,1302.0,4.0,312.0
Oporto, Asian,352.0,4.0,160.0
Rome, Contemporary,225.0,4.5,3253.0
Athens,unknown,863.0,4.0,19.0
Stockholm,unknown,1284.0,5.0,4.0
Lisbon,Mediterranean,517.0,4.5,116.0
Paris,French,12740.0,3.0,191.0
London, Vegan Options,3487.0,4.5,65.0
Barcelona,Peruvian,3775.0,5.0,3.0
Warsaw, Central European,430.0,3.5,255.0
Prague, Vegan Options,350.0,4.0,358.0
Lisbon, Steakhouse,2375.0,3.5,44.0
Berlin, Pizza,1412.0,4.0,93.0
Berlin, French,1794.0,4.5,29.0
London,Bar,11336.0,3.5,62.0
Barcelona,Spanish,912.0,4.5,159.0
London, Asian,2520.0,4.0,256.0
Athens, Gluten Free Options,200.0,4.5,129.0
Zurich, Pub,1473.0,3.5,24.0
Rome,Seafood,5020.0,4.0,136.0
Barcelona, Vegetarian Friendly,2017.0,4.5,55.0
Barcelona, Spanish,3179.0,5.0,5.0
Amsterdam, European,601.0,4.0,140.0
Vienna, International,3256.0,2.5,16.0
Munich,German,370.0,5.0,27.0
Milan,Italian,3961.0,4.5,2.0
London,Indian,11388.0,4.5,3.0
Brussels,Bar,972.0,4.0,59.0
Milan, Gluten Free Options,237.0,4.5,327.0
London, British,5115.0,3.5,145.0
Munich, European,1266.0,3.5,161.0
Krakow, Polish,448.0,4.5,32.0
Paris, Bar,3518.0,4.5,82.0
Prague, Czech,3267.0,4.0,4.0
Helsinki,Brew Pub,530.0,4.0,11.0
Berlin,unknown,5121.0,4.0,NaN
Paris,Spanish,3262.0,4.0,98.0
London, Nepali,4866.0,4.5,56.0
Edinburgh, Vegetarian Friendly,58.0,4.5,375.0
Brussels, European,534.0,3.5,160.0
Madrid,unknown,7839.0,3.0,36.0
Lisbon, Pub,1189.0,4.5,36.0
London, Gluten Free Options,4531.0,3.5,202.0
Paris, Mediterranean,8950.0,4.5,6.0
Madrid,International,514.0,4.5,95.0
Amsterdam,American,2044.0,3.5,254.0
Warsaw,American,1820.0,4.0,5.0
Brussels, Pub,2149.0,3.5,32.0
London,Bar,4840.0,4.5,26.0
Athens,American,650.0,5.0,20.0
Paris,French,1711.0,4.0,310.0
Vienna,unknown,1673.0,5.0,4.0
Barcelona,unknown,5762.0,4.0,NaN
