Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/2/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,3/1/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/2/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/3/20,3/30/20,3/31/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,4/1/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/2/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/3/20,4/30/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,5/1/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/2/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/3/20,5/30/20,5/31/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,6/1/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/2/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/3/20,6/30/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,7/1/20,7/10/20,7/11/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,2,3,3,3,0,3,5,0,0,0,0,0,0,5,21,21,25,60,60,80,80,116,135,164,5,237,286,286,328,328,390,436,480,528,582,7,601,7,7,7,8,12,12,601,1054,1089,1170,1219,1284,1284,1357,1421,1455,1502,671,1573,1594,1594,1594,1594,1689,1711,1731,1828,1828,722,1916,1976,756,835,873,928,928,997,2023,2452,2513,2513,2579,2618,2642,2658,2696,2719,2719,2089,2755,2779,2812,2812,2835,2878,2878,2878,2894,2904,2146,2924,2204,2204,2289,2334,2368,2416,2924,3038,3051,2944,2944,2961,2997,3006,3015,3028,3038
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,17,24,38,51,62,62,116,150,0,202,240,274,402,554,709,927,1170,1187,1280,0,1326,1353,0,1,1,1,3,3,1380,2003,2028,2173,2272,2415,2506,2605,2783,3034,3158,1462,3300,3465,3635,3953,4220,4361,4546,4793,4996,5350,1505,5647,1585,1655,1686,1749,1845,1934,5951,10015,10652,11350,12074,12739,13524,14355,15515,16433,17200,6336,18003,19137,20125,21343,22583,23615,24264,25937,27403,29240,6783,30967,32683,7220,7572,7808,8232,8895,9420,34357,55421,58568,61927,65736,70038,73533,76334,80412,83890,87715,35812,92681,97302,101590,106108,111796,118375,124590,131800,138134,144264,37525,151209,40792,43434,45973,48285,50879,52991,159333,250687,264184,168061,177124,187977,196750,205721,215855,224665,238339
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,5,5,5,6,6,34,34,0,35,0,1,1,2,2,3,45,120,156,194,203,203,236,236,290,290,290,45,290,481,563,655,655,806,806,994,994,994,46,994,994,46,52,58,74,120,120,994,1604,1670,1670,1693,1693,1693,1776,1813,1830,1864,994,1882,1892,1916,1930,1942,1942,1942,1942,1989,1989,994,2007,994,994,994,1317,1604,1604,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
Spain,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,13,15,32,45,1,1,1,1,1,1,2,84,1695,2277,2277,5232,6391,7798,9942,11748,13910,17963,120,20410,25374,28768,35136,39885,49515,57786,65719,73235,80110,165,87956,95923,222,259,400,500,673,1073,104118,158273,163027,166831,170099,172541,177644,184948,190839,191726,198674,112065,200210,204178,208389,213024,202990,205905,207634,209465,210773,212917,119199,213435,126168,131646,136675,141942,148220,153222,215216,224350,227436,228030,228691,229540,230183,230698,230698,231606,232037,216582,232555,233037,234824,235290,235772,235400,236259,236259,237906,238564,217466,239228,239479,218011,219329,220325,221447,222857,223578,239638,242280,242707,243209,243605,243928,244109,244328,244683,245268,245575,239932,245938,246272,246504,246752,247086,247486,247905,248469,248770,248970,240326,249271,240660,240978,241310,241550,241717,241966,249659,253908,253908,250103,250545,250545,250545,251789,252130,252513,253056
Sri Lanka,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,10,18,28,44,51,60,1,73,77,82,97,102,102,106,106,113,117,1,122,143,1,1,1,1,1,1,146,190,198,210,217,233,238,238,244,254,271,151,304,310,330,368,420,460,523,588,619,649,159,663,166,176,178,185,189,190,690,863,869,889,915,925,935,960,981,992,1027,705,1028,1055,1068,1089,1141,1182,1319,1469,1530,1558,718,1620,1633,751,771,797,824,835,847,1643,1869,1877,1880,1884,1889,1905,1915,1924,1947,1950,1683,1950,1950,1951,1991,2001,2010,2014,2033,2037,2039,1749,2047,1797,1801,1814,1835,1857,1859,2054,2454,2511,2066,2069,2074,2076,2077,2081,2094,2154
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,2,2,2,2,3,3,3,3,5,6,0,6,7,0,0,0,0,0,0,7,17,19,19,29,32,32,32,33,66,66,8,107,107,140,174,174,213,237,275,318,375,10,442,10,12,12,14,14,15,533,1365,1526,1661,1818,1818,1964,2289,2289,2591,2728,592,2728,3138,3378,3628,3820,3976,3976,4346,4346,4521,592,4800,5026,678,778,852,930,1111,1164,5173,6582,6730,6879,7007,7220,7435,7740,8020,8020,8316,5310,8580,8580,8698,8889,8889,8984,9257,9257,9257,9257,5499,9257,5714,5865,6081,6081,6242,6427,9573,10204,10250,9573,9663,9767,9767,9894,9997,10084,10158
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4,4,5,5,7,8,8,8,8,8,0,8,9,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,11,11,11,11,11,11,11,12,12,12,10,14,23,10,10,10,10,10,10,44,144,168,187,196,208,229,236,261,277,293,54,303,314,319,319,357,373,389,467,490,501,74,515,82,90,100,122,128,137,535,726,741,547,561,565,594,614,634,665,694
Sweden,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,12,1,1,1,1,1,1,1,14,355,500,599,814,961,1022,1103,1190,1279,1439,15,1639,1763,1934,2046,2286,2526,2840,3069,3447,3700,21,4028,4435,35,94,101,161,203,248,4947,9685,10151,10483,10948,11445,11927,12540,13216,13822,14385,5568,14777,15322,16004,16755,17567,18177,18640,18926,19621,20302,6131,21092,6443,6830,7206,7693,8419,9141,21520,26322,26670,27272,27909,28582,29207,29677,30143,30377,30799,22082,31523,32172,32809,33188,33459,33843,34440,35088,35727,36476,22317,37113,37542,22721,23216,23918,24623,25265,25921,37814,46814,48288,49684,50931,51614,52383,53323,54562,56043,58076,38589,58591,58848,58932,60837,62324,63890,65137,65137,65137,67667,40803,68451,41883,42939,43887,44730,45133,45924,69692,74898,74898,70639,71419,71419,71419,73061,73344,73858,74333
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,18,0,0,0,0,0,0,0,27,491,652,652,1139,1359,2200,2200,2700,3028,4075,42,5294,6575,7474,8795,9877,10897,11811,12928,14076,14829,56,15922,16605,90,114,214,268,337,374,17768,24551,25107,25415,25688,25936,26336,26732,27078,27404,27740,18827,27944,28063,28268,28496,28677,28894,29061,29164,29264,29407,19606,29586,20505,21100,21657,22253,23280,24051,29705,30305,30344,30380,30413,30463,30514,30572,30587,30597,30618,29817,30658,30694,30707,30725,30736,30746,30761,30776,30796,30828,29905,30845,30862,29981,30009,30060,30126,30207,30251,30871,31011,31044,31063,31094,31117,31131,31154,31187,31200,31235,30874,31243,31292,31310,31332,31376,31428,31486,31555,31617,31652,30893,31714,30913,30936,30956,30965,30972,30988,31851,32690,32817,31967,32101,32198,32268,32315,32369,32498,32586
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,9,0,10,10,0,0,0,0,0,0,10,19,25,25,25,29,33,33,38,38,39,16,39,42,42,42,42,42,43,43,43,43,16,43,16,19,19,19,19,19,44,47,47,47,48,48,50,51,58,58,58,44,58,58,59,70,86,106,121,121,122,122,44,122,122,44,44,45,45,47,47,123,152,164,164,170,177,177,177,178,187,187,123,198,204,219,231,231,242,255,256,256,269,123,279,124,124,125,141,144,146,293,394,394,312,328,338,358,372,372,372,372
Taiwan*,1,1,3,3,4,5,8,8,9,10,10,18,18,18,18,18,18,20,22,22,23,10,24,26,26,28,30,31,32,32,34,39,10,11,11,16,16,17,18,40,47,48,49,50,53,59,67,77,100,108,41,135,153,169,195,215,235,252,267,283,298,42,306,322,42,44,45,45,45,45,329,382,385,388,393,393,395,395,395,398,420,339,422,425,426,427,428,429,429,429,429,429,348,429,355,363,373,376,379,380,429,440,440,440,440,440,440,440,440,440,440,432,440,440,441,441,441,441,441,441,441,442,436,442,442,438,438,439,440,440,440,443,443,443,443,443,443,445,445,445,446,446,443,446,446,446,446,446,447,447,447,447,447,443,447,443,443,443,443,443,443,447,449,451,448,449,449,449,449,449,449,449
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,612,661,729,801,907,1118,1322,1524,1729,1936,76,2140,2350,2551,2738,2929,3100,3266,3424,3563,3686,128,3807,3930,230,293,379,461,522,612,4013,4763,4834,4902,4971,5035,5097,5160,5221,5279,5338,4100,5399,5457,5513,5567,5630,5691,5747,5799,5849,5900,4191,5900,4289,4370,4453,4529,4609,4690,6005,6457,6506,6058,6058,6159,6213,6262,6315,6364,6410
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0,6,6,12,12,12,12,13,13,14,14,0,19,19,0,0,0,0,0,0,20,32,32,32,49,53,88,94,147,147,170,20,254,254,284,284,299,299,299,299,299,480,20,480,20,22,24,24,25,25,480,509,509,509,509,509,509,509,509,509,509,480,509,509,509,509,509,509,509,509,509,509,480,509,509,480,480,480,480,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
Thailand,2,3,5,7,8,8,14,14,14,19,19,32,33,33,33,33,33,34,35,35,35,19,35,35,35,35,35,37,40,40,41,42,19,25,25,25,25,32,32,42,53,59,70,75,82,114,147,177,212,272,43,322,411,599,721,827,934,1045,1136,1245,1388,43,1524,1651,43,47,48,50,50,50,1771,2473,2518,2551,2579,2613,2643,2672,2700,2733,2765,1875,2792,2811,2826,2839,2907,2907,2922,2931,2938,2947,1978,2954,2067,2169,2220,2258,2369,2423,2960,3009,3015,3017,3017,3018,3025,3025,3028,3031,3033,2966,3034,3037,3037,3040,3040,3042,3045,3054,3065,3076,2969,3077,3081,2987,2988,2989,2992,3000,3004,3082,3125,3125,3129,3134,3135,3135,3135,3135,3141,3146,3083,3147,3148,3151,3156,3158,3158,3162,3162,3162,3169,3084,3171,3101,3102,3104,3112,3119,3121,3173,3202,3216,3179,3180,3185,3190,3195,3197,3197,3202
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,2,2,4,6,8,18,18,18,19,1,22,23,23,23,24,24,24,24,24,24,1,24,1,1,1,1,1,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,9,16,16,18,20,23,23,25,25,25,0,30,34,0,0,1,1,1,1,36,76,76,76,77,77,81,81,83,84,84,39,84,86,88,88,90,96,98,98,99,109,40,116,41,44,58,65,70,73,123,174,181,199,219,238,263,298,301,330,338,123,340,354,363,373,381,386,391,395,422,428,124,433,442,126,128,128,135,145,153,443,522,524,525,530,530,531,537,544,547,555,445,561,569,569,576,583,588,591,615,642,643,452,650,465,485,487,495,497,501,661,710,710,667,671,676,680,680,689,695,704
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,7,9,0,9,49,50,51,57,60,65,66,74,78,0,82,87,0,0,0,0,0,0,90,109,112,113,113,113,114,114,114,114,114,94,114,115,115,115,115,115,115,116,116,116,98,116,103,104,105,107,107,109,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,117,116,116,116,116,116,116,117,117,117,117,117,123,123,123,123,123,123,117,123,123,123,123,123,123,124,126,126,126,117,130,117,117,117,117,117,117,130,133,133,130,130,130,133,133,133,133,133
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,16,18,18,20,24,29,39,0,54,60,75,89,114,173,197,227,278,312,0,312,394,1,1,1,1,2,2,423,671,685,707,726,747,780,822,864,864,879,455,884,884,909,918,922,939,949,967,975,980,495,994,553,574,596,623,628,643,998,1032,1032,1032,1032,1032,1035,1037,1037,1043,1044,1009,1045,1046,1048,1048,1051,1051,1051,1051,1068,1071,1013,1076,1077,1018,1022,1025,1026,1030,1032,1084,1087,1087,1093,1094,1096,1110,1125,1128,1132,1146,1086,1156,1157,1159,1159,1160,1162,1164,1168,1169,1172,1087,1174,1087,1087,1087,1087,1087,1087,1175,1240,1245,1178,1181,1186,1188,1199,1205,1221,1231
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,18,47,98,192,0,359,670,1236,1529,1872,2433,3629,5698,7402,9217,0,10827,13531,0,0,0,0,0,0,15679,47029,52167,56956,61049,65111,69392,74193,78546,82329,86306,18135,90980,95591,98674,101790,104912,107773,110130,112261,114653,117589,20921,120204,23934,27069,30217,34109,38226,42282,122392,138657,139771,141475,143114,144749,146457,148067,149435,150593,151615,124375,152587,153548,154500,155686,156827,157814,158762,159797,160979,162120,126045,163103,163942,127659,129491,131744,133721,135569,137115,164769,173036,174023,175218,176677,178239,179831,181298,182727,184031,185245,165555,186493,187685,188897,190165,191657,193115,194511,195883,197239,198613,166422,199906,167410,168340,169218,170132,171121,172114,201098,210965,211981,202284,203456,204610,205758,206844,207897,208938,209962
US,1,1,2,2,5,5,5,5,5,7,8,11,12,12,13,13,13,13,13,13,13,8,13,15,15,15,15,15,15,16,16,24,11,11,11,11,11,11,11,30,711,1109,1561,2157,2870,2968,4360,6141,8917,14157,53,19479,25825,33761,43850,54112,66055,84091,102276,122069,141205,73,162707,188724,104,174,222,337,451,519,214205,497943,527969,556522,581813,608878,637974,669272,701996,730337,756375,244610,783716,809228,837422,871617,907908,940829,968518,990999,1015518,1042926,276547,1072667,309699,337573,367215,397992,429686,464442,1106829,1334084,1352962,1374916,1396109,1423726,1449026,1474127,1493131,1514900,1535349,1136024,1558970,1584511,1608652,1630475,1651288,1670279,1689162,1707444,1730259,1754763,1161611,1778993,1799122,1184086,1208271,1233527,1261409,1288587,1314320,1816476,2000702,2023652,2048986,2074542,2094366,2114026,2137731,2163290,2191099,2222579,1837371,2255327,2281766,2312302,2347491,2382426,2422299,2467554,2510259,2549294,2590668,1857329,2636414,1878680,1903904,1926636,1944367,1961781,1979908,2687588,3184573,3245925,2742049,2795361,2841241,2891124,2936077,2996098,3054699,3117946
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,14,14,23,30,33,0,33,44,0,0,0,0,0,0,44,53,53,54,54,55,55,55,56,55,55,45,56,61,63,74,75,75,79,79,79,81,48,83,48,52,52,52,53,53,85,121,121,129,139,160,203,227,227,248,260,88,264,160,175,198,198,222,253,281,317,329,89,413,417,97,98,100,101,101,116,457,665,679,686,694,696,705,724,732,741,755,489,763,770,774,797,805,821,833,848,859,870,507,889,522,557,593,616,646,657,893,1006,1013,902,911,927,939,953,971,977,1000
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,7,14,14,16,0,29,47,73,73,97,145,196,310,356,475,1,548,645,1,1,1,1,1,1,794,2203,2511,2777,3102,3372,3764,4161,4662,5106,5449,897,5710,6125,6592,7170,7647,8125,8617,9009,9410,9866,1072,10406,1225,1308,1319,1462,1668,1892,10861,15232,15648,16023,16425,16847,17330,17858,18291,18616,18876,11411,19230,19706,20148,20580,20986,21245,21584,21905,22382,22811,11913,23204,23672,12331,12697,13184,13691,14195,14710,24562,29015,29706,30415,31177,31851,32536,33209,33986,34833,35755,24895,36615,37361,38056,38901,39852,40854,41975,42932,43856,44538,25385,45254,25981,26542,27101,27599,28077,28479,45924,53116,53941,46821,47705,48628,49468,50053,50622,51457,52285
United Arab Emirates,0,0,0,0,0,0,0,4,4,4,4,8,8,8,8,8,8,9,9,9,9,5,9,9,13,13,13,13,13,13,19,21,5,5,5,5,5,7,7,21,74,74,85,85,85,98,98,98,113,140,21,140,153,153,198,248,333,333,405,468,570,27,611,664,27,29,29,45,45,45,814,3360,3736,4123,4521,4933,5365,5825,6302,6302,6781,1024,7265,7755,8238,8756,9281,9813,10349,10839,11380,11929,1264,12481,1505,1799,2076,2359,2659,2990,13038,18198,18878,19661,20386,21084,21831,22627,23358,24190,25063,13599,26004,26898,27892,28704,29485,30307,31086,31969,32532,33170,14163,33896,34557,14730,15192,15738,16240,16793,17417,35192,40507,40986,41499,41990,42294,42636,42982,43364,43752,44145,35788,44533,44925,45303,45683,46133,46563,46973,47360,47797,48246,36359,48667,37018,37642,38268,38808,39376,39904,49069,54050,54453,49469,50141,50857,51540,52068,52600,53045,53577
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,6,6,6,7,15,17,17,22,0,27,32,0,0,0,0,0,0,32,48,48,57,57,57,81,81,83,83,86,35,86,86,99,99,99,109,109,110,110,111,35,114,35,37,39,39,39,48,114,118,119,121,121,122,122,123,123,125,125,114,125,125,128,128,133,133,139,139,140,140,115,140,140,115,115,118,118,118,118,141,141,141,141,142,142,144,144,144,144,146,141,146,146,146,146,146,146,146,146,146,146,141,146,141,141,141,141,141,141,146,150,150,146,146,146,146,146,148,149,149
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,29,50,79,94,0,110,135,158,162,189,217,238,274,303,309,0,320,338,0,0,0,0,0,0,350,494,501,480,483,492,493,502,508,517,528,369,535,543,549,557,563,596,606,620,625,630,386,643,400,406,415,424,456,473,648,707,711,717,719,724,732,733,734,737,738,652,746,749,753,764,769,787,789,803,811,816,655,821,823,657,670,673,684,694,702,825,847,847,847,847,848,848,849,849,850,853,826,859,876,882,885,902,907,919,924,929,932,828,936,832,834,845,845,845,846,943,985,986,947,952,955,956,960,965,974,977
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,15,23,0,33,43,43,46,50,60,75,88,104,144,0,149,172,0,0,0,0,0,0,181,624,767,865,998,1165,1302,1349,1405,1490,1565,205,1627,1678,1716,1758,1804,1862,1869,1904,1939,2002,227,2039,266,342,457,520,545,582,2086,2418,2486,2519,2612,2645,2686,2738,2753,2791,2855,2118,2939,2964,3028,3115,3164,3189,3290,3369,3444,3468,2149,3546,3623,2189,2207,2233,2298,2325,2349,3702,4623,4741,4869,4966,5080,5263,5493,5682,5767,5946,3760,6153,6315,6461,6662,6990,7177,7427,7682,7948,8222,3843,8503,3939,4007,4094,4331,4440,4520,8781,12027,12513,9078,9396,9708,10020,10362,10838,11092,11564
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,33,36,42,0,42,70,70,77,84,91,107,107,119,119,0,135,135,0,0,0,0,0,0,143,171,175,181,189,189,197,204,204,227,256,146,256,285,288,311,318,323,325,329,329,331,153,333,155,159,165,165,167,171,335,414,422,423,423,455,459,504,541,618,749,345,824,882,944,1010,1121,1177,1211,1245,1325,1370,357,1459,1510,357,361,379,381,388,402,1662,2738,2814,2879,2904,2978,3062,3150,3386,3483,3591,1819,3789,3917,4048,4187,4366,4563,4779,5130,5297,5530,1952,5832,2087,2145,2316,2377,2473,2632,6062,8803,9178,6273,6537,6750,7169,7411,7693,8008,8372
Vietnam,0,2,2,2,2,2,2,2,2,2,6,14,15,15,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,16,8,8,8,10,10,13,13,16,31,38,39,47,53,56,61,66,75,85,16,91,94,113,123,134,141,153,163,174,188,16,203,212,16,16,16,18,30,30,218,257,258,262,265,266,267,268,268,268,268,233,268,268,268,268,270,270,270,270,270,270,237,270,240,241,245,249,251,255,270,288,288,288,288,312,314,318,320,324,324,270,324,324,324,325,325,326,327,327,327,328,271,328,328,271,271,271,288,288,288,328,332,332,333,334,334,334,334,335,342,349,328,349,349,349,349,352,352,353,355,355,355,328,355,328,328,329,331,332,332,355,370,370,355,355,355,355,369,369,369,369
West Bank and Gaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,30,31,35,38,38,39,41,44,0,47,48,52,59,59,59,84,91,98,109,0,116,119,0,4,7,16,16,19,134,267,268,271,273,284,291,294,307,313,319,161,329,329,335,336,340,342,342,342,343,344,194,344,217,237,254,261,263,263,353,375,375,375,375,375,375,376,381,388,391,353,398,423,423,423,423,423,429,434,446,446,353,447,448,362,371,374,375,375,375,449,485,487,489,489,492,505,514,555,600,675,451,784,833,1001,1169,1328,1382,1557,1815,1990,2185,457,2428,464,464,464,472,473,481,2758,5551,5931,3080,3334,3835,4277,4341,4647,5029,5220
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,0,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,6,9,9,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,9,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6,0,6,0,0,0,0,0,0,7,51,56,65,70,85,106,122,128,130,167,10,184,197,209,212,222,233,249,256,278,283,10,310,323,12,22,25,25,34,34,354,560,591,632,705,728,844,885,902,909,919,399,922,941,967,992,1015,1076,1089,1103,1118,1128,419,1158,453,469,482,484,496,524,1190,1380,1389,1221,1240,1248,1265,1284,1297,1318,1356
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,3,3,3,12,16,22,28,29,0,35,35,0,0,0,0,0,0,36,40,40,43,45,45,48,48,52,57,61,39,65,70,74,76,84,84,88,88,95,97,39,106,39,39,39,39,39,39,109,267,267,441,446,654,654,679,753,761,772,119,832,866,920,920,920,920,920,1057,1057,1057,124,1057,1057,137,138,146,153,167,252,1089,1200,1200,1321,1357,1358,1382,1405,1412,1416,1430,1089,1430,1430,1430,1477,1489,1497,1531,1531,1557,1568,1089,1594,1089,1089,1089,1089,1200,1200,1632,1895,1895,1632,1632,1632,1632,1632,1895,1895,1895
