id,title,rating,year,duration,actor_1,actor_fb_likes_1,actor_2,actor_fb_likes_2,actor_3,actor_fb_likes_3
1211,The Other Woman,PG-13,2014.0,109.0,Don Johnson,982.0,Kate Upton,971.0,David Thornton,119.0
1212,The Final Destination,R,2009.0,82.0,Krista Allen,164000.0,Andrew Fiscella,137000.0,Shantel VanSanten,748.0
1213,Bridge of Spies,PG-13,2015.0,142.0,Tom Hanks,15000.0,Mark Rylance,535.0,Amy Ryan,423.0
1214,Behind Enemy Lines,PG-13,2001.0,106.0,Joaquim de Almeida,578.0,David Keith,563.0,Sam Jaeger,389.0
1215,Get Him to the Greek,R,2010.0,114.0,Pink,836.0,Mario Lopez,719.0,Lino Facioli,177.0
1216,Shall We Dance,PG-13,2004.0,106.0,Lisa Ann Walter,1000.0,Nick Cannon,593.0,Omar Benson Miller,418.0
1217,Small Soldiers,PG-13,1998.0,108.0,Kirsten Dunst,4000.0,Denis Leary,835.0,Robert Picardo,823.0
1218,Spawn,R,1997.0,98.0,Michael Jai White,2000.0,Frank Welker,2000.0,Miko Hughes,969.0
1219,The Count of Monte Cristo,PG-13,2002.0,131.0,Henry Cavill,15000.0,James Frain,1000.0,Michael Wincott,721.0
1220,The Lincoln Lawyer,R,2011.0,118.0,Matthew McConaughey,11000.0,Margarita Levieva,980.0,Frances Fisher,638.0
1221,Unknown,PG-13,2011.0,113.0,Liam Neeson,14000.0,Frank Langella,903.0,Aidan Quinn,767.0
1222,The Prestige,PG-13,2006.0,130.0,Christian Bale,23000.0,Hugh Jackman,20000.0,Scarlett Johansson,19000.0
1223,Horrible Bosses 2,R,2014.0,116.0,Kevin Spacey,18000.0,Christoph Waltz,11000.0,Lindsay Sloane,465.0
1224,Escape from Planet Earth,PG,2013.0,89.0,Brendan Fraser,3000.0,Paul Scheer,190.0,Jonathan Morgan Heit,91.0
1225,Apocalypto,R,2006.0,139.0,Rudy Youngblood,708.0,Dalia Hernández,78.0,Jonathan Brewer,19.0
1226,The Living Daylights,PG,1987.0,130.0,Joe Don Baker,387.0,Desmond Llewelyn,244.0,Art Malik,162.0
1227,Predators,R,2010.0,107.0,Topher Grace,2000.0,Alice Braga,1000.0,Derek Mears,520.0
1228,Legal Eagles,PG,1986.0,116.0,Brian Dennehy,954.0,Debra Winger,568.0,Roscoe Lee Browne,204.0
1229,Secret Window,PG-13,2004.0,96.0,Johnny Depp,40000.0,Charles S. Dutton,534.0,Timothy Hutton,501.0
1230,The Lake House,PG,2006.0,99.0,Keanu Reeves,18000.0,Dylan Walsh,426.0,Ebon Moss-Bachrach,211.0
1231,The Skeleton Key,PG-13,2005.0,104.0,Gena Rowlands,545.0,Deneen Tyler,351.0,Joy Bryant,280.0
1232,The Odd Life of Timothy Green,PG,2012.0,105.0,Jennifer Garner,3000.0,Odeya Rush,2000.0,Common,989.0
1233,Made of Honor,PG-13,2008.0,101.0,Busy Philipps,1000.0,Beau Garrett,689.0,Kevin Sussman,681.0
1234,Jersey Boys,R,2014.0,134.0,Johnny Cannizzaro,880.0,Steve Schirripa,413.0,Scott Vance,235.0
1235,The Rainmaker,PG-13,1997.0,135.0,Matt Damon,13000.0,Dean Stockwell,936.0,Virginia Madsen,913.0
1236,Gothika,R,2003.0,98.0,Robert Downey Jr.,21000.0,Charles S. Dutton,534.0,Bernard Hill,416.0
1237,Amistad,R,1997.0,155.0,Anthony Hopkins,12000.0,Morgan Freeman,11000.0,Matthew McConaughey,11000.0
1238,Medicine Man,PG-13,1992.0,106.0,Lorraine Bracco,472.0,José Wilker,47.0,Sean Connery,0.0
1239,Aliens vs. Predator: Requiem,R,2007.0,102.0,Sam Trammell,1000.0,Johnny Lewis,741.0,Ian Whyte,473.0
1240,Ri¢hie Ri¢h,PG,1994.0,95.0,Macaulay Culkin,3000.0,John Larroquette,450.0,Jonathan Hyde,287.0
1241,Autumn in New York,PG-13,2000.0,103.0,J.K. Simmons,24000.0,Sam Trammell,1000.0,Elaine Stritch,586.0
1242,Music and Lyrics,PG-13,2007.0,95.0,Brad Garrett,799.0,Scott Porter,690.0,Haley Bennett,664.0
1243,Paul,R,2011.0,109.0,Bobby Lee,176.0,Nelson Ascencio,61.0,Jeremy Owen,57.0
1244,The Guilt Trip,PG-13,2012.0,95.0,Miriam Margolyes,405.0,Tom Virtue,358.0,Julene Renee,78.0
1245,Scream 4,R,2011.0,111.0,Alison Brie,2000.0,Aimee Teegarden,741.0,Shenae Grimes-Beech,687.0
1246,8MM,R,1999.0,123.0,Nicolas Cage,12000.0,Chris Bauer,638.0,Anthony Heald,173.0
1247,The Doors,R,1991.0,140.0,Michael Wincott,721.0,Kevin Dillon,576.0,Kathleen Quinlan,552.0
1248,Sex Tape,R,2014.0,94.0,James Wilcox,683.0,Randall Park,392.0,Nat Faxon,214.0
1249,Hanging Up,PG-13,2000.0,94.0,Adam Arkin,374.0,Celia Weston,258.0,Jesse James,235.0
1250,Final Destination 5,R,2011.0,92.0,Emma Bell,703.0,Jacqueline MacInnes Wood,682.0,Courtney B. Vance,495.0
1251,Mickey Blue Eyes,PG-13,1999.0,102.0,Jeanne Tripplehorn,711.0,Burt Young,683.0,Vincent Pastore,584.0
1252,Pay It Forward,PG-13,2000.0,123.0,Kevin Spacey,18000.0,Haley Joel Osment,3000.0,Angie Dickinson,754.0
1253,Fever Pitch,PG-13,2005.0,104.0,Jimmy Fallon,787.0,KaDee Strickland,299.0,Ione Skye,223.0
1254,Arthur,TV-Y,,30.0,Bruce Dinsmore,51.0,Melissa Altro,21.0,Daniel Brochu,12.0
1255,Drillbit Taylor,PG-13,2008.0,102.0,Lisa Ann Walter,1000.0,Shaun Weiss,613.0,Matt Walsh,490.0
1256,A Million Ways to Die in the West,R,2014.0,136.0,Liam Neeson,14000.0,Charlize Theron,9000.0,Seth MacFarlane,3000.0
1257,The Shadow,PG-13,1994.0,93.0,Jonathan Winters,924.0,Peter Boyle,595.0,John Kapelos,510.0
1258,Extremely Loud & Incredibly Close,PG-13,2011.0,129.0,Tom Hanks,15000.0,Thomas Horn,467.0,Stephen Henderson,64.0
1259,Morning Glory,PG-13,2010.0,107.0,Noah Bean,293.0,Patti D'Arbanville,117.0,Vanessa Aspillaga,58.0
1260,Get Rich or Die Tryin',R,2005.0,117.0,50 Cent,1000.0,Bill Duke,1000.0,Marc John Jefferies,441.0
1261,The Art of War,R,2000.0,116.0,Michael Biehn,2000.0,Cary-Hiroyuki Tagawa,1000.0,Anne Archer,249.0
1262,Rent,PG-13,2005.0,135.0,Rosario Dawson,3000.0,David Fine,1000.0,Jesse L. Martin,715.0
1263,Bless the Child,R,2000.0,107.0,Rufus Sewell,3000.0,Jimmy Smits,941.0,Angela Bettis,294.0
1264,The Out-of-Towners,PG-13,1999.0,90.0,Oliver Hudson,607.0,Valerie Perri,322.0,Carlease Burke,210.0
1265,The Island of Dr. Moreau,PG-13,1996.0,99.0,Marlon Brando,10000.0,Temuera Morrison,368.0,Marco Hofschneider,44.0
1266,The Musketeer,PG-13,2001.0,104.0,Catherine Deneuve,964.0,Justin Chambers,931.0,Stephen Rea,327.0
1267,The Other Boleyn Girl,PG-13,2008.0,115.0,Natalie Portman,20000.0,Scarlett Johansson,19000.0,Benedict Cumberbatch,19000.0
1268,Sweet November,PG-13,2001.0,119.0,Keanu Reeves,18000.0,Charlize Theron,9000.0,Frank Langella,903.0
1269,The Reaping,R,2007.0,99.0,Stephen Rea,327.0,Andrea Frankle,253.0,William Ragsdale,135.0
1270,Mean Streets,R,1973.0,112.0,Robert De Niro,22000.0,David Carradine,926.0,David Proval,354.0
1271,Renaissance Man,PG-13,1994.0,128.0,Ed Begley Jr.,783.0,Cliff Robertson,754.0,Lillo Brancato,353.0
1272,Colombiana,PG-13,2011.0,112.0,Jordi Mollà,877.0,Callum Blue,738.0,Jesse Borrego,674.0
1273,The Magic Sword: Quest for Camelot,G,1998.0,86.0,Gary Oldman,10000.0,Jaleel White,908.0,Eric Idle,795.0
1274,City by the Sea,R,2002.0,108.0,Robert De Niro,22000.0,James Franco,11000.0,John Doman,616.0
1275,At First Sight,PG-13,1999.0,128.0,Mira Sorvino,978.0,Nathan Lane,886.0,Steven Weber,685.0
1276,Torque,PG-13,2004.0,84.0,Dane Cook,1000.0,Jay Hernandez,1000.0,Christina Milian,1000.0
1277,City Hall,R,1996.0,111.0,Al Pacino,14000.0,Martin Landau,940.0,Bridget Fonda,889.0
1278,Showgirls,NC-17,1995.0,131.0,Bobbie Phillips,16000.0,Elizabeth Berkley,893.0,Robert Davi,683.0
1279,Marie Antoinette,PG-13,2006.0,123.0,Kirsten Dunst,4000.0,Shirley Henderson,887.0,Rip Torn,826.0
1280,Kiss of Death,R,1995.0,101.0,Nicolas Cage,12000.0,Michael Rapaport,975.0,Philip Baker Hall,497.0
1281,Get Carter,R,2000.0,102.0,Sylvester Stallone,13000.0,Miranda Richardson,530.0,Lauren Lee Smith,351.0
1282,The Impossible,PG-13,2012.0,114.0,Naomi Watts,6000.0,Geraldine Chaplin,382.0,Oaklee Pendergast,284.0
1283,Ishtar,PG-13,1987.0,107.0,Carol Kane,636.0,Warren Beatty,631.0,Isabelle Adjani,572.0
1284,Fantastic Mr. Fox,PG,2009.0,87.0,Bill Murray,13000.0,Meryl Streep,11000.0,Helen McCrory,563.0
1285,Life or Something Like It,PG-13,2002.0,103.0,Angelina Jolie Pitt,11000.0,Stockard Channing,944.0,James Gammon,311.0
1286,Memoirs of an Invisible Man,PG-13,1992.0,99.0,Richard Epcar,782.0,Michael McKean,658.0,Patricia Heaton,402.0
1287,Amélie,R,2001.0,122.0,Mathieu Kassovitz,326.0,Jamel Debbouze,326.0,Isabelle Nanty,54.0
1288,New York Minute,PG,2004.0,91.0,Mary-Kate Olsen,976.0,Bob Saget,799.0,Riley Smith,762.0
1289,Alfie,R,2004.0,103.0,Omar Epps,865.0,Nia Long,826.0,Jane Krakowski,624.0
1290,Big Miracle,PG,2012.0,107.0,Ted Danson,875.0,Tim Blake Nelson,596.0,Andrew Daly,171.0
1291,The Deep End of the Ocean,PG-13,1999.0,106.0,Alexa PenaVega,2000.0,Treat Williams,642.0,Jonathan Jackson,613.0
1292,Feardotcom,R,2002.0,101.0,Natascha McElhone,2000.0,Jeffrey Combs,886.0,Udo Kier,595.0
1293,Cirque du Freak: The Vampire's Assistant,PG-13,2009.0,109.0,Josh Hutcherson,14000.0,Salma Hayek,4000.0,Patrick Fugit,835.0
1294,Duplex,PG-13,2003.0,89.0,Justin Theroux,1000.0,Amber Valletta,627.0,Harvey Fierstein,500.0
1295,Soul Men,R,2008.0,100.0,Bernie Mac,1000.0,Sean Hayes,760.0,Mike Epps,706.0
1296,Raise the Titanic,PG,1980.0,119.0,M. Emmet Walsh,521.0,Jason Robards,372.0,Anne Archer,249.0
1297,Universal Soldier: The Return,R,1999.0,83.0,Michael Jai White,2000.0,Daniel von Bargen,577.0,Xander Berkeley,485.0
1298,Pandorum,R,2009.0,108.0,Norman Reedus,12000.0,Dennis Quaid,2000.0,Eddie Rouse,61.0
1299,Impostor,R,2001.0,102.0,Gary Dourdan,1000.0,Mekhi Phifer,1000.0,Tim Guinee,259.0
1300,Extreme Ops,PG-13,2002.0,93.0,Rufus Sewell,3000.0,Bridgette Wilson-Sampras,545.0,Rupert Graves,443.0
1301,Just Visiting,PG-13,2001.0,84.0,Bridgette Wilson-Sampras,545.0,Matt Ross,248.0,John Aylward,219.0
1302,Sunshine,R,2007.0,107.0,Chris Evans,11000.0,Benedict Wong,372.0,Troy Garity,167.0
1303,A Thousand Words,PG-13,2012.0,91.0,John Gatins,61.0,Lou Saliba,46.0,Greg Collins,39.0
1304,Delgo,PG,2008.0,94.0,Eric Idle,795.0,Anne Bancroft,754.0,Kelly Ripa,379.0
1305,The Gunman,R,2015.0,115.0,Ray Winstone,1000.0,Mark Rylance,535.0,Jasmine Trinca,87.0
1306,Alex Rider: Operation Stormbreaker,PG,2006.0,93.0,Alex Pettyfer,15000.0,Sophie Okonedo,460.0,Ashley Walters,173.0
1307,Disturbia,PG-13,2007.0,105.0,Sarah Roemer,884.0,Aaron Yoo,617.0,Jose Pablo Cantillo,502.0
1308,Hackers,PG-13,1995.0,107.0,Angelina Jolie Pitt,11000.0,Fisher Stevens,922.0,Lorraine Bracco,472.0
1309,The Hunting Party,R,2007.0,101.0,James Brolin,499.0,Zan Marolt,3.0,Ljubomir Kerekes,2.0
1310,The Hudsucker Proxy,PG,1994.0,111.0,Jennifer Jason Leigh,1000.0,Bill Cobbs,970.0,John Mahoney,385.0
1311,The Warlords,R,2007.0,113.0,Jet Li,5000.0,Takeshi Kaneshiro,755.0,Andy Lau,483.0
1312,Nomad: The Warrior,R,2005.0,112.0,Jay Hernandez,1000.0,Kuno Becker,580.0,Jason Scott Lee,533.0
1313,Snowpiercer,R,2013.0,126.0,Chris Evans,11000.0,Ewen Bremner,557.0,Kang-ho Song,398.0
1314,A Monster in Paris,PG,2011.0,90.0,Adam Goldberg,1000.0,Bob Balaban,559.0,François Cluzet,541.0
1315,The Last Shot,R,2004.0,93.0,Matthew Broderick,2000.0,Glenn Morshower,894.0,Tim Blake Nelson,596.0
1316,The Crow,R,1994.0,98.0,Michael Wincott,721.0,Bai Ling,582.0,David Patrick Kelly,380.0
1317,Baahubali: The Beginning,,2015.0,159.0,Tamannaah Bhatia,218.0,Anushka Shetty,133.0,Prabhas,72.0
1318,The Time Traveler's Wife,PG-13,2009.0,107.0,Arliss Howard,152.0,Brooklynn Proulx,142.0,Michelle Nolden,100.0
1319,Because I Said So,PG-13,2007.0,102.0,Colin Ferguson,747.0,Stephen Collins,452.0,Tom Everett Scott,433.0
1320,Frankenweenie,PG,2012.0,87.0,Martin Landau,940.0,Catherine O'Hara,925.0,Atticus Shaffer,787.0
1321,Serenity,PG-13,2005.0,119.0,Adam Baldwin,2000.0,Sean Maher,505.0,Michael Hitchcock,279.0
1322,Against the Ropes,PG-13,2004.0,110.0,Omar Epps,865.0,Charles S. Dutton,534.0,Tim Daly,511.0
1323,Superman III,PG,1983.0,125.0,Margot Kidder,593.0,Robert Vaughn,542.0,Jackie Cooper,420.0
1324,Grudge Match,PG-13,2013.0,113.0,Robert De Niro,22000.0,Sylvester Stallone,13000.0,Oscar Gale,785.0
1325,Red Cliff,R,2008.0,150.0,Takeshi Kaneshiro,755.0,Tony Chiu Wai Leung,643.0,Wei Zhao,478.0
1326,Sweet Home Alabama,PG-13,2002.0,108.0,Ethan Embry,982.0,Mary Lynn Rajskub,935.0,Courtney Gains,559.0
1327,The Ugly Truth,R,2009.0,96.0,Gerard Butler,18000.0,John Michael Higgins,957.0,Eric Winter,954.0
1328,Sgt. Bilko,PG,1996.0,93.0,Austin Pendleton,597.0,Phil Hartman,516.0,Max Casella,275.0
1329,Spy Kids 2: Island of Lost Dreams,PG,2002.0,100.0,Steve Buscemi,12000.0,Alexa PenaVega,2000.0,Emily Osment,1000.0
1330,Star Trek: Generations,PG,1994.0,118.0,LeVar Burton,1000.0,Alan Ruck,946.0,Jonathan Frakes,906.0
1331,The Grandmaster,PG-13,2013.0,122.0,Tony Chiu Wai Leung,643.0,Hye-kyo Song,290.0,Elvis Tsui,7.0
1332,Water for Elephants,PG-13,2011.0,120.0,Robert Pattinson,21000.0,Christoph Waltz,11000.0,James Frain,1000.0
1333,3rd Rock from the Sun,TV-PG,,60.0,Joseph Gordon-Levitt,23000.0,Wayne Knight,967.0,Kristen Johnston,501.0
1334,Dragon Nest: Warriors' Dawn,,2014.0,88.0,Blythe Auffarth,76.0,Bianca Collins,47.0,Jiao Xu,46.0
1335,The Hurricane,R,1999.0,146.0,Denzel Washington,18000.0,Vincent Pastore,584.0,Deborah Kara Unger,495.0
1336,Enough,PG-13,2002.0,115.0,Bill Cobbs,970.0,Jeff Kober,919.0,Billy Campbell,789.0
1337,Heartbreakers,PG-13,2001.0,123.0,Sarah Silverman,931.0,Anne Bancroft,754.0,Jeffrey Jones,692.0
1338,Paul Blart: Mall Cop 2,PG,2015.0,94.0,D.B. Woodside,598.0,Daniella Alonso,557.0,Eduardo Verástegui,377.0
1339,Angel Eyes,R,2001.0,102.0,Sonia Braga,308.0,Shirley Knight,285.0,Kari Matchett,280.0
1340,Joe Somebody,PG,2001.0,98.0,Jim Belushi,854.0,Ken Marino,543.0,Kelly Lynch,466.0
1341,The Ninth Gate,R,1999.0,133.0,Johnny Depp,40000.0,Frank Langella,903.0,Lena Olin,541.0
1342,Extreme Measures,R,1996.0,118.0,J.K. Simmons,24000.0,Paul Guilfoyle,210.0,Bill Nunn,182.0
1343,Rock Star,R,2001.0,105.0,Beth Grant,628.0,Dagmara Dominczyk,316.0,Matthew Glave,108.0
1344,Precious,R,2009.0,109.0,Mo'Nique,940.0,Gabourey Sidibe,906.0,Mariah Carey,736.0
1345,White Squall,PG-13,1996.0,129.0,Jeff Bridges,12000.0,Jason Marsden,1000.0,Ethan Embry,982.0
1346,The Thing,R,1982.0,109.0,Wilford Brimley,957.0,Richard Masur,163.0,David Clennon,145.0
1347,Riddick,R,2013.0,127.0,Vin Diesel,14000.0,Nolan Gerard Funk,924.0,Bokeem Woodbine,904.0
1348,Switchback,R,1997.0,118.0,Gregory Scott Cummins,37.0,Claudia Stedelin,12.0,Ted Markland,12.0
1349,Texas Rangers,PG-13,2001.0,110.0,Tom Skerritt,1000.0,Usher Raymond,569.0,Leonor Varela,427.0
1350,City of Ember,PG,2008.0,90.0,Bill Murray,13000.0,Toby Jones,2000.0,Harry Treadaway,260.0
1351,The Master,R,2012.0,144.0,Mike Howard,378.0,Jeffrey W. Jenkins,18.0,Bruce Goodchild,15.0
1352,Virgin Territory,R,2007.0,97.0,Hayden Christensen,4000.0,Ryan Cartwright,476.0,David Walliams,217.0
1353,The Express,PG,2008.0,130.0,Dennis Quaid,2000.0,Nicole Beharie,898.0,Charles S. Dutton,534.0
1354,The 5th Wave,PG-13,2016.0,112.0,Chloë Grace Moretz,17000.0,Maggie Siff,1000.0,Nick Robinson,724.0
1355,Creed,PG-13,2015.0,133.0,Sylvester Stallone,13000.0,Phylicia Rashad,597.0,Graham McTavish,531.0
1356,The Town,R,2010.0,150.0,Jeremy Renner,10000.0,Jon Hamm,4000.0,Owen Burke,206.0
1357,What to Expect When You're Expecting,PG-13,2012.0,110.0,Anna Kendrick,10000.0,Dennis Quaid,2000.0,Thomas Lennon,651.0
1358,Burn After Reading,R,2008.0,96.0,J.K. Simmons,24000.0,Brad Pitt,11000.0,Kevin Sussman,681.0
1359,Nim's Island,PG,2008.0,96.0,Gerard Butler,18000.0,Anthony Simcoe,82.0,Christopher James Baker,35.0
1360,Rush,R,2013.0,123.0,Chris Hemsworth,26000.0,Olivia Wilde,10000.0,Alexandra Maria Lara,471.0
1361,Magnolia,R,1999.0,188.0,Patton Oswalt,786.0,Neil Flynn,625.0,Jim Meskimen,272.0
1362,Cop Out,R,2010.0,107.0,Bruce Willis,13000.0,Tracy Morgan,642.0,Kevin Pollak,574.0
1363,How to Be Single,R,2016.0,110.0,Alison Brie,2000.0,Damon Wayans Jr.,756.0,Nicholas Braun,591.0
1364,Dolphin Tale,PG,2011.0,113.0,Morgan Freeman,11000.0,Michael Roark,680.0,Harry Connick Jr.,631.0
1365,Twilight,PG-13,2008.0,122.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,Anna Kendrick,10000.0
1366,John Q,PG-13,2002.0,116.0,Denzel Washington,18000.0,Laura Harring,669.0,Anne Heche,695.0
1367,Blue Streak,PG-13,1999.0,93.0,Peter Greene,789.0,Dave Chappelle,744.0,Tamala Jones,405.0
1368,We're the Millers,R,2013.0,118.0,Laura-Leigh,740.0,Molly C. Quinn,707.0,Thomas Lennon,651.0
1369,Obitaemyy ostrov,,2009.0,115.0,Yuliya Snigir,463.0,Fedor Bondarchuk,35.0,Aleksey Serebryakov,30.0
1370,Breakdown,R,1997.0,93.0,Kathleen Quinlan,552.0,M.C. Gainey,284.0,J.T. Walsh,263.0
1371,Never Say Never Again,PG,1983.0,121.0,Bernie Casey,180.0,Klaus Maria Brandauer,172.0,Barbara Carrera,133.0
1372,Hot Tub Time Machine,R,2010.0,101.0,Charlie McDermott,496.0,Collette Wolfe,390.0,Crystal Lowe,319.0
1373,Dolphin Tale 2,PG,2014.0,107.0,Morgan Freeman,11000.0,Taylor Blackwell,641.0,Harry Connick Jr.,631.0
1374,Reindeer Games,R,2000.0,124.0,Charlize Theron,9000.0,James Frain,1000.0,Clarence Williams III,475.0
1375,A Man Apart,R,2003.0,109.0,Vin Diesel,14000.0,Jeff Kober,919.0,Larenz Tate,582.0
1376,Aloha,PG-13,2015.0,105.0,Emma Stone,15000.0,Bradley Cooper,14000.0,Bill Murray,13000.0
1377,Ghosts of Mississippi,PG-13,1996.0,130.0,Alexa PenaVega,2000.0,Virginia Madsen,913.0,Craig T. Nelson,723.0
1378,Snow Falling on Cedars,PG-13,1999.0,127.0,Rick Yune,746.0,Reeve Carney,602.0,Daniel von Bargen,577.0
1379,The Rite,PG-13,2011.0,114.0,Anthony Hopkins,12000.0,Colin O'Donoghue,3000.0,Toby Jones,2000.0
1380,Gattaca,PG-13,1997.0,106.0,Blair Underwood,685.0,Xander Berkeley,485.0,Mason Gamble,263.0
1381,Isn't She Great,R,2000.0,95.0,Stockard Channing,944.0,Nathan Lane,886.0,John Larroquette,450.0
1382,Space Chimps,G,2008.0,81.0,Cheryl Hines,541.0,Kenan Thompson,521.0,Omid Abtahi,387.0
1383,Head of State,PG-13,2003.0,95.0,Bernie Mac,1000.0,Dylan Baker,812.0,Tracy Morgan,642.0
1384,The Hangover,R,2009.0,108.0,Bradley Cooper,14000.0,Rob Riggle,839.0,Mike Epps,706.0
1385,Ip Man 3,PG-13,2015.0,105.0,Mike Tyson,461.0,Lynn Hung,79.0,Kwok-Kwan Chan,51.0
1386,Austin Powers: The Spy Who Shagged Me,PG-13,1999.0,95.0,Muse Watson,45000.0,Verne Troyer,645.0,Robert Wagner,481.0
1387,Batman,PG-13,1989.0,126.0,Michael Gough,920.0,Jack Palance,549.0,William Hootkins,488.0
1388,There Be Dragons,PG-13,2011.0,102.0,Jordi Mollà,877.0,Dougray Scott,794.0,Lily Cole,785.0
1389,Lethal Weapon 3,R,1992.0,121.0,Rene Russo,808.0,Nick Chinlund,277.0,Stuart Wilson,94.0
1390,The Blind Side,PG-13,2009.0,129.0,Catherine Dyer,768.0,Quinton Aaron,734.0,Kim Dickens,624.0
1391,Rush Hour,TV-14,,43.0,Jon Foo,778.0,Aimee Garcia,618.0,Wendie Malick,452.0
1392,Spy Kids,PG,2001.0,88.0,Alexa PenaVega,2000.0,Cheech Marin,844.0,Daryl Sabara,640.0
1393,Horrible Bosses,R,2011.0,106.0,Kevin Spacey,18000.0,Lindsay Sloane,465.0,Reginald Ballard,64.0
1394,True Grit,PG-13,2010.0,110.0,Matt Damon,13000.0,Jeff Bridges,12000.0,Bruce Green,538.0
1395,The Devil Wears Prada,PG-13,2006.0,109.0,Meryl Streep,11000.0,Anne Hathaway,11000.0,Rebecca Mader,505.0
1396,Star Trek: The Motion Picture,PG,1979.0,143.0,Leonard Nimoy,12000.0,Nichelle Nichols,664.0,Walter Koenig,643.0
1397,Identity Thief,R,2013.0,120.0,Jon Favreau,4000.0,Eric Stonestreet,904.0,T.I.,680.0
1398,Cape Fear,R,1991.0,128.0,Robert De Niro,22000.0,Robert Mitchum,1000.0,Joe Don Baker,387.0
1399,21,PG-13,2008.0,123.0,Kevin Spacey,18000.0,Jim Sturgess,5000.0,Josh Gad,1000.0
1400,Trainwreck,R,2015.0,129.0,Amy Schumer,492.0,Randall Park,392.0,Josh Segarra,213.0
1401,Guess Who,PG-13,2005.0,105.0,Bernie Mac,1000.0,Nicole Sullivan,358.0,Sherri Shepherd,278.0
1402,The English Patient,R,1996.0,162.0,Colin Firth,14000.0,Kristin Scott Thomas,1000.0,Jürgen Prochnow,362.0
1403,L.A. Confidential,R,1997.0,138.0,Kevin Spacey,18000.0,Matt McCoy,398.0,Paul Guilfoyle,210.0
1404,Sky High,PG,2005.0,100.0,Michael Angarano,947.0,Kelly Preston,743.0,Nicholas Braun,591.0
1405,In & Out,PG-13,1997.0,90.0,Tom Selleck,19000.0,Wilford Brimley,957.0,Lauren Ambrose,945.0
1406,Species,R,1995.0,108.0,Natasha Henstridge,900.0,Marg Helgenberger,759.0,Jordan Lund,25.0
1407,A Nightmare on Elm Street,X,1984.0,101.0,Johnny Depp,40000.0,Lin Shaye,852.0,Amanda Wyss,574.0
1408,The Cell,R,2000.0,109.0,Dylan Baker,812.0,Jake Weber,551.0,James Gammon,311.0
1409,The Man in the Iron Mask,PG-13,1998.0,132.0,Leonardo DiCaprio,29000.0,Anne Parillaud,130.0,Judith Godrèche,80.0
1410,Secretariat,PG,2010.0,123.0,Scott Glenn,826.0,Kevin Connolly,638.0,Dylan Walsh,426.0
1411,TMNT,PG,2007.0,87.0,Chris Evans,11000.0,Sarah Michelle Gellar,4000.0,Mako,691.0
1412,Radio,PG,2003.0,109.0,Alfre Woodard,1000.0,Riley Smith,762.0,Debra Winger,568.0
1413,Friends with Benefits,R,2011.0,109.0,Mila Kunis,15000.0,Justin Timberlake,3000.0,Masi Oka,923.0
1414,Neighbors 2: Sorority Rising,R,2016.0,92.0,Chloë Grace Moretz,17000.0,Ike Barinholtz,329.0,Kiersey Clemons,190.0
1415,Saving Mr. Banks,PG-13,2013.0,125.0,Tom Hanks,15000.0,Ruth Wilson,2000.0,B.J. Novak,825.0
1416,Malcolm X,PG-13,1992.0,202.0,Denzel Washington,18000.0,Delroy Lindo,848.0,Al Freeman Jr.,318.0
1417,This Is 40,R,2012.0,134.0,Charlyne Yi,529.0,Maude Apatow,130.0,Mackenzie Aladjem,120.0
1418,Old Dogs,PG,2009.0,88.0,Robin Williams,49000.0,Bernie Mac,1000.0,Ann-Margret,931.0
1419,Underworld: Rise of the Lycans,R,2009.0,92.0,Craig Parker,978.0,Kevin Grevioux,593.0,Steven Mackintosh,227.0
1420,License to Wed,PG-13,2007.0,91.0,Robin Williams,49000.0,Christine Taylor,838.0,Mindy Kaling,767.0
1421,The Benchwarmers,PG-13,2006.0,75.0,Jon Lovitz,11000.0,Jon Heder,970.0,Tim Meadows,553.0
1422,Must Love Dogs,PG-13,2005.0,98.0,Stockard Channing,944.0,Victor Webster,940.0,Elizabeth Perkins,664.0
1423,Donnie Brasco,R,1997.0,147.0,Johnny Depp,40000.0,Al Pacino,14000.0,Anne Heche,695.0
1424,Resident Evil,R,2002.0,100.0,Milla Jovovich,14000.0,Jaymes Butler,2000.0,Colin Salmon,766.0
1425,Poltergeist,PG,1982.0,120.0,Heather O'Rourke,887.0,Zelda Rubinstein,770.0,Craig T. Nelson,723.0
1426,The Ladykillers,R,2004.0,104.0,J.K. Simmons,24000.0,Tom Hanks,15000.0,Stephen Root,939.0
1427,Max Payne,PG-13,2008.0,103.0,Mila Kunis,15000.0,Beau Bridges,552.0,Jamie Hector,248.0
1428,In Time,PG-13,2011.0,109.0,Matt Bomer,20000.0,Olivia Wilde,10000.0,Justin Timberlake,3000.0
1429,The Back-up Plan,PG-13,2010.0,104.0,Danneel Ackles,1000.0,Noureen DeWulf,701.0,Tom Bosley,584.0
1430,Something Borrowed,PG-13,2011.0,112.0,Ashley Williams,969.0,Steve Howey,826.0,Kirsten Day,196.0
1431,Hit the Floor,,,60.0,Jodi Lyn O'Keefe,897.0,Kimberly Elise,637.0,Logan Browning,628.0
1432,Black Knight,PG-13,2001.0,95.0,Tom Wilkinson,1000.0,Marsha Thomason,691.0,Vincent Regan,447.0
1433,The Bad News Bears,PG,1976.0,102.0,Tatum O'Neal,288.0,Vic Morrow,257.0,Joyce Van Patten,57.0
