Index,budget,revenue,original_title,genres,release_year
4237,1500000,0,The Fantastic Four,Science Fiction,1994
8502,30000000,102616183,Primal Fear,Thriller,1996
2631,0,0,Mulholland Dr.,Mystery,1999
7631,0,0,The Dukes of Hazzard: The Beginning,Action,2007
1940,125000000,232713139,Clash of the Titans,Fantasy,2010
4847,0,0,Wish You Were Here,Comedy,2012
4072,10000000,598645,Swept Away,Romance,2002
127,19500000,32189727,Secret in Their Eyes,Crime,2015
6372,9000000,0,Trust the Man,Romance,2005
4476,0,104907746,The Campaign,Comedy,2012
9657,0,2585639,House of Games,Drama,1987
1794,0,0,TiMER,Drama,2009
181,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Animation,2015
3774,1000000,0,Fastest,Documentary,2011
2425,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Crime,1999
2681,10000000,59217789,Jeepers Creepers,Horror,2001
841,0,31911598,Get on Up,Drama,2014
7837,11000000,0,Hair,Drama,1979
2185,0,0,Inception: The Cobol Job,Animation,2010
4102,0,0,The Emperor's Club,Drama,2002
7171,0,548039,The Final Cut,Science Fiction,2004
8008,0,21200000,Christine,Drama,1983
5258,35000000,126216940,L.A. Confidential,Crime,1997
7927,58000000,25928721,The Cotton Club,Music,1984
2902,225000000,419651413,The Chronicles of Narnia: Prince Caspian,Adventure,2008
491,0,0,Extraordinary Tales,Animation,2015
5156,0,0,Grind,Family,2003
1466,39000000,101229792,The Time Traveler's Wife,Fantasy,2009
9984,54000000,136766062,The Godfather: Part III,Thriller,1990
1069,5000000,4013786,My Old Lady,Drama,2014
5459,35000000,116980662,Warm Bodies,Comedy,2013
10258,25000000,40903593,Falling Down,Crime,1993
8415,18000000,6000000,Dragonslayer,Fantasy,1981
2724,68000000,71069884,The Score,Crime,2001
1379,0,0,Day of the Animals,Thriller,1977
1100,0,0,Petals on the Wind,Thriller,2014
762,6500000,255273813,Annabelle,Horror,2014
5121,60000000,0,Angels in America,Fantasy,2003
9465,9000000,44196684,Child's Play,Horror,1988
8377,28000000,195312802,For Your Eyes Only,Thriller,1981
10419,0,0,Hombre,Action,1967
6384,20000000,10442808,Alone in the Dark,Horror,2005
10511,4500000,1261000,From Beyond,Horror,1986
677,28000000,53181600,A Walk Among the Tombstones,Mystery,2014
542,0,0,The Culling,Thriller,2015
8450,0,0,The Incredible Shrinking Woman,Science Fiction,1981
9183,40000000,332000000,Back to the Future Part II,Comedy,1989
2147,0,0,Bloomington,Drama,2010
6600,50000000,55181129,The Ant Bully,Family,2006
9694,0,12396383,Less Than Zero,Drama,1987
4159,0,0,John Carpenterâ€™s Vampires: Los Muertos,Thriller,2002
4289,40000000,0,North,Fantasy,1994
9775,0,0,Black Christmas,Horror,1974
29,61000000,311256926,Maze Runner: The Scorch Trials,Science Fiction,2015
9698,0,0,Baby Boom,Comedy,1987
3401,82000000,89792502,Sucker Punch,Fantasy,2011
10345,0,5632086,Swing Kids,Music,1993
9204,15000000,79258538,Uncle Buck,Drama,1989
7642,2000000,0,In the Shadow of the Moon,Documentary,2007
5907,0,0,Three Night Stand,Drama,2013
5098,7800000,22441323,Swimming Pool,Thriller,2003
6187,0,0,The Care Bears Movie,Comedy,1985
6915,8300000,0,Pledge This!,Comedy,2006
1579,0,0,Assassin's Creed: Lineage,Drama,2009
1618,20000000,73830340,Obsessed,Thriller,2009
10125,0,0,Mysterious Island,Action,1961
9946,850000,0,Two-Lane Blacktop,Drama,1971
9660,17000000,10278549,Someone to Watch Over Me,Thriller,1987
7683,4600000,0,Savage Grace,Drama,2007
4697,0,0,The Legend of Mor'du,Animation,2012
3538,0,0,Barbie: A Fairy Secret,Fantasy,2011
7672,0,0,Sex and Death 101,Romance,2007
5642,15000000,0,Devil's Knot,Thriller,2013
3463,35000000,59901913,Something Borrowed,Romance,2011
10732,0,0,Frosty the Snowman,TV Movie,1969
7583,0,0,The Air I Breathe,Action,2007
3407,32000000,54674226,The Tree of Life,Fantasy,2011
2523,0,0,An American Tail 4: The Mystery of the Night Monster,Mystery,1999
10554,2000000,0,Class of Nuke 'Em High,Horror,1986
4715,65000000,240159255,Resident Evil: Retribution,Action,2012
9863,0,0,Captain Clegg,Adventure,1962
1509,0,19406406,Oceans,Family,2009
2034,0,0,Minions: Home Makeover,Family,2010
5169,0,0,DÃ©dales,Mystery,2003
3585,5000000,3099314,Take Shelter,Thriller,2011
5820,6000000,0,Syrup,Comedy,2013
397,0,0,Nina Forever,Romance,2015
3681,0,0,Teen Spirit,Comedy,2011
4438,75000000,59418613,Rock of Ages,Comedy,2012
1906,0,0,Table for Three,Comedy,2009
7315,54000000,108185706,Superman II,Fantasy,1980
8799,24000000,12372410,Ready to Rumble,Comedy,2000
3792,0,0,La Nouvelle Guerre des boutons,Family,2011
6870,2300000,0,Peter & the Wolf,Family,2006
3100,0,0,Bathory,Drama,2008
5015,20000000,0,Holes,Comedy,2003
185,0,0,Halo: The Fall of Reach,Science Fiction,2015
6363,0,2945242,Romance & Cigarettes,Romance,2005
486,0,0,If There Be Thorns,Drama,2015
8610,0,0,Brassed Off,Drama,1996
3969,28,0,The 51st State,Comedy,2002
6992,0,0,The Lion King 1Â½,Animation,2004
7495,0,0,Afro Samurai,Fantasy,2007
6511,0,0,Reefer Madness: The Movie Musical,Comedy,2005
10614,0,0,The Three Musketeers,Adventure,1973
3928,55000000,154906693,Maid in Manhattan,Comedy,2002
4198,28000000,0,The Stand,Drama,1994
7974,9000000,0,The Ice Pirates,Science Fiction,1984
1700,5000000,0,Hardwired,Thriller,2009
2412,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Action,1999
2524,24000000,16290976,Muppets from Space,Science Fiction,1999
8733,0,0,The Yards,Drama,2000
709,0,0,A Merry Friggin' Christmas,Comedy,2014
2943,0,0,Diario de una ninfÃ³mana,Romance,2008
2885,150000000,333932083,The Curious Case of Benjamin Button,Drama,2008
4200,45000000,117615211,The Client,Drama,1994
2776,0,0,Princess of Thieves,Adventure,2001
4210,60000000,37000000,Junior,Comedy,1994
7181,0,0,Rois et reine,Romance,2004
8823,0,688510,Happy Accidents,Science Fiction,2000
6970,100000000,347451894,National Treasure,Action,2004
9746,0,0,Hell in the Pacific,War,1968
7018,100000000,82102379,Catwoman,Crime,2004
3631,2000000,13101672,Silent House,Mystery,2011
10238,0,0,The Wrong Trousers,Animation,1993
1077,0,0,Houdini,TV Movie,2014
8106,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Science Fiction,1995
2113,0,0,The Last Song,Drama,2010
9320,30000000,15556340,Highlander II: The Quickening,Fantasy,1991
10295,0,140081992,Sommersby,Romance,1993
660,180000000,758410378,Maleficent,Fantasy,2014
5630,0,0,Green Street Hooligans: Underground,Action,2013
4139,0,0,2009 ë¡œìŠ¤íŠ¸ë©”ëª¨ë¦¬ì¦ˆ,Drama,2002
5085,0,0,In America,Drama,2003
4142,0,0,Left Behind II: Tribulation Force,Thriller,2002
1058,0,0,Land Ho!,Adventure,2014
3913,59000000,383257136,Ice Age,Family,2002
4099,0,0,The Dangerous Lives of Altar Boys,Comedy,2002
9214,0,1700000,Best of the Best,Fantasy,1989
8678,62000000,127666415,U-571,Action,2000
7020,1000000,332323,9 Songs,Romance,2004
80,34000000,63013281,The Longest Ride,Romance,2015
7955,0,0,Crimes of Passion,Thriller,1984
7198,0,0,The 24th Day,Drama,2004
7223,1000000,0,Speak,Drama,2004
7150,0,0,Jack-Jack Attack,Animation,2004
7447,15000,193355800,Paranormal Activity,Mystery,2007
5262,90000000,171120329,Contact,Mystery,1997
1282,200000,0,Plague,Horror,2014
10350,0,0,The Beverly Hillbillies,Comedy,1993
7046,110000000,103951461,Home on the Range,Music,2004
4265,0,16668552,Blink,Mystery,1994
844,6600000,1554000,Clouds of Sils Maria,Drama,2014
10799,0,0,Patrick,Horror,1978
2109,50000000,0,Shanghai,Romance,2010
8745,28000000,33000337,Dracula 2000,Thriller,2000
230,2000000,45431,Lost River,Thriller,2015
5138,24000000,23510601,Biker Boyz,Drama,2003
265,20000000,0,Superfast!,Comedy,2015
4834,0,0,Arjun: The Warrior Prince,Foreign,2012
2438,70000000,23159305,The Iron Giant,Adventure,1999
6994,70000000,57958696,Sky Captain and the World of Tomorrow,Thriller,2004
1722,23000000,9366227,ChÃ©ri,Drama,2009
7582,0,0,Robot Chicken: Star Wars,Animation,2007
4140,0,0,Spellbound,Documentary,2002
4654,11000000,0,Freelancers,Crime,2012
7647,0,0,La HabitaciÃ³n de Fermat,Thriller,2007
9896,0,0,The Incredible Mr. Limpet,Comedy,1964
7859,0,0,10,Romance,1979
9848,0,0,Coonskin,Comedy,1975
6577,50000000,132180323,Perfume: The Story of a Murderer,Fantasy,2006
6541,0,0,Alien Apocalypse,Science Fiction,2005
7375,0,0,The Hunter,Drama,1980
10677,0,0,A Man Called Horse,Action,1970
5118,0,0,Les Enfants de la Pluie,Animation,2003
1033,0,2756,V/H/S: Viral,Thriller,2014
10768,0,0,The Star Wars Holiday Special,Family,1978
1947,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,Fantasy,2010
6242,57000000,52034889,Elizabethtown,Drama,2005
9301,4000000,0,Kill Me Again,Crime,1989
289,10000000,0,Grizzly,Horror,2015
8944,2,16,Death Wish 2,Thriller,1982
2296,0,0,The Cutting Edge: Fire & Ice,Drama,2010
1658,40000000,19258519,Amelia,Adventure,2009
6735,60000000,17800000,Flyboys,Romance,2006
5185,0,0,Dickie Roberts: Former Child Star,Comedy,2003
8695,12800000,40031879,Dancer in the Dark,Drama,2000
10231,30000000,135130999,A Perfect World,Thriller,1993
3638,0,15240456,African Cats,Adventure,2011
7195,14,0,Modigliani,Drama,2004
8496,25000000,14048372,The Arrival,Mystery,1996
6768,20000000,41237648,Man of the Year,Romance,2006
5144,0,0,Hitler: The Rise of Evil,War,2003
2223,0,0,Road Train,Science Fiction,2010
4432,0,81071,Stuck in Love,Comedy,2012
2886,145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Fantasy,2008
8693,30000000,173959438,Big Momma's House,Crime,2000
4058,17000000,0,They,Thriller,2002
9747,0,0,"Yours, Mine and Ours",Family,1968
10839,0,0,"It's the Great Pumpkin, Charlie Brown",Family,1966
6577,50000000,132180323,Perfume: The Story of a Murderer,Drama,2006
10861,0,0,The Endless Summer,Documentary,1966
7623,0,0,Your Friend the Rat,Animation,2007
1941,150000000,215283742,The Sorcerer's Apprentice,Adventure,2010
8045,0,0,Never Cry Wolf,Action,1983
5496,55000000,9489829,Bullet to the Head,Crime,2013
8027,0,6333135,Amityville 3-D,Horror,1983
5738,0,0,Last Passenger,Thriller,2013
5906,0,0,Still Life,Drama,2013
3155,0,0,Major Movie Star,Drama,2008
8179,35000000,64350171,Sudden Death,Adventure,1995
3914,60000000,214034224,The Bourne Identity,Mystery,2002
2122,10000,0,í¬í™” ì†ìœ¼ë¡œ,War,2010
945,30000000,0,The Swan Princess: A Royal Family Tale,Animation,2014
4359,0,0,Wagons East!,Adventure,1994
2045,48000000,112462508,Tooth Fairy,Family,2010
908,0,0,Vampire Academy,Comedy,2014
8781,25000000,15843608,Highlander: Endgame,Fantasy,2000
1843,3500000,0,Trailer Park Boys: Countdown to Liquor Day,Crime,2009
6321,10000000,17297244,The Matador,Action,2005
7448,175000000,173000000,Evan Almighty,Fantasy,2007
5290,27000000,60527873,Kiss the Girls,Mystery,1997
4600,4275000,0,Imaginaerum,Fantasy,2012
9054,20000000,18253415,Simon Birch,Comedy,1998
3200,14000000,0,Boot Camp,Drama,2008
7088,30000000,0,First Daughter,Drama,2004
168,14000000,16002420,Suffragette,Drama,2015
3366,0,887029,More Than a Game,Documentary,2008
7248,0,0,Satan's Little Helper,Comedy,2004
10610,0,13200000,Jesus Christ Superstar,Drama,1973
8736,40000000,161834276,Scream 3,Horror,2000
6861,14500000,22963701,IndigÃ¨nes,Drama,2006
3074,3500000,0,Batman: Gotham Knight,Adventure,2008
1522,20000000,22942221,Armored,Crime,2009
2810,11000000,23978402,Corky Romano,Action,2001
2057,10000000,66821036,Skyline,Science Fiction,2010
4429,25000000,99357138,The Lucky One,Drama,2012
1530,7500000,26096852,An Education,Drama,2009
3432,12000000,22939027,Young Adult,Romance,2011
7894,40000000,30925690,Dune,Science Fiction,1984
7856,0,0,Tess,Drama,1979
9759,6000000,30000000,Chinatown,Crime,1974
8863,0,0,Left Behind,Fantasy,2000
8021,0,16175602,Gorky Park,Drama,1983
10469,0,0,The Prize,Mystery,1963
10291,32000000,36733909,Alive,Thriller,1993
9705,0,13839404,Hamburger Hill,War,1987
4494,0,18112929,Chernobyl Diaries,Thriller,2012
10643,450000,0,Flesh for Frankenstein,Horror,1973
2284,2000000,0,Nine Dead,Drama,2010
10231,30000000,135130999,A Perfect World,Crime,1993
8842,0,0,The Filth and the Fury,Documentary,2000
7834,17500000,23438120,Caligola,Romance,1979
2366,0,427628,Break Ke Baad,Romance,2010
5212,0,0,Chalte Chalte,Comedy,2003
256,21000000,0,Robot Overlords,Science Fiction,2015
8060,0,0,Meantime,Comedy,1983
8693,30000000,173959438,Big Momma's House,Comedy,2000
141,6000000,41387687,The Lady in the Van,Comedy,2015
4790,2840000,11620000,English Vinglish,Drama,2012
5796,0,0,Summer in February,Drama,2013
9590,5000000,3569939,The New Adventures of Pippi Longstocking,Adventure,1988
10017,0,11567449,Henry & June,Romance,1990
3463,35000000,59901913,Something Borrowed,Comedy,2011
640,68000000,211817906,Fury,War,2014
7909,0,48143579,Tightrope,Crime,1984
7561,25000000,92991835,Michael Clayton,Mystery,2007
10796,0,0,The Swarm,Drama,1978
7024,105000000,115772733,The Chronicles of Riddick,Thriller,2004
6242,57000000,52034889,Elizabethtown,Romance,2005
1512,0,0,Battlestar Galactica: The Plan,Action,2009
1921,200000000,1025467110,Alice in Wonderland,Adventure,2010
10095,31000000,35419397,Mermaids,Comedy,1990
6588,24000000,155721132,Rocky Balboa,Drama,2006
9906,0,0,The Killers,Mystery,1964
7902,1500000,2300000,Repo Man,Drama,1984
7320,0,41675194,Cheech & Chong's Next Movie,Action,1980
2295,0,37000000,For Colored Girls,Drama,2010
10227,40000000,176997168,In the Line of Fire,Crime,1993
3828,1340000,0,Episode 50,Mystery,2011
7898,18000000,87000000,Star Trek III: The Search for Spock,Thriller,1984
1573,5100000,0,Shrink,Drama,2009
5042,0,0,Bionicle: Mask of Light,Adventure,2003
8016,22000000,42313354,Blue Thunder,Action,1983
4559,0,8887603,Hyde Park on Hudson,Comedy,2012
6240,58000000,102854431,Just Like Heaven,Fantasy,2005
3121,0,0,The Librarian: The Curse of the Judas Chalice,Comedy,2008
9630,20000000,66673516,Dragnet,Comedy,1987
4039,3000000,0,Hellraiser: Hellseeker,Horror,2002
3801,160000000,344420111,X-Men: First Class,Action,2011
6475,9600000,4386236,The Lost City,Romance,2005
3234,5750000,0,Bo chi tung wah,Thriller,2008
8843,0,0,Cherry Falls,Horror,2000
9006,60000,3221152,Pi,Drama,1998
10155,0,0,Sergeant Rutledge,Crime,1960
301,0,0,88,Thriller,2015
3968,68,193,The Sum of All Fears,Action,2002
6700,40000000,23937870,Stormbreaker,Family,2006
1207,0,0,Inner Demons,Thriller,2014
10103,0,0,The Krays,Drama,1990
1805,12500000,0,Lascars,Comedy,2009
1556,0,2277396,Adam,Drama,2009
4907,0,0,Fresh Meat,Horror,2012
9289,6000000,14278900,The Wizard,Drama,1989
5295,30000000,25480490,Mimic,Horror,1997
10193,0,0,The Shootist,Adventure,1976
2809,0,0,The Fourth Angel,Thriller,2001
1404,23600000,102391382,Zombieland,Comedy,2009
5627,0,0,Iron Man & Hulk: Heroes United,Animation,2013
5671,3500000,0,Justice League: The Flashpoint Paradox,Animation,2013
7968,1250000,3412497,C.H.U.D.,Horror,1984
2602,0,239894,Body Shots,Drama,1999
7952,0,28078073,Cannonball Run II,Adventure,1984
4195,30000000,160638883,Legends of the Fall,Western,1994
1157,0,0,Perfect Sisters,Crime,2014
2595,0,0,Terror Firmer,Horror,1999
3393,200000000,559852396,Cars 2,Animation,2011
8157,0,339889,Total Eclipse,Romance,1995
8033,22000000,64892670,Staying Alive,Music,1983
3431,0,0,Arthur Christmas,Animation,2011
9603,23000000,51881013,Jaws: The Revenge,Thriller,1987
5512,12000000,12077441,Stoker,Horror,2013
635,165000000,652105443,Big Hero 6,Adventure,2014
9007,55000000,198685114,City of Angels,Fantasy,1998
7129,15000000,14867514,Raise Your Voice,Romance,2004
526,0,0,The Forbidden Room,Romance,2015
8711,41300000,106371651,The Whole Nine Yards,Crime,2000
6889,0,0,Delirious,Comedy,2006
418,0,0,Cyberbully,Drama,2015
3494,110000000,563749323,The Smurfs,Animation,2011
8979,60000000,171757863,Antz,Animation,1998
76,99000000,246233113,The Peanuts Movie,Family,2015
3551,0,0,Geek Charming,TV Movie,2011
954,5000000,10429707,Moms' Night Out,Comedy,2014
3405,0,0,Ice Age: A Mammoth Christmas,Family,2011
6339,0,0,Edison,Drama,2005
1361,0,0,The Serpent's Egg,Drama,1977
2889,150000000,603900354,Madagascar: Escape 2 Africa,Animation,2008
4957,40000000,244931766,Love Actually,Drama,2003
5835,0,0,Dirty Wars,Documentary,2013
8552,45000000,53854588,Tin Cup,Drama,1996
9498,2000000,0,Killer Klowns from Outer Space,Horror,1988
8228,0,0,Leprechaun 3,Horror,1995
9003,95000000,250288523,The Mask of Zorro,Thriller,1998
9631,0,0,A Muppet Family Christmas,TV Movie,1987
99,30000000,107597242,Paul Blart: Mall Cop 2,Action,2015
2629,0,0,Scooby-Doo! and the Witch's Ghost,Animation,1999
8308,6000000,25792310,Candyman,Horror,1992
7352,7200000,12729678,Atlantic City,Romance,1980
7430,70000000,86658558,The Kingdom,Thriller,2007
1451,40000000,186167139,The Final Destination,Mystery,2009
9756,950000,814666,Charly,Drama,1968
1989,8000000,3453043,Wild Target,Comedy,2010
3430,60000000,78309131,Priest,Horror,2011
7914,25300000,0,The Woman in Red,Romance,1984
2014,14000000,1755212,Flipped,Comedy,2010
667,13000000,0,The Loft,Thriller,2014
1661,0,0,Partly Cloudy,Fantasy,2009
5076,5000000,742898,Party Monster,Drama,2003
2331,0,0,Chain Letter,Thriller,2010
6068,0,0,A Very Merry Mix-Up,Drama,2013
9791,0,43008075,The Longest Yard,Crime,1974
8184,40000000,0,Kiss of Death,Drama,1995
1697,8500000,0,The Countess,Horror,2009
8678,62000000,127666415,U-571,Thriller,2000
9476,17500000,25024919,Cocoon: The Return,Drama,1988
6029,0,0,Toy Story of Terror!,Comedy,2013
8149,500000,1148752,Living in Oblivion,Drama,1995
5957,0,602042,We Steal Secrets: The Story of WikiLeaks,Documentary,2013
5111,5000000,4856298,Intermission,Romance,2003
3419,40000000,85412898,The Lincoln Lawyer,Drama,2011
6095,10000000,57500000,Commando,Adventure,1985
4405,209000000,303025485,Battleship,Adventure,2012
9774,200000,0,Deranged,Thriller,1974
2466,12000000,21133087,Stir of Echoes,Mystery,1999
7548,19000000,35300645,Vacancy,Thriller,2007
2380,0,0,Christmas Cupid,Fantasy,2010
8507,0,0,Thinner,Thriller,1996
5086,0,0,The Reckoning,Drama,2003
421,0,0,The Driftless Area,Drama,2015
744,0,1625847,'71,Action,2014
9985,22000000,424208848,Dances with Wolves,Adventure,1990
3431,0,0,Arthur Christmas,Drama,2011
7423,65000000,84785914,Zodiac,Mystery,2007
3811,0,0,Choose,Crime,2011
3904,0,0,You Instead,Foreign,2011
7643,12000000,5285197,Whisper,Horror,2007
5342,48000000,0,Red Corner,Crime,1997
1963,0,0,30 Days of Night: Dark Days,Horror,2010
427,1500000,0,Narcopolis,Mystery,2015
138,10000000,104303851,Insidious: Chapter 3,Drama,2015
8637,0,0,Celtic Pride,Comedy,1996
10738,0,0,A Boy Named Charlie Brown,Comedy,1969
3446,30000000,2527904,Machine Gun Preacher,Thriller,2011
3948,60000000,67312826,Star Trek: Nemesis,Action,2002
4092,60000000,52322400,Dragonfly,Drama,2002
1985,0,0,Tinker Bell and the Great Fairy Rescue,Family,2010
2940,0,0,High School Musical 3: Senior Year,Music,2008
10167,200000,0,Village of the Damned,Science Fiction,1960
1391,150000000,385680446,Star Trek,Adventure,2009
7690,0,0,Nancy Drew,Family,2007
8429,0,35610100,Sharky's Machine,Drama,1981
10660,10000000,100489151,Airport,Thriller,1970
9462,12300000,84460846,The Land Before Time,Adventure,1988
2141,3500000,0,Superman/Batman: Apocalypse,Animation,2010
4394,30000000,196114570,The Vow,Romance,2012
1923,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,Family,2010
3328,0,119563,Were The World Mine,Music,2008
9166,0,0,Clay Pigeons,Drama,1998
4866,0,0,PokÅ‚osie,Drama,2012
1350,0,0,Audrey Rose,Horror,1977
9696,0,0,Wanted: Dead or Alive,Crime,1987
4784,500000,0,Detention of the Dead,Comedy,2012
8107,30250000,115101622,Get Shorty,Comedy,1995
2635,15000000,20117339,Mulholland Drive,Thriller,2001
4095,0,0,The Importance of Being Earnest,Drama,2002
10189,0,51079064,Silver Streak,Comedy,1976
736,0,857522,Song of the Sea,Animation,2014
9469,0,42039085,Dirty Rotten Scoundrels,Crime,1988
7710,25000000,0,Arn: Tempelriddaren,Adventure,2007
607,0,0,The Outskirts,Comedy,2015
4992,50000000,88323487,Shanghai Knights,Action,2003
5129,0,0,Dead End,Horror,2003
7687,0,0,Outpost,Adventure,2007
1765,0,0,Taking Woodstock,Drama,2009
910,2400000,88273,Life After Beth,Comedy,2014
981,10,0,Plastic,Crime,2014
4132,40000000,8493890,Big Trouble,Thriller,2002
10840,0,0,Funeral in Berlin,Thriller,1966
3156,2000000,0,No Man's Land: The Rise of Reeker,Horror,2008
