cuisine_style,ranking,rating,reviews_number
Italian,3295.0,4.5,39.0
 Mediterranean,3295.0,4.5,39.0
African,4574.0,4.0,2.0
Italian,1082.0,4.0,158.0
 Mediterranean,1082.0,4.0,158.0
 European,1082.0,4.0,158.0
 Vegetarian Friendly,1082.0,4.0,158.0
 Vegan Options,1082.0,4.0,158.0
Mediterranean,1234.0,5.0,308.0
 Italian,1234.0,5.0,308.0
 Pizza,1234.0,5.0,308.0
 Vegetarian Friendly,1234.0,5.0,308.0
 Vegan Options,1234.0,5.0,308.0
Asian,770.0,4.0,3.0
 Thai,770.0,4.0,3.0
unknown,891.0,4.5,11.0
unknown,8775.0,4.0,14.0
Italian,3260.0,3.5,246.0
 Bar,3260.0,3.5,246.0
 Pub,3260.0,3.5,246.0
Bar,3323.0,3.0,145.0
 European,3323.0,3.0,145.0
 Pub,3323.0,3.0,145.0
 Czech,3323.0,3.0,145.0
 Central European,3323.0,3.0,145.0
Italian,1182.0,3.0,4.0
 Polish,1182.0,3.0,4.0
 International,1182.0,3.0,4.0
 European,1182.0,3.0,4.0
Polish,231.0,4.0,160.0
 European,231.0,4.0,160.0
 Eastern European,231.0,4.0,160.0
 Central European,231.0,4.0,160.0
Fast Food,2075.0,3.5,140.0
 International,2075.0,3.5,140.0
 Vegetarian Friendly,2075.0,3.5,140.0
 Vegan Options,2075.0,3.5,140.0
 Gluten Free Options,2075.0,3.5,140.0
Portuguese,3523.0,2.5,112.0
 Soups,3523.0,2.5,112.0
 Seafood,3523.0,2.5,112.0
 European,3523.0,2.5,112.0
Chinese,8018.0,3.0,21.0
French,13013.0,3.0,110.0
 Cafe,13013.0,3.0,110.0
 European,13013.0,3.0,110.0
Mediterranean,796.0,5.0,4.0
unknown,1010.0,4.0,NaN
Austrian,2089.0,4.5,3.0
 European,2089.0,4.5,3.0
 Hungarian,2089.0,4.5,3.0
Cafe,5338.0,3.5,4.0
Fusion,1908.0,4.0,6.0
Spanish,6047.0,3.5,3.0
American,8504.0,2.0,NaN
unknown,2435.0,4.0,9.0
Cafe,7351.0,3.0,2.0
Italian,571.0,4.0,24.0
 Pizza,571.0,4.0,24.0
Mediterranean,1075.0,4.5,325.0
 Spanish,1075.0,4.5,325.0
 Vegetarian Friendly,1075.0,4.5,325.0
 Gluten Free Options,1075.0,4.5,325.0
 Vegan Options,1075.0,4.5,325.0
French,283.0,4.0,128.0
 European,283.0,4.0,128.0
unknown,2718.0,3.5,26.0
Cafe,1020.0,5.0,6.0
Lebanese,39.0,4.5,270.0
 Mediterranean,39.0,4.5,270.0
 Middle Eastern,39.0,4.5,270.0
 Arabic,39.0,4.5,270.0
 Vegetarian Friendly,39.0,4.5,270.0
 Vegan Options,39.0,4.5,270.0
 Gluten Free Options,39.0,4.5,270.0
Bar,452.0,4.0,181.0
 European,452.0,4.0,181.0
 Pub,452.0,4.0,181.0
 Czech,452.0,4.0,181.0
 Eastern European,452.0,4.0,181.0
 Central European,452.0,4.0,181.0
 Vegetarian Friendly,452.0,4.0,181.0
unknown,2396.0,4.5,5.0
Chilean,2148.0,4.5,39.0
 Brew Pub,2148.0,4.5,39.0
 Bar,2148.0,4.5,39.0
 Mediterranean,2148.0,4.5,39.0
 Spanish,2148.0,4.5,39.0
 Pub,2148.0,4.5,39.0
 South American,2148.0,4.5,39.0
Steakhouse,2421.0,3.5,178.0
 Argentinean,2421.0,3.5,178.0
 South American,2421.0,3.5,178.0
French,431.0,4.5,30.0
 Steakhouse,431.0,4.5,30.0
Mediterranean,1310.0,4.5,129.0
 European,1310.0,4.5,129.0
 Spanish,1310.0,4.5,129.0
Irish,693.0,4.5,34.0
 Gastropub,693.0,4.5,34.0
 American,693.0,4.5,34.0
 European,693.0,4.5,34.0
Italian,8735.0,1.0,2.0
 Pizza,8735.0,1.0,2.0
unknown,16061.0,2.0,NaN
unknown,7575.0,2.5,7.0
Austrian,453.0,4.5,63.0
 Bar,453.0,4.5,63.0
 European,453.0,4.5,63.0
 Italian,453.0,4.5,63.0
 Pub,453.0,4.5,63.0
 Central European,453.0,4.5,63.0
 Vegetarian Friendly,453.0,4.5,63.0
Cafe,1406.0,3.0,36.0
 European,1406.0,3.0,36.0
 Portuguese,1406.0,3.0,36.0
Irish,1807.0,3.0,27.0
 Bar,1807.0,3.0,27.0
 European,1807.0,3.0,27.0
 Pub,1807.0,3.0,27.0
unknown,11095.0,4.0,13.0
Italian,401.0,4.0,953.0
 Pizza,401.0,4.0,953.0
 Mediterranean,401.0,4.0,953.0
 Vegetarian Friendly,401.0,4.0,953.0
 Vegan Options,401.0,4.0,953.0
 Gluten Free Options,401.0,4.0,953.0
Mediterranean,435.0,4.0,1438.0
 European,435.0,4.0,1438.0
 Spanish,435.0,4.0,1438.0
 International,435.0,4.0,1438.0
 Vegetarian Friendly,435.0,4.0,1438.0
 Vegan Options,435.0,4.0,1438.0
 Gluten Free Options,435.0,4.0,1438.0
Barbecue,356.0,4.5,296.0
 Gluten Free Options,356.0,4.5,296.0
French,511.0,4.0,664.0
 Vegetarian Friendly,511.0,4.0,664.0
 Vegan Options,511.0,4.0,664.0
 Gluten Free Options,511.0,4.0,664.0
Greek,1560.0,3.5,4.0
American,675.0,4.0,328.0
 Bar,675.0,4.0,328.0
 Barbecue,675.0,4.0,328.0
 Gluten Free Options,675.0,4.0,328.0
Chinese,8429.0,4.5,4.0
 Asian,8429.0,4.5,4.0
 Vietnamese,8429.0,4.5,4.0
Seafood,839.0,5.0,5.0
European,1013.0,4.5,3.0
 Portuguese,1013.0,4.5,3.0
French,1183.0,4.5,228.0
 European,1183.0,4.5,228.0
Spanish,7881.0,2.5,12.0
Indian,1408.0,4.5,77.0
 Vegetarian Friendly,1408.0,4.5,77.0
 Vegan Options,1408.0,4.5,77.0
French,5161.0,5.0,6.0
 Pub,5161.0,5.0,6.0
 Wine Bar,5161.0,5.0,6.0
 Gastropub,5161.0,5.0,6.0
Indian,1386.0,4.0,326.0
 Asian,1386.0,4.0,326.0
 Vegetarian Friendly,1386.0,4.0,326.0
 Vegan Options,1386.0,4.0,326.0
Spanish,7041.0,3.0,11.0
Italian,5421.0,3.5,91.0
 Seafood,5421.0,3.5,91.0
 Mediterranean,5421.0,3.5,91.0
 Pizza,5421.0,3.5,91.0
 European,5421.0,3.5,91.0
Pakistani,2897.0,4.0,NaN
Mediterranean,6433.0,4.0,24.0
 Tunisian,6433.0,4.0,24.0
unknown,12868.0,3.5,5.0
unknown,637.0,4.0,20.0
Indian,12440.0,3.0,149.0
 Asian,12440.0,3.0,149.0
 Vegetarian Friendly,12440.0,3.0,149.0
Japanese,6404.0,4.5,28.0
Chinese,5623.0,4.5,46.0
 Asian,5623.0,4.5,46.0
Japanese,3162.0,4.0,96.0
 Sushi,3162.0,4.0,96.0
 Fusion,3162.0,4.0,96.0
French,7890.0,3.5,42.0
Italian,4585.0,3.5,31.0
unknown,2587.0,4.0,5.0
Indian,2068.0,4.5,58.0
 Balti,2068.0,4.5,58.0
 Bangladeshi,2068.0,4.5,58.0
 Asian,2068.0,4.5,58.0
 Vegetarian Friendly,2068.0,4.5,58.0
 Vegan Options,2068.0,4.5,58.0
 Gluten Free Options,2068.0,4.5,58.0
Chinese,15121.0,3.0,14.0
 Fast Food,15121.0,3.0,14.0
 Asian,15121.0,3.0,14.0
unknown,13091.0,3.0,3.0
Mediterranean,1.0,5.0,352.0
 European,1.0,5.0,352.0
 Spanish,1.0,5.0,352.0
 Contemporary,1.0,5.0,352.0
 Vegetarian Friendly,1.0,5.0,352.0
 Vegan Options,1.0,5.0,352.0
 Gluten Free Options,1.0,5.0,352.0
German,66.0,4.5,194.0
 Cafe,66.0,4.5,194.0
 European,66.0,4.5,194.0
 Vegetarian Friendly,66.0,4.5,194.0
 Vegan Options,66.0,4.5,194.0
unknown,6696.0,4.5,17.0
Cafe,5235.0,3.0,182.0
 Fast Food,5235.0,3.0,182.0
 European,5235.0,3.0,182.0
 Vegetarian Friendly,5235.0,3.0,182.0
Mediterranean,5813.0,4.0,NaN
Polish,133.0,4.5,226.0
 Bar,133.0,4.5,226.0
 European,133.0,4.5,226.0
 Pub,133.0,4.5,226.0
 Eastern European,133.0,4.5,226.0
 Central European,133.0,4.5,226.0
 Vegetarian Friendly,133.0,4.5,226.0
Seafood,276.0,5.0,35.0
 Mediterranean,276.0,5.0,35.0
 European,276.0,5.0,35.0
 Greek,276.0,5.0,35.0
unknown,1825.0,3.0,NaN
Fast Food,379.0,5.0,NaN
 Street Food,379.0,5.0,NaN
French,123.0,4.0,324.0
 Spanish,123.0,4.0,324.0
 Belgian,123.0,4.0,324.0
 Mediterranean,123.0,4.0,324.0
 European,123.0,4.0,324.0
 Vegetarian Friendly,123.0,4.0,324.0
 Gluten Free Options,123.0,4.0,324.0
Italian,3257.0,4.0,4.0
 European,3257.0,4.0,4.0
 Czech,3257.0,4.0,4.0
Cafe,532.0,4.5,14.0
European,11.0,4.5,758.0
 Scandinavian,11.0,4.5,758.0
 Danish,11.0,4.5,758.0
 Vegetarian Friendly,11.0,4.5,758.0
 Gluten Free Options,11.0,4.5,758.0
unknown,2924.0,3.5,25.0
unknown,15106.0,4.0,5.0
unknown,4496.0,4.0,5.0
unknown,597.0,5.0,NaN
Italian,6775.0,4.0,185.0
 Bar,6775.0,4.0,185.0
 British,6775.0,4.0,185.0
 Pub,6775.0,4.0,185.0
 Vegetarian Friendly,6775.0,4.0,185.0
 Gluten Free Options,6775.0,4.0,185.0
Brew Pub,7795.0,3.0,105.0
 Mediterranean,7795.0,3.0,105.0
 Spanish,7795.0,3.0,105.0
 Pub,7795.0,3.0,105.0
 Wine Bar,7795.0,3.0,105.0
Italian,2206.0,3.5,49.0
 Mediterranean,2206.0,3.5,49.0
 European,2206.0,3.5,49.0
 Central European,2206.0,3.5,49.0
European,1277.0,4.5,38.0
 Portuguese,1277.0,4.5,38.0
 Delicatessen,1277.0,4.5,38.0
 Wine Bar,1277.0,4.5,38.0
Vegetarian Friendly,8244.0,2.5,2.0
unknown,1895.0,2.5,14.0
European,223.0,4.5,231.0
 Wine Bar,223.0,4.5,231.0
 Eastern European,223.0,4.5,231.0
 Central European,223.0,4.5,231.0
 Hungarian,223.0,4.5,231.0
 Vegetarian Friendly,223.0,4.5,231.0
unknown,1300.0,4.0,21.0
German,2535.0,3.0,61.0
 International,2535.0,3.0,61.0
Mexican,1267.0,4.5,65.0
 Latin,1267.0,4.5,65.0
 Spanish,1267.0,4.5,65.0
 Healthy,1267.0,4.5,65.0
 Street Food,1267.0,4.5,65.0
Mediterranean,1298.0,3.5,32.0
 Italian,1298.0,3.5,32.0
 Greek,1298.0,3.5,32.0
Spanish,1639.0,4.5,58.0
Italian,451.0,4.0,6.0
 Mediterranean,451.0,4.0,6.0
 European,451.0,4.0,6.0
 Pizza,451.0,4.0,6.0
European,145.0,4.5,37.0
 Central European,145.0,4.5,37.0
 Italian,145.0,4.5,37.0
 International,145.0,4.5,37.0
Japanese,3668.0,4.0,141.0
 Sushi,3668.0,4.0,141.0
 Asian,3668.0,4.0,141.0
 Vegetarian Friendly,3668.0,4.0,141.0
 Gluten Free Options,3668.0,4.0,141.0
German,371.0,4.5,104.0
 Austrian,371.0,4.5,104.0
 Bar,371.0,4.5,104.0
 European,371.0,4.5,104.0
 Central European,371.0,4.5,104.0
 Vegetarian Friendly,371.0,4.5,104.0
French,892.0,4.0,349.0
 European,892.0,4.0,349.0
 Vegetarian Friendly,892.0,4.0,349.0
unknown,1355.0,4.5,9.0
Mexican,1026.0,3.5,35.0
 Latin,1026.0,3.5,35.0
 Fast Food,1026.0,3.5,35.0
 Central American,1026.0,3.5,35.0
 South American,1026.0,3.5,35.0
 Vegetarian Friendly,1026.0,3.5,35.0
 Vegan Options,1026.0,3.5,35.0
Turkish,2369.0,5.0,13.0
Czech,1866.0,3.5,22.0
 European,1866.0,3.5,22.0
Mediterranean,53.0,4.5,1103.0
 Greek,53.0,4.5,1103.0
 Vegetarian Friendly,53.0,4.5,1103.0
 Vegan Options,53.0,4.5,1103.0
 Gluten Free Options,53.0,4.5,1103.0
unknown,3971.0,2.5,3.0
Cafe,545.0,4.5,163.0
European,1455.0,4.0,12.0
Wine Bar,1710.0,3.5,13.0
unknown,955.0,5.0,NaN
Japanese,754.0,4.0,867.0
 European,754.0,4.0,867.0
 Spanish,754.0,4.0,867.0
 Mediterranean,754.0,4.0,867.0
 Vegetarian Friendly,754.0,4.0,867.0
 Vegan Options,754.0,4.0,867.0
 Gluten Free Options,754.0,4.0,867.0
European,1691.0,4.5,231.0
 International,1691.0,4.5,231.0
 Vegetarian Friendly,1691.0,4.5,231.0
 Gluten Free Options,1691.0,4.5,231.0
unknown,10879.0,4.0,3.0
unknown,1897.0,5.0,NaN
Italian,3891.0,4.5,2.0
Mediterranean,3489.0,5.0,4.0
unknown,10774.0,4.0,NaN
Fast Food,8834.0,4.5,12.0
 Street Food,8834.0,4.5,12.0
International,6869.0,3.5,2.0
 Mediterranean,6869.0,3.5,2.0
 European,6869.0,3.5,2.0
 Contemporary,6869.0,3.5,2.0
European,349.0,4.0,429.0
 Eastern European,349.0,4.0,429.0
 Central European,349.0,4.0,429.0
 Hungarian,349.0,4.0,429.0
European,3243.0,4.0,40.0
 Portuguese,3243.0,4.0,40.0
Italian,4013.0,3.0,2219.0
 Bar,4013.0,3.0,2219.0
 Mediterranean,4013.0,3.0,2219.0
 International,4013.0,3.0,2219.0
 Vegetarian Friendly,4013.0,3.0,2219.0
 Vegan Options,4013.0,3.0,2219.0
Thai,1666.0,4.0,NaN
Pizza,2201.0,5.0,6.0
Cafe,418.0,4.5,186.0
 Vegetarian Friendly,418.0,4.5,186.0
 Vegan Options,418.0,4.5,186.0
Barbecue,3713.0,4.0,184.0
 Asian,3713.0,4.0,184.0
 Korean,3713.0,4.0,184.0
 Vegetarian Friendly,3713.0,4.0,184.0
 Vegan Options,3713.0,4.0,184.0
 Gluten Free Options,3713.0,4.0,184.0
Steakhouse,1453.0,3.5,198.0
 Barbecue,1453.0,3.5,198.0
 Argentinean,1453.0,3.5,198.0
 Vegetarian Friendly,1453.0,3.5,198.0
Indian,488.0,4.0,379.0
 Asian,488.0,4.0,379.0
 Vegetarian Friendly,488.0,4.0,379.0
 Vegan Options,488.0,4.0,379.0
 Gluten Free Options,488.0,4.0,379.0
unknown,1344.0,4.5,9.0
Italian,1265.0,4.0,100.0
 Fast Food,1265.0,4.0,100.0
unknown,7619.0,4.5,5.0
Indian,2241.0,4.0,156.0
 Asian,2241.0,4.0,156.0
 Vegetarian Friendly,2241.0,4.0,156.0
Vegetarian Friendly,413.0,4.5,23.0
Italian,174.0,4.5,669.0
 Mediterranean,174.0,4.5,669.0
 Wine Bar,174.0,4.5,669.0
 Vegetarian Friendly,174.0,4.5,669.0
Vegetarian Friendly,717.0,5.0,12.0
unknown,11048.0,3.5,8.0
Steakhouse,3669.0,5.0,50.0
Italian,1938.0,4.0,120.0
 French,1938.0,4.0,120.0
 Vegetarian Friendly,1938.0,4.0,120.0
American,15579.0,2.5,3.0
Pizza,14978.0,2.5,40.0
 Italian,14978.0,2.5,40.0
Vietnamese,6540.0,4.0,14.0
unknown,2192.0,5.0,NaN
unknown,6171.0,4.0,14.0
unknown,3399.0,5.0,2.0
European,2672.0,4.5,190.0
 French,2672.0,4.5,190.0
 Gluten Free Options,2672.0,4.5,190.0
 Vegetarian Friendly,2672.0,4.5,190.0
unknown,1871.0,4.0,18.0
French,1058.0,4.0,461.0
 European,1058.0,4.0,461.0
unknown,4985.0,4.0,NaN
Chinese,189.0,4.0,246.0
 Asian,189.0,4.0,246.0
 Vegetarian Friendly,189.0,4.0,246.0
unknown,538.0,4.5,3.0
European,455.0,4.0,38.0
 French,455.0,4.0,38.0
 Steakhouse,455.0,4.0,38.0
 Mediterranean,455.0,4.0,38.0
 Gastropub,455.0,4.0,38.0
unknown,1977.0,3.0,3.0
unknown,12540.0,4.0,NaN
Greek,607.0,4.5,14.0
 Mediterranean,607.0,4.5,14.0
French,4592.0,4.5,88.0
 European,4592.0,4.5,88.0
 Vegetarian Friendly,4592.0,4.5,88.0
unknown,4196.0,4.0,22.0
Bar,1019.0,4.0,1017.0
 European,1019.0,4.0,1017.0
 British,1019.0,4.0,1017.0
 Vegetarian Friendly,1019.0,4.0,1017.0
 Vegan Options,1019.0,4.0,1017.0
 Gluten Free Options,1019.0,4.0,1017.0
Italian,738.0,4.5,6.0
Czech,3781.0,3.5,17.0
 European,3781.0,3.5,17.0
Mexican,2814.0,4.0,7.0
 Pub,2814.0,4.0,7.0
Argentinean,1791.0,4.5,51.0
 Barbecue,1791.0,4.5,51.0
Indian,532.0,4.0,51.0
 Asian,532.0,4.0,51.0
 Pakistani,532.0,4.0,51.0
 Bangladeshi,532.0,4.0,51.0
 Vegetarian Friendly,532.0,4.0,51.0
 Vegan Options,532.0,4.0,51.0
 Halal,532.0,4.0,51.0
Irish,731.0,4.0,54.0
 Bar,731.0,4.0,54.0
 Pub,731.0,4.0,54.0
unknown,11452.0,4.0,6.0
Italian,2662.0,2.5,21.0
 Pizza,2662.0,2.5,21.0
 European,2662.0,2.5,21.0
Sushi,1290.0,4.5,17.0
 Asian,1290.0,4.5,17.0
 Chinese,1290.0,4.5,17.0
French,280.0,4.0,348.0
 European,280.0,4.0,348.0
Mediterranean,6760.0,3.5,39.0
Cafe,717.0,4.5,25.0
unknown,5525.0,4.5,4.0
unknown,5750.0,3.0,43.0
Japanese,3663.0,4.0,39.0
 Fusion,3663.0,4.0,39.0
unknown,13694.0,2.5,2.0
Chinese,1031.0,4.0,133.0
 Asian,1031.0,4.0,133.0
unknown,6721.0,3.5,2.0
French,12370.0,3.0,23.0
 Cafe,12370.0,3.0,23.0
Chinese,8753.0,4.0,67.0
 Asian,8753.0,4.0,67.0
American,11237.0,4.0,28.0
American,2041.0,4.0,100.0
 Steakhouse,2041.0,4.0,100.0
unknown,1061.0,4.0,106.0
unknown,4255.0,4.0,46.0
unknown,2487.0,2.5,11.0
Spanish,4487.0,4.5,3.0
Italian,81.0,4.5,1204.0
 Pizza,81.0,4.5,1204.0
 Mediterranean,81.0,4.5,1204.0
 European,81.0,4.5,1204.0
 Vegetarian Friendly,81.0,4.5,1204.0
 Vegan Options,81.0,4.5,1204.0
 Gluten Free Options,81.0,4.5,1204.0
unknown,4469.0,4.0,7.0
Japanese,238.0,4.5,22.0
 Asian,238.0,4.5,22.0
unknown,12541.0,3.0,2.0
French,9095.0,4.0,11.0
Irish,394.0,4.0,456.0
 Bar,394.0,4.0,456.0
 European,394.0,4.0,456.0
 Pub,394.0,4.0,456.0
 Vegetarian Friendly,394.0,4.0,456.0
 Gluten Free Options,394.0,4.0,456.0
Italian,522.0,4.0,1007.0
 Pizza,522.0,4.0,1007.0
 Mediterranean,522.0,4.0,1007.0
 European,522.0,4.0,1007.0
 Vegetarian Friendly,522.0,4.0,1007.0
 Vegan Options,522.0,4.0,1007.0
 Gluten Free Options,522.0,4.0,1007.0
European,611.0,4.5,35.0
 Hungarian,611.0,4.5,35.0
Italian,610.0,4.5,214.0
 Pizza,610.0,4.5,214.0
 Mediterranean,610.0,4.5,214.0
 European,610.0,4.5,214.0
 Vegetarian Friendly,610.0,4.5,214.0
 Vegan Options,610.0,4.5,214.0
 Gluten Free Options,610.0,4.5,214.0
Italian,5764.0,3.0,224.0
 Seafood,5764.0,3.0,224.0
 Mediterranean,5764.0,3.0,224.0
Cafe,2555.0,3.5,32.0
 European,2555.0,3.5,32.0
French,5511.0,3.5,147.0
 Vegetarian Friendly,5511.0,3.5,147.0
 Gluten Free Options,5511.0,3.5,147.0
Mediterranean,292.0,4.0,1420.0
 Healthy,292.0,4.0,1420.0
 European,292.0,4.0,1420.0
 Spanish,292.0,4.0,1420.0
 Vegetarian Friendly,292.0,4.0,1420.0
 Vegan Options,292.0,4.0,1420.0
 Gluten Free Options,292.0,4.0,1420.0
Chinese,4159.0,1.0,NaN
Steakhouse,234.0,4.0,1071.0
 Mediterranean,234.0,4.0,1071.0
 Spanish,234.0,4.0,1071.0
 Gluten Free Options,234.0,4.0,1071.0
Italian,1907.0,4.0,142.0
 Pizza,1907.0,4.0,142.0
 Mediterranean,1907.0,4.0,142.0
 European,1907.0,4.0,142.0
 Vegetarian Friendly,1907.0,4.0,142.0
American,3184.0,4.0,277.0
 Vegetarian Friendly,3184.0,4.0,277.0
 Gluten Free Options,3184.0,4.0,277.0
Polish,273.0,4.5,73.0
 European,273.0,4.5,73.0
 Central European,273.0,4.5,73.0
 Contemporary,273.0,4.5,73.0
 Eastern European,273.0,4.5,73.0
 Vegetarian Friendly,273.0,4.5,73.0
French,866.0,4.0,104.0
 European,866.0,4.0,104.0
 Central European,866.0,4.0,104.0
 Vegetarian Friendly,866.0,4.0,104.0
Mediterranean,1438.0,4.5,6.0
German,118.0,4.5,307.0
 Bar,118.0,4.5,307.0
 European,118.0,4.5,307.0
 Central European,118.0,4.5,307.0
 International,118.0,4.5,307.0
 Vegetarian Friendly,118.0,4.5,307.0
 Gluten Free Options,118.0,4.5,307.0
Italian,989.0,3.5,30.0
Asian,257.0,4.0,88.0
 Vietnamese,257.0,4.0,88.0
 Soups,257.0,4.0,88.0
 Vegetarian Friendly,257.0,4.0,88.0
 Vegan Options,257.0,4.0,88.0
French,1800.0,4.0,210.0
unknown,5779.0,5.0,NaN
unknown,1020.0,4.5,27.0
unknown,1748.0,3.5,17.0
Indian,3692.0,4.0,168.0
 Asian,3692.0,4.0,168.0
 Vegetarian Friendly,3692.0,4.0,168.0
 Vegan Options,3692.0,4.0,168.0
Mediterranean,7463.0,2.5,80.0
 European,7463.0,2.5,80.0
 Spanish,7463.0,2.5,80.0
European,835.0,4.5,20.0
 Central European,835.0,4.5,20.0
 Hungarian,835.0,4.5,20.0
 Vegetarian Friendly,835.0,4.5,20.0
 Vegan Options,835.0,4.5,20.0
unknown,4127.0,1.5,2.0
unknown,1354.0,4.5,2.0
Italian,1388.0,3.0,NaN
 European,1388.0,3.0,NaN
 Spanish,1388.0,3.0,NaN
 Portuguese,1388.0,3.0,NaN
French,9615.0,3.5,50.0
Bar,523.0,3.5,28.0
 International,523.0,3.5,28.0
 European,523.0,3.5,28.0
 Pub,523.0,3.5,28.0
 Central European,523.0,3.5,28.0
International,611.0,4.0,279.0
 Irish,611.0,4.0,279.0
 Bar,611.0,4.0,279.0
 Pub,611.0,4.0,279.0
 European,611.0,4.0,279.0
Bar,478.0,4.5,48.0
 Cafe,478.0,4.5,48.0
 European,478.0,4.5,48.0
unknown,1675.0,4.0,9.0
Mediterranean,1970.0,4.0,145.0
 Spanish,1970.0,4.0,145.0
French,9269.0,4.0,7.0
American,11408.0,4.0,20.0
 Steakhouse,11408.0,4.0,20.0
 Pub,11408.0,4.0,20.0
 Diner,11408.0,4.0,20.0
Bar,3478.0,3.5,249.0
 Mediterranean,3478.0,3.5,249.0
 Spanish,3478.0,3.5,249.0
Seafood,1107.0,4.0,351.0
 Mediterranean,1107.0,4.0,351.0
 Spanish,1107.0,4.0,351.0
 Vegetarian Friendly,1107.0,4.0,351.0
unknown,1518.0,5.0,8.0
European,1460.0,3.5,40.0
 Swedish,1460.0,3.5,40.0
Italian,1413.0,3.5,526.0
 Pizza,1413.0,3.5,526.0
 Seafood,1413.0,3.5,526.0
 Mediterranean,1413.0,3.5,526.0
 Vegetarian Friendly,1413.0,3.5,526.0
Italian,1394.0,4.5,586.0
 Cafe,1394.0,4.5,586.0
 Mediterranean,1394.0,4.5,586.0
 European,1394.0,4.5,586.0
 Delicatessen,1394.0,4.5,586.0
 Vegetarian Friendly,1394.0,4.5,586.0
 Vegan Options,1394.0,4.5,586.0
Cafe,1451.0,4.5,43.0
 European,1451.0,4.5,43.0
 Central European,1451.0,4.5,43.0
Steakhouse,105.0,4.0,87.0
 Brazilian,105.0,4.0,87.0
 Latin,105.0,4.0,87.0
 Barbecue,105.0,4.0,87.0
French,2704.0,3.5,404.0
 European,2704.0,3.5,404.0
French,11210.0,4.0,13.0
American,2057.0,3.5,30.0
 Bar,2057.0,3.5,30.0
 Fast Food,2057.0,3.5,30.0
 Barbecue,2057.0,3.5,30.0
 Pub,2057.0,3.5,30.0
 Azerbaijani,2057.0,3.5,30.0
 Vegetarian Friendly,2057.0,3.5,30.0
unknown,2208.0,4.0,3.0
unknown,1154.0,4.5,3.0
European,344.0,4.5,79.0
 Vegetarian Friendly,344.0,4.5,79.0
Italian,2465.0,3.5,17.0
 Spanish,2465.0,3.5,17.0
unknown,6192.0,2.0,22.0
Italian,4405.0,4.0,37.0
 Mediterranean,4405.0,4.0,37.0
Italian,784.0,4.5,38.0
 Seafood,784.0,4.5,38.0
 Mediterranean,784.0,4.5,38.0
 European,784.0,4.5,38.0
 Vegetarian Friendly,784.0,4.5,38.0
 Vegan Options,784.0,4.5,38.0
Chinese,13494.0,3.5,4.0
 Thai,13494.0,3.5,4.0
European,1360.0,4.5,11.0
 Czech,1360.0,4.5,11.0
Asian,437.0,4.5,2.0
Thai,3432.0,4.0,162.0
 Chinese,3432.0,4.0,162.0
 Vietnamese,3432.0,4.0,162.0
 Vegetarian Friendly,3432.0,4.0,162.0
 Vegan Options,3432.0,4.0,162.0
unknown,8809.0,1.0,3.0
unknown,2817.0,3.5,5.0
French,6111.0,4.5,39.0
 European,6111.0,4.5,39.0
unknown,2286.0,4.0,8.0
Seafood,7261.0,3.0,47.0
 Mediterranean,7261.0,3.0,47.0
 European,7261.0,3.0,47.0
 Spanish,7261.0,3.0,47.0
British,13286.0,3.5,3.0
Indian,1364.0,4.5,43.0
 Balti,1364.0,4.5,43.0
 Asian,1364.0,4.5,43.0
 Eastern European,1364.0,4.5,43.0
 Vegetarian Friendly,1364.0,4.5,43.0
 Vegan Options,1364.0,4.5,43.0
 Gluten Free Options,1364.0,4.5,43.0
Cafe,13484.0,3.5,83.0
 British,13484.0,3.5,83.0
 Vegetarian Friendly,13484.0,3.5,83.0
 Vegan Options,13484.0,3.5,83.0
 Gluten Free Options,13484.0,3.5,83.0
French,9484.0,3.5,82.0
 Bar,9484.0,3.5,82.0
 Cafe,9484.0,3.5,82.0
 European,9484.0,3.5,82.0
Greek,221.0,5.0,60.0
 International,221.0,5.0,60.0
 Mediterranean,221.0,5.0,60.0
 European,221.0,5.0,60.0
 Vegetarian Friendly,221.0,5.0,60.0
 Vegan Options,221.0,5.0,60.0
unknown,3124.0,3.0,5.0
Irish,867.0,4.0,71.0
 Bar,867.0,4.0,71.0
 European,867.0,4.0,71.0
 Pub,867.0,4.0,71.0
 Gluten Free Options,867.0,4.0,71.0
Mediterranean,248.0,4.5,208.0
 European,248.0,4.5,208.0
 Portuguese,248.0,4.5,208.0
Italian,1932.0,3.5,102.0
 European,1932.0,3.5,102.0
 Mediterranean,1932.0,3.5,102.0
 Vegetarian Friendly,1932.0,3.5,102.0
European,1346.0,4.0,88.0
 Portuguese,1346.0,4.0,88.0
Mediterranean,405.0,3.5,3.0
 European,405.0,3.5,3.0
 Contemporary,405.0,3.5,3.0
 Slovenian,405.0,3.5,3.0
 Central European,405.0,3.5,3.0
unknown,12962.0,3.5,8.0
European,554.0,4.0,197.0
 Vegetarian Friendly,554.0,4.0,197.0
 Vegan Options,554.0,4.0,197.0
 Gluten Free Options,554.0,4.0,197.0
Pizza,2025.0,3.5,3.0
Bar,1753.0,3.5,19.0
 Pub,1753.0,3.5,19.0
Healthy,798.0,3.5,4.0
European,1164.0,4.0,95.0
 Czech,1164.0,4.0,95.0
 Central European,1164.0,4.0,95.0
 Eastern European,1164.0,4.0,95.0
Spanish,5537.0,4.0,3.0
Chinese,1748.0,4.0,23.0
Fusion,1203.0,5.0,NaN
Sushi,5763.0,3.0,5.0
